"","Level_A","Level_B","Level_C","KO_ID","Description"
"141",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00239"," sdhA, frdA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]"
"142",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00240"," sdhB, frdB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]"
"143",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00241"," sdhC, frdC; succinate dehydrogenase cytochrome b subunit"
"144",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00242"," sdhD, frdD; succinate dehydrogenase membrane anchor subunit"
"145",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K18859"," sdhD, frdD; succinate dehydrogenase subunit D"
"146",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K18860"," sdhD, frdD; succinate dehydrogenase subunit D"
"147",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00244"," frdA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]"
"148",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00245"," frdB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]"
"149",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00246"," frdC; succinate dehydrogenase subunit C"
"150",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00247"," frdD; succinate dehydrogenase subunit D"
"151",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00233"," frdA, fdrA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12]"
"152",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K25995"," frdB, fdrB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1 7.1.1.12]"
"153",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K25996"," frdC, fdrC; succinate dehydrogenase subunit C"
"154",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K26318"," fccA, fcc3; fumarate reductase (cytochrome) [EC:1.3.2.4]"
"155",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01676"," E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]"
"156",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01677"," E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]"
"157",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01678"," E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]"
"158",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01679"," E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]"
"159",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01675"," fumD; fumarate hydratase D [EC:4.2.1.2]"
"160",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01774"," fumE; fumarate hydratase E [EC:4.2.1.2]"
"161",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00025"," MDH1; malate dehydrogenase [EC:1.1.1.37]"
"162",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00026"," MDH2; malate dehydrogenase [EC:1.1.1.37]"
"163",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00024"," mdh; malate dehydrogenase [EC:1.1.1.37]"
"164",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00116"," mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]"
"165",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01958"," PC, pyc; pyruvate carboxylase [EC:6.4.1.1]"
"166",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01959"," pycA; pyruvate carboxylase subunit A [EC:6.4.1.1]"
"167",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01960"," pycB; pyruvate carboxylase subunit B [EC:6.4.1.1]"
"168",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01610"," pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]"
"169",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K01596"," E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]"
"170",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00163"," aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]"
"171",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00161"," PDHA, pdhA; pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1]"
"172",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00162"," PDHB, pdhB; pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]"
"173",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00627"," DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]"
"174",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K13997"," PDHX; dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex"
"175",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00169"," porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]"
"176",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00170"," porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]"
"177",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00172"," porC, porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]"
"178",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00189"," vorG, porG; 2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]"
"179",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K00171"," porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]"
"180",NA,"09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020]","K03737"," por, nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]"
"181",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01810"," GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]"
"182",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K06859"," pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]"
"183",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K13810"," tal-pgi; transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]"
"184",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K15916"," pgi-pmi; glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]"
"185",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00036"," G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]"
"186",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K19243"," azf; NAD+ dependent glucose-6-phosphate dehydrogenase [EC:1.1.1.388]"
"187",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01057"," PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]"
"188",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K07404"," pgl; 6-phosphogluconolactonase [EC:3.1.1.31]"
"189",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K13937"," H6PD; hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]"
"190",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00033"," PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
"191",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01783"," rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]"
"192",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00615"," E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]"
"193",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00616"," TALDO1, talB, talA; transaldolase [EC:2.2.1.2]"
"194",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01807"," rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]"
"195",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01808"," rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]"
"196",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K13812"," fae-hps; bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43]"
"197",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K08093"," hxlA; 3-hexulose-6-phosphate synthase [EC:4.1.2.43]"
"198",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K08094"," hxlB; 6-phospho-3-hexuloisomerase [EC:5.3.1.27]"
"199",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K13831"," hps-phi; 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]"
"200",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K11214"," SHPK; sedoheptulokinase [EC:2.7.1.14]"
"201",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01621"," xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]"
"202",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01619"," deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]"
"203",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00852"," rbsK, RBKS; ribokinase [EC:2.7.1.15]"
"204",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01839"," deoB; phosphopentomutase [EC:5.4.2.7]"
"205",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K22199"," ppm; phosphopentomutase [EC:5.4.2.7]"
"206",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01835"," pgm; phosphoglucomutase [EC:5.4.2.2]"
"207",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K15778"," pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]"
"208",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K15779"," PGM2; phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7]"
"209",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K21056"," E2.7.1.212; alpha-D-ribose-1-phosphate 5-kinase (ADP) [EC:2.7.1.212]"
"210",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K26208"," E2.7.1.239; alpha-D-ribose-1-phosphate 5-kinase (ATP) [EC:2.7.1.239]"
"211",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K18237"," K18237; ribose 1,5-bisphosphate isomerase [EC:5.3.1.29]"
"212",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K05774"," phnN; ribose 1,5-bisphosphokinase [EC:2.7.4.23]"
"213",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00948"," PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]"
"214",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01690"," edd; phosphogluconate dehydratase [EC:4.2.1.12]"
"215",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01625"," eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]"
"216",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K17463"," dgaF; 2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14]"
"217",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K11395"," kdpgA; 2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]"
"218",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00131"," gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]"
"219",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K18978"," gapN; glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]"
"220",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00034"," gdh; glucose 1-dehydrogenase [EC:1.1.1.47]"
"221",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K22969"," gdh; glucose 1-dehydrogenase [EC:1.1.1.47]"
"222",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K21840"," HOX; hexose oxidase [EC:1.1.3.5]"
"223",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K18124"," gdh2, gdhA; glucose/galactose 1-dehydrogenase (NADP+) [EC:1.1.1.360]"
"224",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K18125"," ssgdh; aldose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.359]"
"225",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00115"," GLD; glucose 1-dehydrogenase (FAD, quinone) [EC:1.1.5.9]"
"226",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K19813"," gdh; glucose dehydrogenase [EC:1.1.5.9]"
"227",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00117"," gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]"
"228",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01053"," gnl, RGN; gluconolactonase [EC:3.1.1.17]"
"229",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K06151"," E1.1.99.3A; gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]"
"230",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K06152"," E1.1.99.3G; gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]"
"231",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00090"," ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]"
"232",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K22229"," K22229; 2-ketogluconate reductase [EC:1.1.1.215]"
"233",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K11441"," kguK; dehydrogluconokinase [EC:2.7.1.13]"
"234",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00032"," E1.1.1.43; phosphogluconate 2-dehydrogenase [EC:1.1.1.43]"
"235",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00851"," idnK, gntK; gluconokinase [EC:2.7.1.12]"
"236",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K25031"," gntK; gluconokinase [EC:2.7.1.12]"
"237",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K05308"," gnaD; gluconate/galactonate dehydratase [EC:4.2.1.140]"
"238",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00874"," kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]"
"239",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K18126"," sskdgK; 2-dehydro-3-deoxygluconokinase / 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.178]"
"240",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K18127"," kdgA; 2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51]"
"241",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K03738"," aor; aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]"
"242",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K18020"," cutA; glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8]"
"243",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K18021"," cutB; glyceraldehyde dehydrogenase medium subunit [EC:1.2.99.8]"
"244",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K18022"," cutC; glyceraldehyde dehydrogenase small subunit [EC:1.2.99.8]"
"245",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K18128"," gadh; D-glyceraldehyde dehydrogenase (NADP+) [EC:1.2.1.89]"
"246",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K11529"," gck, gckA, GLYCTK; glycerate 2-kinase [EC:2.7.1.165]"
"247",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K22345"," E4.3.1.9; glucosaminate ammonia-lyase [EC:4.3.1.9]"
"248",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K17464"," dgaA; D-glucosaminate PTS system EIIA component [EC:2.7.1.203]"
"249",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K17465"," dgaB; D-glucosaminate PTS system EIIB component [EC:2.7.1.203]"
"250",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K17466"," dgaC; D-glucosaminate PTS system EIIC component"
"251",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K17467"," dgaD; D-glucosaminate PTS system EIID component"
"252",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K17468"," dgaE; D-glucosaminate-6-phosphate ammonia-lyase [EC:4.3.1.29]"
"253",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01623"," ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"
"254",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K11645"," fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"
"255",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01624"," FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"
"256",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01622"," K01622; fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]"
"257",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K16305"," K16305; fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]"
"258",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K16306"," K16306; fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]"
"259",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K03841"," FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]"
"260",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K02446"," glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]"
"261",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K11532"," glpX-SEBP; fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]"
"262",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K01086"," fbp-SEBP; fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]"
"263",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K04041"," fbp3; fructose-1,6-bisphosphatase III [EC:3.1.3.11]"
"264",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K24182"," PFK9; 6-phosphofructokinase [EC:2.7.1.11]"
"265",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00850"," pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]"
"266",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K16370"," pfkB; 6-phosphofructokinase 2 [EC:2.7.1.11]"
"267",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K21071"," pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]"
"268",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00918"," pfkC; ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]"
"269",NA,"09101 Carbohydrate metabolism","00030 Pentose phosphate pathway [PATH:ko00030]","K00895"," pfp, PFP; diphosphate-dependent phosphofructokinase [EC:2.7.1.90]"
"270",NA,"09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K01051"," E3.1.1.11; pectinesterase [EC:3.1.1.11]"
"271",NA,"09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K22539"," PLY; pectate lyase [EC:4.2.2.2]"
"272",NA,"09101 Carbohydrate metabolism","00040 Pentose and glucuronate interconversions [PATH:ko00040]","K01728"," pel; pectate lyase [EC:4.2.2.2]"
