Orthogroup,A. terricola,I. cascadensis 1,I. cascadensis 2,D. discoideum,V. vermiformis,Total,incendi_only,not_incendi,both_incendi,incendi_only,both_incendi_only
OG0000000,0,126,131,0,0,257,128.5,0,TRUE,TRUE,TRUE
OG0000001,1,88,80,0,9,178,168,10,TRUE,FALSE,FALSE
OG0000002,0,3,166,0,0,169,169,0,TRUE,TRUE,TRUE
OG0000003,3,80,47,1,3,134,127,7,TRUE,FALSE,FALSE
OG0000004,0,41,79,0,0,120,120,0,TRUE,TRUE,TRUE
OG0000005,0,64,35,0,0,99,99,0,TRUE,TRUE,TRUE
OG0000006,0,0,0,93,0,93,0,93,FALSE,FALSE,FALSE
OG0000007,90,0,0,0,0,90,0,90,FALSE,FALSE,FALSE
OG0000008,1,60,27,0,1,89,87,2,TRUE,FALSE,FALSE
OG0000009,0,87,0,0,0,87,87,0,FALSE,TRUE,FALSE
OG0000010,0,86,0,0,0,86,86,0,FALSE,TRUE,FALSE
OG0000011,0,1,83,0,0,84,84,0,TRUE,TRUE,TRUE
OG0000012,19,11,9,29,14,82,20,62,TRUE,FALSE,FALSE
OG0000013,0,9,72,0,0,81,81,0,TRUE,TRUE,TRUE
OG0000014,0,0,81,0,0,81,81,0,FALSE,TRUE,FALSE
OG0000015,0,40,40,0,0,80,80,0,TRUE,TRUE,TRUE
OG0000016,0,0,76,0,0,76,76,0,FALSE,TRUE,FALSE
OG0000017,0,0,0,75,0,75,0,75,FALSE,FALSE,FALSE
OG0000018,0,0,0,75,0,75,0,75,FALSE,FALSE,FALSE
OG0000019,0,0,0,1,72,73,0,73,FALSE,FALSE,FALSE
OG0000020,8,6,6,16,34,70,12,58,TRUE,FALSE,FALSE
OG0000021,0,34,36,0,0,70,70,0,TRUE,TRUE,TRUE
OG0000022,0,69,0,0,0,69,69,0,FALSE,TRUE,FALSE
OG0000023,0,0,67,0,0,67,67,0,FALSE,TRUE,FALSE
OG0000024,0,65,0,0,0,65,65,0,FALSE,TRUE,FALSE
OG0000025,0,59,1,0,0,60,60,0,TRUE,TRUE,TRUE
OG0000026,0,3,2,54,1,60,5,55,TRUE,FALSE,FALSE
OG0000027,0,59,0,0,0,59,59,0,FALSE,TRUE,FALSE
OG0000028,0,4,55,0,0,59,59,0,TRUE,TRUE,TRUE
OG0000029,0,24,34,0,0,58,58,0,TRUE,TRUE,TRUE
OG0000030,0,4,54,0,0,58,58,0,TRUE,TRUE,TRUE
OG0000031,0,56,1,0,0,57,57,0,TRUE,TRUE,TRUE
OG0000032,0,0,0,57,0,57,0,57,FALSE,FALSE,FALSE
OG0000033,0,0,56,0,0,56,56,0,FALSE,TRUE,FALSE
OG0000034,0,25,27,0,3,55,52,3,TRUE,FALSE,FALSE
OG0000035,0,25,21,0,9,55,46,9,TRUE,FALSE,FALSE
OG0000036,0,2,52,0,0,54,54,0,TRUE,TRUE,TRUE
OG0000037,0,1,53,0,0,54,54,0,TRUE,TRUE,TRUE
OG0000038,0,1,52,0,0,53,53,0,TRUE,TRUE,TRUE
OG0000039,0,3,50,0,0,53,53,0,TRUE,TRUE,TRUE
OG0000040,0,25,25,0,1,51,50,1,TRUE,FALSE,FALSE
OG0000041,0,50,0,0,0,50,50,0,FALSE,TRUE,FALSE
OG0000042,0,25,25,0,0,50,50,0,TRUE,TRUE,TRUE
OG0000043,1,25,22,0,1,49,47,2,TRUE,FALSE,FALSE
OG0000044,0,49,0,0,0,49,49,0,FALSE,TRUE,FALSE
OG0000045,0,46,3,0,0,49,49,0,TRUE,TRUE,TRUE
OG0000046,0,45,2,1,1,49,47,2,TRUE,FALSE,FALSE
OG0000047,0,0,49,0,0,49,49,0,FALSE,TRUE,FALSE
OG0000048,0,0,0,49,0,49,0,49,FALSE,FALSE,FALSE
OG0000049,0,20,24,0,4,48,44,4,TRUE,FALSE,FALSE
OG0000050,0,22,24,0,2,48,46,2,TRUE,FALSE,FALSE
OG0000051,0,0,48,0,0,48,48,0,FALSE,TRUE,FALSE
OG0000052,0,0,0,48,0,48,0,48,FALSE,FALSE,FALSE
OG0000053,0,46,1,0,0,47,47,0,TRUE,TRUE,TRUE
OG0000054,0,1,46,0,0,47,47,0,TRUE,TRUE,TRUE
OG0000055,0,2,45,0,0,47,47,0,TRUE,TRUE,TRUE
OG0000056,0,0,0,47,0,47,0,47,FALSE,FALSE,FALSE
OG0000057,0,46,0,0,0,46,46,0,FALSE,TRUE,FALSE
OG0000058,0,22,23,0,1,46,45,1,TRUE,FALSE,FALSE
OG0000059,0,2,44,0,0,46,46,0,TRUE,TRUE,TRUE
OG0000060,0,24,20,1,0,45,44,1,TRUE,FALSE,FALSE
OG0000061,0,0,45,0,0,45,45,0,FALSE,TRUE,FALSE
OG0000062,1,19,20,1,3,44,39,5,TRUE,FALSE,FALSE
OG0000063,0,44,0,0,0,44,44,0,FALSE,TRUE,FALSE
OG0000064,0,1,43,0,0,44,44,0,TRUE,TRUE,TRUE
OG0000065,0,43,0,0,0,43,43,0,FALSE,TRUE,FALSE
OG0000066,0,2,41,0,0,43,43,0,TRUE,TRUE,TRUE
OG0000067,8,0,0,14,20,42,0,42,FALSE,FALSE,FALSE
OG0000068,0,19,22,0,1,42,41,1,TRUE,FALSE,FALSE
OG0000069,0,41,1,0,0,42,42,0,TRUE,TRUE,TRUE
OG0000070,0,21,20,0,1,42,41,1,TRUE,FALSE,FALSE
OG0000071,0,7,35,0,0,42,42,0,TRUE,TRUE,TRUE
OG0000072,0,37,4,0,0,41,41,0,TRUE,TRUE,TRUE
OG0000073,0,1,40,0,0,41,41,0,TRUE,TRUE,TRUE
OG0000074,0,40,1,0,0,41,41,0,TRUE,TRUE,TRUE
OG0000075,0,0,0,41,0,41,0,41,FALSE,FALSE,FALSE
OG0000076,0,37,3,0,0,40,40,0,TRUE,TRUE,TRUE
OG0000077,0,36,4,0,0,40,40,0,TRUE,TRUE,TRUE
OG0000078,0,32,8,0,0,40,40,0,TRUE,TRUE,TRUE
OG0000079,0,1,39,0,0,40,40,0,TRUE,TRUE,TRUE
OG0000080,0,2,38,0,0,40,40,0,TRUE,TRUE,TRUE
OG0000081,0,0,0,40,0,40,0,40,FALSE,FALSE,FALSE
OG0000082,1,18,18,0,2,39,36,3,TRUE,FALSE,FALSE
OG0000083,0,3,36,0,0,39,39,0,TRUE,TRUE,TRUE
OG0000084,0,0,0,0,39,39,0,39,FALSE,FALSE,FALSE
OG0000085,4,5,4,0,25,38,9,29,TRUE,FALSE,FALSE
OG0000086,0,18,20,0,0,38,38,0,TRUE,TRUE,TRUE
OG0000087,0,3,35,0,0,38,38,0,TRUE,TRUE,TRUE
OG0000088,0,0,38,0,0,38,38,0,FALSE,TRUE,FALSE
OG0000089,0,0,38,0,0,38,38,0,FALSE,TRUE,FALSE
OG0000090,0,0,0,0,38,38,0,38,FALSE,FALSE,FALSE
OG0000091,6,10,7,7,7,37,17,20,TRUE,FALSE,FALSE
OG0000092,5,6,6,1,19,37,12,25,TRUE,FALSE,FALSE
OG0000093,1,17,17,0,2,37,34,3,TRUE,FALSE,FALSE
OG0000094,0,36,1,0,0,37,37,0,TRUE,TRUE,TRUE
OG0000095,0,28,9,0,0,37,37,0,TRUE,TRUE,TRUE
OG0000096,0,32,5,0,0,37,37,0,TRUE,TRUE,TRUE
OG0000097,0,2,35,0,0,37,37,0,TRUE,TRUE,TRUE
OG0000098,0,0,0,37,0,37,0,37,FALSE,FALSE,FALSE
OG0000099,9,4,4,7,12,36,8,28,TRUE,FALSE,FALSE
OG0000100,0,5,31,0,0,36,36,0,TRUE,TRUE,TRUE
OG0000101,0,16,20,0,0,36,36,0,TRUE,TRUE,TRUE
OG0000102,0,0,0,36,0,36,0,36,FALSE,FALSE,FALSE
OG0000103,35,0,0,0,0,35,0,35,FALSE,FALSE,FALSE
OG0000104,0,29,6,0,0,35,35,0,TRUE,TRUE,TRUE
OG0000105,0,27,8,0,0,35,35,0,TRUE,TRUE,TRUE
OG0000106,0,0,0,35,0,35,0,35,FALSE,FALSE,FALSE
OG0000107,4,7,8,7,8,34,15,19,TRUE,FALSE,FALSE
OG0000108,0,0,0,29,5,34,0,34,FALSE,FALSE,FALSE
OG0000109,0,0,0,0,34,34,0,34,FALSE,FALSE,FALSE
OG0000110,33,0,0,0,0,33,0,33,FALSE,FALSE,FALSE
OG0000111,0,25,8,0,0,33,33,0,TRUE,TRUE,TRUE
OG0000112,0,17,16,0,0,33,33,0,TRUE,TRUE,TRUE
OG0000113,0,1,2,30,0,33,3,30,TRUE,FALSE,FALSE
OG0000114,0,2,31,0,0,33,33,0,TRUE,TRUE,TRUE
OG0000115,0,0,33,0,0,33,33,0,FALSE,TRUE,FALSE
OG0000116,0,0,0,33,0,33,0,33,FALSE,FALSE,FALSE
OG0000117,20,1,1,6,4,32,2,30,TRUE,FALSE,FALSE
OG0000118,1,14,17,0,0,32,31,1,TRUE,FALSE,FALSE
OG0000119,0,17,15,0,0,32,32,0,TRUE,TRUE,TRUE
OG0000120,0,2,30,0,0,32,32,0,TRUE,TRUE,TRUE
OG0000121,0,0,32,0,0,32,32,0,FALSE,TRUE,FALSE
OG0000122,0,0,0,0,32,32,0,32,FALSE,FALSE,FALSE
OG0000123,4,8,6,7,6,31,14,17,TRUE,FALSE,FALSE
OG0000124,11,5,5,7,3,31,10,21,TRUE,FALSE,FALSE
OG0000125,1,4,3,3,20,31,7,24,TRUE,FALSE,FALSE
OG0000126,9,6,4,4,8,31,10,21,TRUE,FALSE,FALSE
OG0000127,3,9,7,4,8,31,16,15,TRUE,FALSE,FALSE
OG0000128,0,22,8,0,1,31,30,1,TRUE,FALSE,FALSE
OG0000129,0,18,12,0,1,31,30,1,TRUE,FALSE,FALSE
OG0000130,0,27,3,0,0,30,30,0,TRUE,TRUE,TRUE
OG0000131,0,5,9,13,3,30,14,16,TRUE,FALSE,FALSE
OG0000132,0,14,15,1,0,30,29,1,TRUE,FALSE,FALSE
OG0000133,0,11,15,1,3,30,26,4,TRUE,FALSE,FALSE
OG0000134,0,0,0,30,0,30,0,30,FALSE,FALSE,FALSE
OG0000135,0,0,0,30,0,30,0,30,FALSE,FALSE,FALSE
OG0000136,0,0,0,0,30,30,0,30,FALSE,FALSE,FALSE
OG0000137,0,0,0,0,30,30,0,30,FALSE,FALSE,FALSE
OG0000138,29,0,0,0,0,29,0,29,FALSE,FALSE,FALSE
OG0000139,0,29,0,0,0,29,29,0,FALSE,TRUE,FALSE
OG0000140,0,1,0,1,27,29,1,28,FALSE,FALSE,FALSE
OG0000141,0,6,23,0,0,29,29,0,TRUE,TRUE,TRUE
OG0000142,0,0,29,0,0,29,29,0,FALSE,TRUE,FALSE
OG0000143,0,0,0,29,0,29,0,29,FALSE,FALSE,FALSE
OG0000144,0,0,0,29,0,29,0,29,FALSE,FALSE,FALSE
OG0000145,0,0,0,29,0,29,0,29,FALSE,FALSE,FALSE
OG0000146,28,0,0,0,0,28,0,28,FALSE,FALSE,FALSE
OG0000147,4,7,8,2,7,28,15,13,TRUE,FALSE,FALSE
OG0000148,0,13,15,0,0,28,28,0,TRUE,TRUE,TRUE
OG0000149,0,5,23,0,0,28,28,0,TRUE,TRUE,TRUE
OG0000150,0,28,0,0,0,28,28,0,FALSE,TRUE,FALSE
OG0000151,0,0,0,28,0,28,0,28,FALSE,FALSE,FALSE
OG0000152,0,0,0,0,28,28,0,28,FALSE,FALSE,FALSE
OG0000153,6,2,2,1,16,27,4,23,TRUE,FALSE,FALSE
OG0000154,0,26,1,0,0,27,27,0,TRUE,TRUE,TRUE
OG0000155,0,27,0,0,0,27,27,0,FALSE,TRUE,FALSE
OG0000156,0,1,26,0,0,27,27,0,TRUE,TRUE,TRUE
OG0000157,0,2,25,0,0,27,27,0,TRUE,TRUE,TRUE
OG0000158,0,0,27,0,0,27,27,0,FALSE,TRUE,FALSE
OG0000159,26,0,0,0,0,26,0,26,FALSE,FALSE,FALSE
OG0000160,9,3,4,4,6,26,7,19,TRUE,FALSE,FALSE
OG0000161,9,5,5,3,4,26,10,16,TRUE,FALSE,FALSE
OG0000162,4,6,7,3,6,26,13,13,TRUE,FALSE,FALSE
OG0000163,0,26,0,0,0,26,26,0,FALSE,TRUE,FALSE
OG0000164,0,23,3,0,0,26,26,0,TRUE,TRUE,TRUE
OG0000165,0,26,0,0,0,26,26,0,FALSE,TRUE,FALSE
OG0000166,0,3,23,0,0,26,26,0,TRUE,TRUE,TRUE
OG0000167,0,1,25,0,0,26,26,0,TRUE,TRUE,TRUE
OG0000168,0,0,26,0,0,26,26,0,FALSE,TRUE,FALSE
OG0000169,0,0,0,26,0,26,0,26,FALSE,FALSE,FALSE
OG0000170,0,0,0,26,0,26,0,26,FALSE,FALSE,FALSE
OG0000171,6,4,4,4,7,25,8,17,TRUE,FALSE,FALSE
OG0000172,0,2,23,0,0,25,25,0,TRUE,TRUE,TRUE
OG0000173,0,19,6,0,0,25,25,0,TRUE,TRUE,TRUE
OG0000174,0,24,1,0,0,25,25,0,TRUE,TRUE,TRUE
OG0000175,0,24,1,0,0,25,25,0,TRUE,TRUE,TRUE
OG0000176,0,17,7,0,1,25,24,1,TRUE,FALSE,FALSE
OG0000177,0,4,21,0,0,25,25,0,TRUE,TRUE,TRUE
OG0000178,0,1,24,0,0,25,25,0,TRUE,TRUE,TRUE
OG0000179,0,0,0,0,25,25,0,25,FALSE,FALSE,FALSE
OG0000180,0,0,0,0,25,25,0,25,FALSE,FALSE,FALSE
OG0000181,7,6,6,0,5,24,12,12,TRUE,FALSE,FALSE
OG0000182,9,4,4,3,4,24,8,16,TRUE,FALSE,FALSE
OG0000183,0,11,12,1,0,24,23,1,TRUE,FALSE,FALSE
OG0000184,0,6,18,0,0,24,24,0,TRUE,TRUE,TRUE
OG0000185,0,1,23,0,0,24,24,0,TRUE,TRUE,TRUE
OG0000186,0,13,10,0,1,24,23,1,TRUE,FALSE,FALSE
OG0000187,0,3,21,0,0,24,24,0,TRUE,TRUE,TRUE
OG0000188,0,1,1,22,0,24,2,22,TRUE,FALSE,FALSE
OG0000189,0,0,0,0,24,24,0,24,FALSE,FALSE,FALSE
OG0000190,0,0,0,0,24,24,0,24,FALSE,FALSE,FALSE
OG0000191,11,2,2,6,2,23,4,19,TRUE,FALSE,FALSE
OG0000192,7,5,5,3,3,23,10,13,TRUE,FALSE,FALSE
OG0000193,18,1,1,0,3,23,2,21,TRUE,FALSE,FALSE
OG0000194,1,12,7,2,1,23,19,4,TRUE,FALSE,FALSE
OG0000195,1,2,2,9,9,23,4,19,TRUE,FALSE,FALSE
OG0000196,0,23,0,0,0,23,23,0,FALSE,TRUE,FALSE
OG0000197,0,23,0,0,0,23,23,0,FALSE,TRUE,FALSE
OG0000198,0,12,11,0,0,23,23,0,TRUE,TRUE,TRUE
OG0000199,0,0,23,0,0,23,23,0,FALSE,TRUE,FALSE
OG0000200,0,0,0,23,0,23,0,23,FALSE,FALSE,FALSE
OG0000201,0,0,0,0,23,23,0,23,FALSE,FALSE,FALSE
OG0000202,0,0,0,0,23,23,0,23,FALSE,FALSE,FALSE
OG0000203,22,0,0,0,0,22,0,22,FALSE,FALSE,FALSE
OG0000204,22,0,0,0,0,22,0,22,FALSE,FALSE,FALSE
OG0000205,5,3,3,4,7,22,6,16,TRUE,FALSE,FALSE
OG0000206,6,1,1,1,13,22,2,20,TRUE,FALSE,FALSE
OG0000207,0,15,7,0,0,22,22,0,TRUE,TRUE,TRUE
OG0000208,0,20,2,0,0,22,22,0,TRUE,TRUE,TRUE
OG0000209,0,4,18,0,0,22,22,0,TRUE,TRUE,TRUE
OG0000210,0,9,13,0,0,22,22,0,TRUE,TRUE,TRUE
OG0000211,0,11,7,0,4,22,18,4,TRUE,FALSE,FALSE
OG0000212,0,1,21,0,0,22,22,0,TRUE,TRUE,TRUE
OG0000213,0,0,0,22,0,22,0,22,FALSE,FALSE,FALSE
OG0000214,0,0,0,22,0,22,0,22,FALSE,FALSE,FALSE
OG0000215,0,0,0,22,0,22,0,22,FALSE,FALSE,FALSE
OG0000216,0,0,0,0,22,22,0,22,FALSE,FALSE,FALSE
OG0000217,0,0,0,0,22,22,0,22,FALSE,FALSE,FALSE
OG0000218,0,0,0,0,22,22,0,22,FALSE,FALSE,FALSE
OG0000219,0,0,0,0,22,22,0,22,FALSE,FALSE,FALSE
OG0000220,0,0,0,0,22,22,0,22,FALSE,FALSE,FALSE
OG0000221,0,0,0,0,22,22,0,22,FALSE,FALSE,FALSE
OG0000222,0,0,0,0,22,22,0,22,FALSE,FALSE,FALSE
OG0000223,4,3,3,6,5,21,6,15,TRUE,FALSE,FALSE
OG0000224,13,3,1,2,2,21,4,17,TRUE,FALSE,FALSE
OG0000225,21,0,0,0,0,21,0,21,FALSE,FALSE,FALSE
OG0000226,4,6,2,0,9,21,8,13,TRUE,FALSE,FALSE
OG0000227,5,2,4,4,6,21,6,15,TRUE,FALSE,FALSE
OG0000228,1,13,7,0,0,21,20,1,TRUE,FALSE,FALSE
OG0000229,2,7,6,1,5,21,13,8,TRUE,FALSE,FALSE
OG0000230,1,10,6,1,3,21,16,5,TRUE,FALSE,FALSE
OG0000231,3,1,1,12,4,21,2,19,TRUE,FALSE,FALSE
OG0000232,1,6,6,2,6,21,12,9,TRUE,FALSE,FALSE
OG0000233,0,8,13,0,0,21,21,0,TRUE,TRUE,TRUE
OG0000234,0,20,1,0,0,21,21,0,TRUE,TRUE,TRUE
OG0000235,0,18,3,0,0,21,21,0,TRUE,TRUE,TRUE
OG0000236,0,7,14,0,0,21,21,0,TRUE,TRUE,TRUE
OG0000237,0,3,18,0,0,21,21,0,TRUE,TRUE,TRUE
OG0000238,0,0,21,0,0,21,21,0,FALSE,TRUE,FALSE
OG0000239,0,0,21,0,0,21,21,0,FALSE,TRUE,FALSE
OG0000240,0,0,21,0,0,21,21,0,FALSE,TRUE,FALSE
OG0000241,0,0,0,0,21,21,0,21,FALSE,FALSE,FALSE
OG0000242,0,0,0,0,21,21,0,21,FALSE,FALSE,FALSE
OG0000243,0,0,0,0,21,21,0,21,FALSE,FALSE,FALSE
OG0000244,0,0,0,0,21,21,0,21,FALSE,FALSE,FALSE
OG0000245,0,0,0,0,21,21,0,21,FALSE,FALSE,FALSE
OG0000246,20,0,0,0,0,20,0,20,FALSE,FALSE,FALSE
OG0000247,20,0,0,0,0,20,0,20,FALSE,FALSE,FALSE
OG0000248,1,6,7,1,5,20,13,7,TRUE,FALSE,FALSE
OG0000249,16,0,0,2,2,20,0,20,FALSE,FALSE,FALSE
OG0000250,7,4,4,0,5,20,8,12,TRUE,FALSE,FALSE
OG0000251,3,3,2,8,4,20,5,15,TRUE,FALSE,FALSE
OG0000252,6,4,3,5,2,20,7,13,TRUE,FALSE,FALSE
OG0000253,20,0,0,0,0,20,0,20,FALSE,FALSE,FALSE
OG0000254,1,3,3,3,10,20,6,14,TRUE,FALSE,FALSE
OG0000255,2,2,2,1,13,20,4,16,TRUE,FALSE,FALSE
OG0000256,5,2,3,4,6,20,5,15,TRUE,FALSE,FALSE
OG0000257,4,3,3,3,7,20,6,14,TRUE,FALSE,FALSE
OG0000258,1,1,1,3,14,20,2,18,TRUE,FALSE,FALSE
OG0000259,1,6,7,4,2,20,13,7,TRUE,FALSE,FALSE
OG0000260,0,20,0,0,0,20,20,0,FALSE,TRUE,FALSE
OG0000261,0,19,1,0,0,20,20,0,TRUE,TRUE,TRUE
OG0000262,0,10,10,0,0,20,20,0,TRUE,TRUE,TRUE
OG0000263,0,7,13,0,0,20,20,0,TRUE,TRUE,TRUE
OG0000264,0,2,18,0,0,20,20,0,TRUE,TRUE,TRUE
OG0000265,0,0,0,20,0,20,0,20,FALSE,FALSE,FALSE
OG0000266,0,0,0,20,0,20,0,20,FALSE,FALSE,FALSE
OG0000267,0,0,0,1,19,20,0,20,FALSE,FALSE,FALSE
OG0000268,0,0,0,0,20,20,0,20,FALSE,FALSE,FALSE
OG0000269,0,0,0,0,20,20,0,20,FALSE,FALSE,FALSE
OG0000270,0,0,0,0,20,20,0,20,FALSE,FALSE,FALSE
OG0000271,6,3,3,5,2,19,6,13,TRUE,FALSE,FALSE
OG0000272,2,2,1,0,14,19,3,16,TRUE,FALSE,FALSE
OG0000273,18,0,0,0,1,19,0,19,FALSE,FALSE,FALSE
OG0000274,3,3,3,2,8,19,6,13,TRUE,FALSE,FALSE
OG0000275,5,3,6,2,3,19,9,10,TRUE,FALSE,FALSE
OG0000276,9,2,2,2,4,19,4,15,TRUE,FALSE,FALSE
OG0000277,5,3,3,3,5,19,6,13,TRUE,FALSE,FALSE
OG0000278,3,3,3,6,4,19,6,13,TRUE,FALSE,FALSE
OG0000279,0,16,3,0,0,19,19,0,TRUE,TRUE,TRUE
OG0000280,0,17,2,0,0,19,19,0,TRUE,TRUE,TRUE
OG0000281,0,14,5,0,0,19,19,0,TRUE,TRUE,TRUE
OG0000282,0,10,9,0,0,19,19,0,TRUE,TRUE,TRUE
OG0000283,0,14,5,0,0,19,19,0,TRUE,TRUE,TRUE
OG0000284,0,5,4,5,5,19,9,10,TRUE,FALSE,FALSE
OG0000285,0,1,1,0,17,19,2,17,TRUE,FALSE,FALSE
OG0000286,0,0,0,19,0,19,0,19,FALSE,FALSE,FALSE
OG0000287,0,0,0,0,19,19,0,19,FALSE,FALSE,FALSE
OG0000288,0,0,0,0,19,19,0,19,FALSE,FALSE,FALSE
OG0000289,0,0,0,0,19,19,0,19,FALSE,FALSE,FALSE
OG0000290,6,4,3,2,3,18,7,11,TRUE,FALSE,FALSE
OG0000291,3,6,4,2,3,18,10,8,TRUE,FALSE,FALSE
OG0000292,4,5,3,1,5,18,8,10,TRUE,FALSE,FALSE
OG0000293,1,7,8,1,1,18,15,3,TRUE,FALSE,FALSE
OG0000294,9,2,2,2,3,18,4,14,TRUE,FALSE,FALSE
OG0000295,6,3,3,4,2,18,6,12,TRUE,FALSE,FALSE
OG0000296,4,4,3,3,4,18,7,11,TRUE,FALSE,FALSE
OG0000297,10,1,1,2,4,18,2,16,TRUE,FALSE,FALSE
OG0000298,8,3,2,3,2,18,5,13,TRUE,FALSE,FALSE
OG0000299,10,2,2,2,2,18,4,14,TRUE,FALSE,FALSE
OG0000300,0,16,2,0,0,18,18,0,TRUE,TRUE,TRUE
OG0000301,0,4,14,0,0,18,18,0,TRUE,TRUE,TRUE
OG0000302,0,18,0,0,0,18,18,0,FALSE,TRUE,FALSE
OG0000303,0,17,1,0,0,18,18,0,TRUE,TRUE,TRUE
OG0000304,0,4,14,0,0,18,18,0,TRUE,TRUE,TRUE
OG0000305,0,17,1,0,0,18,18,0,TRUE,TRUE,TRUE
OG0000306,0,9,9,0,0,18,18,0,TRUE,TRUE,TRUE
OG0000307,0,13,5,0,0,18,18,0,TRUE,TRUE,TRUE
OG0000308,0,5,13,0,0,18,18,0,TRUE,TRUE,TRUE
OG0000309,0,9,9,0,0,18,18,0,TRUE,TRUE,TRUE
OG0000310,0,7,11,0,0,18,18,0,TRUE,TRUE,TRUE
OG0000311,0,8,10,0,0,18,18,0,TRUE,TRUE,TRUE
OG0000312,0,10,8,0,0,18,18,0,TRUE,TRUE,TRUE
OG0000313,0,2,16,0,0,18,18,0,TRUE,TRUE,TRUE
OG0000314,0,2,16,0,0,18,18,0,TRUE,TRUE,TRUE
OG0000315,0,0,18,0,0,18,18,0,FALSE,TRUE,FALSE
OG0000316,0,0,18,0,0,18,18,0,FALSE,TRUE,FALSE
OG0000317,0,0,0,18,0,18,0,18,FALSE,FALSE,FALSE
OG0000318,0,0,0,18,0,18,0,18,FALSE,FALSE,FALSE
OG0000319,0,0,0,0,18,18,0,18,FALSE,FALSE,FALSE
OG0000320,0,0,0,0,18,18,0,18,FALSE,FALSE,FALSE
OG0000321,0,0,0,0,18,18,0,18,FALSE,FALSE,FALSE
OG0000322,0,0,0,0,18,18,0,18,FALSE,FALSE,FALSE
OG0000323,0,0,0,0,18,18,0,18,FALSE,FALSE,FALSE
OG0000324,0,0,0,0,18,18,0,18,FALSE,FALSE,FALSE
OG0000325,8,2,2,2,3,17,4,13,TRUE,FALSE,FALSE
OG0000326,16,0,0,1,0,17,0,17,FALSE,FALSE,FALSE
OG0000327,7,0,0,0,10,17,0,17,FALSE,FALSE,FALSE
OG0000328,3,3,3,2,6,17,6,11,TRUE,FALSE,FALSE
OG0000329,7,1,1,7,1,17,2,15,TRUE,FALSE,FALSE
OG0000330,10,1,2,3,1,17,3,14,TRUE,FALSE,FALSE
OG0000331,3,4,3,3,4,17,7,10,TRUE,FALSE,FALSE
OG0000332,17,0,0,0,0,17,0,17,FALSE,FALSE,FALSE
OG0000333,2,7,5,2,1,17,12,5,TRUE,FALSE,FALSE
OG0000334,3,3,2,2,7,17,5,12,TRUE,FALSE,FALSE
OG0000335,1,5,4,2,5,17,9,8,TRUE,FALSE,FALSE
OG0000336,1,5,3,0,8,17,8,9,TRUE,FALSE,FALSE
OG0000337,0,2,15,0,0,17,17,0,TRUE,TRUE,TRUE
OG0000338,0,8,9,0,0,17,17,0,TRUE,TRUE,TRUE
OG0000339,0,8,9,0,0,17,17,0,TRUE,TRUE,TRUE
OG0000340,0,16,1,0,0,17,17,0,TRUE,TRUE,TRUE
OG0000341,0,1,16,0,0,17,17,0,TRUE,TRUE,TRUE
OG0000342,0,17,0,0,0,17,17,0,FALSE,TRUE,FALSE
OG0000343,0,8,9,0,0,17,17,0,TRUE,TRUE,TRUE
OG0000344,0,2,2,0,13,17,4,13,TRUE,FALSE,FALSE
OG0000345,0,2,15,0,0,17,17,0,TRUE,TRUE,TRUE
OG0000346,0,2,15,0,0,17,17,0,TRUE,TRUE,TRUE
OG0000347,0,1,16,0,0,17,17,0,TRUE,TRUE,TRUE
OG0000348,0,0,17,0,0,17,17,0,FALSE,TRUE,FALSE
OG0000349,0,0,0,17,0,17,0,17,FALSE,FALSE,FALSE
OG0000350,0,0,0,17,0,17,0,17,FALSE,FALSE,FALSE
OG0000351,0,0,0,17,0,17,0,17,FALSE,FALSE,FALSE
OG0000352,0,0,0,0,17,17,0,17,FALSE,FALSE,FALSE
OG0000353,0,0,0,0,17,17,0,17,FALSE,FALSE,FALSE
OG0000354,0,0,0,0,17,17,0,17,FALSE,FALSE,FALSE
OG0000355,0,0,0,0,17,17,0,17,FALSE,FALSE,FALSE
OG0000356,8,3,2,1,2,16,5,11,TRUE,FALSE,FALSE
OG0000357,4,3,3,3,3,16,6,10,TRUE,FALSE,FALSE
OG0000358,3,4,3,2,4,16,7,9,TRUE,FALSE,FALSE
OG0000359,6,4,3,1,2,16,7,9,TRUE,FALSE,FALSE
OG0000360,1,5,4,2,4,16,9,7,TRUE,FALSE,FALSE
OG0000361,3,3,2,5,3,16,5,11,TRUE,FALSE,FALSE
OG0000362,10,0,0,5,1,16,0,16,FALSE,FALSE,FALSE
OG0000363,6,1,1,5,3,16,2,14,TRUE,FALSE,FALSE
OG0000364,6,4,2,1,3,16,6,10,TRUE,FALSE,FALSE
OG0000365,3,4,4,0,5,16,8,8,TRUE,FALSE,FALSE
OG0000366,5,5,5,1,0,16,10,6,TRUE,FALSE,FALSE
OG0000367,3,3,2,2,6,16,5,11,TRUE,FALSE,FALSE
OG0000368,4,3,4,3,2,16,7,9,TRUE,FALSE,FALSE
OG0000369,10,1,1,2,2,16,2,14,TRUE,FALSE,FALSE
OG0000370,3,1,1,9,2,16,2,14,TRUE,FALSE,FALSE
OG0000371,4,1,1,7,3,16,2,14,TRUE,FALSE,FALSE
OG0000372,6,3,1,3,3,16,4,12,TRUE,FALSE,FALSE
OG0000373,0,9,7,0,0,16,16,0,TRUE,TRUE,TRUE
OG0000374,0,16,0,0,0,16,16,0,FALSE,TRUE,FALSE
OG0000375,0,16,0,0,0,16,16,0,FALSE,TRUE,FALSE
