Orthogroup,A. terricola,I. cascadensis 1,I. cascadensis 2,D. discoideum,V. vermiformis,Total,incendi_only,not_incendi,both_incendi,incendi_only,both_incendi_only
OG0003217,3,1,1,0,1,6,2,4,TRUE,FALSE,FALSE
OG0003218,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003219,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003220,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003221,1,1,2,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003222,2,1,2,1,0,6,3,3,TRUE,FALSE,FALSE
OG0003223,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003224,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003225,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003226,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003227,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003228,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003229,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003230,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003231,2,0,1,1,2,6,1,5,FALSE,FALSE,FALSE
OG0003232,1,1,2,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003233,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003234,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003235,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003236,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003237,4,0,0,1,1,6,0,6,FALSE,FALSE,FALSE
OG0003238,6,0,0,0,0,6,0,6,FALSE,FALSE,FALSE
OG0003239,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003240,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003241,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003242,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003243,1,2,1,0,2,6,3,3,TRUE,FALSE,FALSE
OG0003244,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003245,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003246,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003247,3,1,1,0,1,6,2,4,TRUE,FALSE,FALSE
OG0003248,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003249,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003250,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003251,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003252,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003253,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003254,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003255,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003256,3,1,1,0,1,6,2,4,TRUE,FALSE,FALSE
OG0003257,6,0,0,0,0,6,0,6,FALSE,FALSE,FALSE
OG0003258,2,1,1,0,2,6,2,4,TRUE,FALSE,FALSE
OG0003259,1,1,0,3,1,6,1,5,FALSE,FALSE,FALSE
OG0003260,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003261,1,2,2,0,1,6,4,2,TRUE,FALSE,FALSE
OG0003262,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003263,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003264,3,1,1,0,1,6,2,4,TRUE,FALSE,FALSE
OG0003265,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003266,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003267,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003268,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003269,2,0,0,0,4,6,0,6,FALSE,FALSE,FALSE
OG0003270,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003271,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003272,2,0,0,4,0,6,0,6,FALSE,FALSE,FALSE
OG0003273,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003274,2,1,2,0,1,6,3,3,TRUE,FALSE,FALSE
OG0003275,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003276,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003277,2,1,0,1,2,6,1,5,FALSE,FALSE,FALSE
OG0003278,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003279,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003280,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003281,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003282,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003283,1,1,0,1,3,6,1,5,FALSE,FALSE,FALSE
OG0003284,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003285,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003286,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003287,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003288,1,1,2,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003289,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003290,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003291,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003292,4,0,0,1,1,6,0,6,FALSE,FALSE,FALSE
OG0003293,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003294,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003295,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003296,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003297,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003298,2,1,1,0,2,6,2,4,TRUE,FALSE,FALSE
OG0003299,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003300,1,3,0,1,1,6,3,3,FALSE,FALSE,FALSE
OG0003301,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003302,1,1,2,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003303,1,2,2,0,1,6,4,2,TRUE,FALSE,FALSE
OG0003304,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003305,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003306,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003307,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003308,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003309,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003310,5,0,0,1,0,6,0,6,FALSE,FALSE,FALSE
OG0003311,1,1,2,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003312,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003313,1,0,0,5,0,6,0,6,FALSE,FALSE,FALSE
OG0003314,2,1,1,0,2,6,2,4,TRUE,FALSE,FALSE
OG0003315,1,2,1,0,2,6,3,3,TRUE,FALSE,FALSE
OG0003316,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003317,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003318,2,1,1,0,2,6,2,4,TRUE,FALSE,FALSE
OG0003319,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003320,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003321,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003322,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003323,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003324,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003325,2,0,1,2,1,6,1,5,FALSE,FALSE,FALSE
OG0003326,2,2,1,1,0,6,3,3,TRUE,FALSE,FALSE
OG0003327,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003328,6,0,0,0,0,6,0,6,FALSE,FALSE,FALSE
OG0003329,1,2,2,0,1,6,4,2,TRUE,FALSE,FALSE
OG0003330,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003331,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003332,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003333,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003334,2,1,1,0,2,6,2,4,TRUE,FALSE,FALSE
OG0003335,2,2,1,0,1,6,3,3,TRUE,FALSE,FALSE
OG0003336,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003337,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003338,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003339,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003340,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003341,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003342,1,1,2,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003343,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003344,2,2,1,0,1,6,3,3,TRUE,FALSE,FALSE
OG0003345,2,1,2,1,0,6,3,3,TRUE,FALSE,FALSE
OG0003346,2,0,0,4,0,6,0,6,FALSE,FALSE,FALSE
OG0003347,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003348,1,2,2,0,1,6,4,2,TRUE,FALSE,FALSE
OG0003349,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003350,2,2,2,0,0,6,4,2,TRUE,FALSE,FALSE
OG0003351,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003352,1,1,2,0,2,6,3,3,TRUE,FALSE,FALSE
OG0003353,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003354,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003355,1,1,2,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003356,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003357,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003358,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003359,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003360,1,1,1,0,3,6,2,4,TRUE,FALSE,FALSE
OG0003361,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003362,1,2,2,0,1,6,4,2,TRUE,FALSE,FALSE
OG0003363,1,1,2,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003364,2,1,1,0,2,6,2,4,TRUE,FALSE,FALSE
OG0003365,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003366,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003367,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003368,1,3,1,0,1,6,4,2,TRUE,FALSE,FALSE
OG0003369,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003370,3,1,0,1,1,6,1,5,FALSE,FALSE,FALSE
OG0003371,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003372,6,0,0,0,0,6,0,6,FALSE,FALSE,FALSE
OG0003373,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003374,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003375,1,1,2,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003376,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003377,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003378,1,0,0,0,5,6,0,6,FALSE,FALSE,FALSE
OG0003379,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003380,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003381,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003382,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003383,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003384,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003385,1,1,1,0,3,6,2,4,TRUE,FALSE,FALSE
OG0003386,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003387,1,2,2,0,1,6,4,2,TRUE,FALSE,FALSE
OG0003388,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003389,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003390,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003391,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003392,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003393,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003394,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003395,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003396,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003397,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003398,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003399,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003400,4,0,0,1,1,6,0,6,FALSE,FALSE,FALSE
OG0003401,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003402,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003403,1,2,0,1,2,6,2,4,FALSE,FALSE,FALSE
OG0003404,1,1,2,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003405,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003406,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003407,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003408,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003409,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003410,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003411,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003412,1,2,2,0,1,6,4,2,TRUE,FALSE,FALSE
OG0003413,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003414,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003415,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003416,6,0,0,0,0,6,0,6,FALSE,FALSE,FALSE
OG0003417,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003418,6,0,0,0,0,6,0,6,FALSE,FALSE,FALSE
OG0003419,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003420,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003421,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003422,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003423,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003424,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003425,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003426,1,2,1,0,2,6,3,3,TRUE,FALSE,FALSE
OG0003427,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003428,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003429,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003430,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003431,2,1,1,0,2,6,2,4,TRUE,FALSE,FALSE
OG0003432,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003433,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003434,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003435,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003436,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003437,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003438,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003439,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003440,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003441,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003442,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003443,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003444,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003445,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003446,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003447,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003448,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003449,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003450,2,2,1,0,1,6,3,3,TRUE,FALSE,FALSE
OG0003451,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003452,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003453,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003454,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003455,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003456,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003457,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003458,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003459,2,1,0,2,1,6,1,5,FALSE,FALSE,FALSE
OG0003460,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003461,1,2,0,1,2,6,2,4,FALSE,FALSE,FALSE
OG0003462,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003463,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003464,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003465,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003466,1,0,0,0,5,6,0,6,FALSE,FALSE,FALSE
OG0003467,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003468,1,0,2,1,2,6,2,4,FALSE,FALSE,FALSE
OG0003469,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003470,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003471,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003472,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003473,1,2,1,0,2,6,3,3,TRUE,FALSE,FALSE
OG0003474,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003475,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003476,1,2,1,0,2,6,3,3,TRUE,FALSE,FALSE
OG0003477,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003478,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003479,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003480,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003481,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003482,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003483,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003484,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003485,2,2,1,0,1,6,3,3,TRUE,FALSE,FALSE
OG0003486,1,1,0,2,2,6,1,5,FALSE,FALSE,FALSE
OG0003487,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003488,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003489,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003490,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003491,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003492,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003493,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003494,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003495,1,1,1,0,3,6,2,4,TRUE,FALSE,FALSE
OG0003496,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003497,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003498,1,3,2,0,0,6,5,1,TRUE,FALSE,FALSE
OG0003499,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003500,1,1,1,0,3,6,2,4,TRUE,FALSE,FALSE
OG0003501,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003502,1,0,0,0,5,6,0,6,FALSE,FALSE,FALSE
OG0003503,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003504,2,2,1,0,1,6,3,3,TRUE,FALSE,FALSE
OG0003505,2,1,1,0,2,6,2,4,TRUE,FALSE,FALSE
OG0003506,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003507,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003508,1,1,1,0,3,6,2,4,TRUE,FALSE,FALSE
OG0003509,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003510,1,2,1,0,2,6,3,3,TRUE,FALSE,FALSE
OG0003511,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003512,1,0,0,0,5,6,0,6,FALSE,FALSE,FALSE
OG0003513,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003514,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003515,2,1,2,0,1,6,3,3,TRUE,FALSE,FALSE
OG0003516,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003517,2,1,1,0,2,6,2,4,TRUE,FALSE,FALSE
OG0003518,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003519,3,0,1,1,1,6,1,5,FALSE,FALSE,FALSE
OG0003520,2,1,0,2,1,6,1,5,FALSE,FALSE,FALSE
OG0003521,2,1,2,0,1,6,3,3,TRUE,FALSE,FALSE
OG0003522,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003523,1,2,2,0,1,6,4,2,TRUE,FALSE,FALSE
OG0003524,2,2,0,1,1,6,2,4,FALSE,FALSE,FALSE
OG0003525,2,2,1,0,1,6,3,3,TRUE,FALSE,FALSE
OG0003526,1,1,2,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003527,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003528,1,2,2,0,1,6,4,2,TRUE,FALSE,FALSE
OG0003529,1,1,2,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003530,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003531,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003532,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003533,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003534,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003535,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003536,4,0,1,0,1,6,1,5,FALSE,FALSE,FALSE
OG0003537,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003538,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003539,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003540,2,1,1,0,2,6,2,4,TRUE,FALSE,FALSE
OG0003541,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003542,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003543,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003544,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003545,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003546,2,1,2,0,1,6,3,3,TRUE,FALSE,FALSE
OG0003547,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003548,3,1,1,0,1,6,2,4,TRUE,FALSE,FALSE
OG0003549,1,0,3,0,2,6,3,3,FALSE,FALSE,FALSE
OG0003550,2,1,1,0,2,6,2,4,TRUE,FALSE,FALSE
OG0003551,1,1,2,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003552,1,0,1,1,3,6,1,5,FALSE,FALSE,FALSE
OG0003553,1,1,1,0,3,6,2,4,TRUE,FALSE,FALSE
OG0003554,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003555,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003556,2,1,2,1,0,6,3,3,TRUE,FALSE,FALSE
OG0003557,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003558,1,1,0,1,3,6,1,5,FALSE,FALSE,FALSE
OG0003559,1,1,2,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003560,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003561,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003562,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003563,1,0,1,0,4,6,1,5,FALSE,FALSE,FALSE
OG0003564,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003565,1,2,1,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003566,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003567,6,0,0,0,0,6,0,6,FALSE,FALSE,FALSE
OG0003568,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003569,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003570,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003571,1,1,0,1,3,6,1,5,FALSE,FALSE,FALSE
OG0003572,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003573,2,2,1,0,1,6,3,3,TRUE,FALSE,FALSE
OG0003574,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003575,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003576,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003577,1,1,2,1,1,6,3,3,TRUE,FALSE,FALSE
OG0003578,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003579,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003580,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003581,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003582,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003583,1,0,0,3,2,6,0,6,FALSE,FALSE,FALSE
OG0003584,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003585,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003586,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003587,2,1,1,1,1,6,2,4,TRUE,FALSE,FALSE
OG0003588,2,0,0,3,1,6,0,6,FALSE,FALSE,FALSE
OG0003589,1,1,1,2,1,6,2,4,TRUE,FALSE,FALSE
OG0003590,1,2,1,0,2,6,3,3,TRUE,FALSE,FALSE
OG0003591,1,1,1,1,2,6,2,4,TRUE,FALSE,FALSE
OG0003592,2,1,1,0,2,6,2,4,TRUE,FALSE,FALSE
