Orthogroup	acastellanii_braker	vvermcdc19_braker
OG0005174	acastellanii_g1759.t1	vverm_g11124.t1
OG0005175	acastellanii_g1748.t1	vverm_g9776.t1
OG0005176	acastellanii_g1714.t1	vverm_g11038.t1
OG0005177	acastellanii_g1695.t1	vverm_g11116.t1
OG0005178	acastellanii_g1697.t1	vverm_g8638.t1
OG0005179	acastellanii_g1698.t1	vverm_g3748.t1
OG0005180	acastellanii_g1659.t1	vverm_g4238.t1
OG0005181	acastellanii_g1669.t1	vverm_g16269.t1
OG0005182	acastellanii_g1671.t1	vverm_g11968.t1
OG0005183	acastellanii_g1608.t1	vverm_g1971.t1
OG0005184	acastellanii_g1471.t2, acastellanii_g1471.t1	vverm_g14423.t2, vverm_g14423.t1, vverm_g6802.t1
OG0005185	acastellanii_g1481.t1	vverm_g12305.t1
OG0005186	acastellanii_g1511.t1	vverm_g10384.t1
OG0005187	acastellanii_g1535.t2, acastellanii_g1535.t1	vverm_g5393.t1
OG0005188	acastellanii_g1536.t1	vverm_g6164.t1
OG0005189	acastellanii_g1570.t1	vverm_g5077.t1
OG0005191	acastellanii_g1586.t1	vverm_g4822.t1
OG0005192	acastellanii_g1589.t1	vverm_g4448.t1
OG0005193	acastellanii_g1593.t1	vverm_g3701.t1
OG0005194	acastellanii_g1444.t1	vverm_g5589.t1, vverm_g5589.t2
OG0005195	acastellanii_g1424.t1	vverm_g7248.t1
OG0005196	acastellanii_g1389.t1	vverm_g14814.t1
OG0005197	acastellanii_g1324.t1	vverm_g12900.t1
OG0005198	acastellanii_g1342.t1, acastellanii_g232.t1	vverm_g11424.t1
OG0005199	acastellanii_g1348.t1	vverm_g12674.t1
OG0005200	acastellanii_g1362.t1	vverm_g1436.t1, vverm_g1436.t2, vverm_g1439.t1
OG0005201	acastellanii_g1280.t1	vverm_g3230.t1
OG0005202	acastellanii_g1282.t1	vverm_g1355.t1
OG0005203	acastellanii_g1287.t1	vverm_g2511.t1
OG0005204	acastellanii_g1288.t1	vverm_g2288.t1
OG0005205	acastellanii_g1260.t1	vverm_g9459.t1
OG0005206	acastellanii_g1205.t1	vverm_g15007.t2, vverm_g15007.t1
OG0005207	acastellanii_g1216.t1	vverm_g12101.t1
OG0005209	acastellanii_g1189.t1	vverm_g16344.t1
OG0005210	acastellanii_g1104.t1, acastellanii_g1104.t2	vverm_g12424.t1
OG0005211	acastellanii_g1118.t4	vverm_g13246.t1
OG0005212	acastellanii_g1127.t1	vverm_g6412.t1
OG0005213	acastellanii_g1136.t1	vverm_g1953.t1
OG0005214	acastellanii_g1060.t1	vverm_g14486.t1
OG0005215	acastellanii_g1065.t1	vverm_g12385.t1
OG0005216	acastellanii_g1073.t1, acastellanii_g1075.t1	vverm_g16271.t1
OG0005217	acastellanii_g950.t1	vverm_g629.t1
OG0005218	acastellanii_g960.t1	vverm_g16184.t1
OG0005219	acastellanii_g964.t1	vverm_g3840.t1
OG0005220	acastellanii_g969.t1, acastellanii_g969.t2	vverm_g7000.t1
OG0005221	acastellanii_g694.t1	vverm_g651.t2, vverm_g651.t1
OG0005222	acastellanii_g707.t1	vverm_g8627.t1
OG0005225	acastellanii_g790.t1	vverm_g13191.t1
OG0005226	acastellanii_g806.t1	vverm_g15379.t1
OG0005227	acastellanii_g809.t1	vverm_g5057.t1
OG0005228	acastellanii_g810.t1	vverm_g15682.t1
OG0005229	acastellanii_g817.t1	vverm_g1909.t1
OG0005230	acastellanii_g818.t1	vverm_g8962.t1
OG0005231	acastellanii_g820.t1	vverm_g15670.t1
OG0005232	acastellanii_g822.t1	vverm_g15690.t1
OG0005233	acastellanii_g826.t1	vverm_g11029.t1
OG0005234	acastellanii_g830.t1	vverm_g11061.t1
OG0005235	acastellanii_g888.t1	vverm_g8138.t2, vverm_g8138.t1
OG0005236	acastellanii_g924.t1	vverm_g13205.t1
OG0005237	acastellanii_g678.t1	vverm_g8665.t1
OG0005238	acastellanii_g622.t1	vverm_g11991.t1
OG0005240	acastellanii_g615.t1	vverm_g8037.t1
OG0005242	acastellanii_g565.t1	vverm_g3247.t1
OG0005243	acastellanii_g566.t1	vverm_g4847.t1
OG0005244	acastellanii_g569.t1	vverm_g14301.t1, vverm_g14301.t2
OG0005245	acastellanii_g578.t1	vverm_g12404.t1
OG0005246	acastellanii_g590.t1	vverm_g12655.t1
OG0005247	acastellanii_g592.t1	vverm_g12653.t1
OG0005248	acastellanii_g593.t1	vverm_g10295.t1
OG0005249	acastellanii_g600.t1	vverm_g1374.t1
OG0005250	acastellanii_g481.t1	vverm_g5971.t1
OG0005251	acastellanii_g492.t1	vverm_g2952.t1
OG0005252	acastellanii_g493.t1	vverm_g13210.t1
OG0005253	acastellanii_g517.t1, acastellanii_g517.t2	vverm_g14860.t1
OG0005254	acastellanii_g532.t1	vverm_g9942.t1
OG0005255	acastellanii_g537.t1	vverm_g683.t1
OG0005256	acastellanii_g335.t1	vverm_g10779.t1, vverm_g13754.t1
OG0005257	acastellanii_g340.t1	vverm_g15023.t1
OG0005258	acastellanii_g358.t1	vverm_g8897.t1
OG0005259	acastellanii_g422.t1	vverm_g4201.t1
OG0005260	acastellanii_g430.t1	vverm_g9427.t1
OG0005261	acastellanii_g436.t1, acastellanii_g436.t2	vverm_g14231.t1
OG0005262	acastellanii_g288.t1	vverm_g333.t1
OG0005263	acastellanii_g236.t1	vverm_g15269.t1
OG0005264	acastellanii_g240.t1	vverm_g11491.t1
OG0005265	acastellanii_g247.t1	vverm_g14839.t1
OG0005266	acastellanii_g251.t1	vverm_g737.t1
OG0005267	acastellanii_g252.t2	vverm_g7409.t2, vverm_g13312.t2
OG0005268	acastellanii_g255.t1	vverm_g2783.t1
OG0005269	acastellanii_g277.t1	vverm_g7917.t1
OG0005270	acastellanii_g283.t1	vverm_g3380.t1
OG0005271	acastellanii_g186.t1	vverm_g13610.t1
OG0005272	acastellanii_g171.t1, acastellanii_g171.t2	vverm_g9384.t1, vverm_g2364.t1, vverm_g14535.t1
OG0005274	acastellanii_g118.t1	vverm_g12193.t1
OG0005275	acastellanii_g121.t1	vverm_g7406.t1, vverm_g13309.t1
OG0005276	acastellanii_g123.t1	vverm_g6955.t1
OG0005277	acastellanii_g143.t1	vverm_g11191.t1
OG0005278	acastellanii_g151.t1	vverm_g15665.t1
OG0005279	acastellanii_g61.t1	vverm_g3739.t1
OG0005280	acastellanii_g70.t1	vverm_g15755.t1
OG0005281	acastellanii_g79.t1	vverm_g6531.t1
OG0005282	acastellanii_g81.t1	vverm_g4439.t1
OG0005283	acastellanii_g92.t1	vverm_g9804.t1
OG0005284	acastellanii_g93.t1	vverm_g15260.t1
OG0005285	acastellanii_g95.t1	vverm_g987.t1
OG0005286	acastellanii_g16.t1	vverm_g9147.t1
OG0005287	acastellanii_g26.t1	vverm_g16505.t1
OG0005288	acastellanii_g31.t1	vverm_g9494.t1
OG0005289	acastellanii_g42.t1	vverm_g5898.t2, vverm_g5898.t1, vverm_g14041.t2, vverm_g14041.t1
OG0006029	acastellanii_g14214.t1	vverm_g16696.t1
OG0006033	acastellanii_g14135.t2, acastellanii_g14135.t1	vverm_g10000.t1
OG0006035	acastellanii_g14139.t1	vverm_g8009.t1
OG0006043	acastellanii_g13569.t1	vverm_g2862.t1
OG0006045	acastellanii_g13663.t1, acastellanii_g13663.t2	vverm_g236.t1, vverm_g3226.t1
OG0006049	acastellanii_g13732.t1	vverm_g3842.t1
OG0006050	acastellanii_g13733.t1	vverm_g12031.t1
OG0006051	acastellanii_g13750.t3	vverm_g13627.t1, vverm_g9784.t1
OG0006052	acastellanii_g13773.t1, acastellanii_g2768.t1	vverm_g2479.t1
OG0006053	acastellanii_g13774.t1	vverm_g3235.t1
OG0006054	acastellanii_g13778.t1	vverm_g7727.t1
OG0006056	acastellanii_g13798.t1	vverm_g5017.t1, vverm_g5017.t2
OG0006058	acastellanii_g13819.t1	vverm_g13177.t2, vverm_g10032.t1, vverm_g13177.t1
OG0006060	acastellanii_g13829.t1	vverm_g1155.t1
OG0006061	acastellanii_g13830.t1	vverm_g16348.t1
OG0006062	acastellanii_g13832.t2, acastellanii_g13832.t1	vverm_g9315.t1
OG0006063	acastellanii_g13859.t1	vverm_g9899.t1
OG0006064	acastellanii_g13874.t1, acastellanii_g4214.t1	vverm_g5445.t1, vverm_g15857.t1
OG0006066	acastellanii_g13918.t1	vverm_g10068.t2, vverm_g10068.t1
OG0006067	acastellanii_g713.t1, acastellanii_g13926.t1	vverm_g1819.t1, vverm_g16622.t1
OG0006068	acastellanii_g13950.t1	vverm_g1638.t1
OG0006069	acastellanii_g13951.t1	vverm_g984.t1
OG0006070	acastellanii_g13967.t1	vverm_g12482.t2, vverm_g12482.t1, vverm_g7571.t1
OG0006071	acastellanii_g13981.t1	vverm_g4336.t1
OG0006072	acastellanii_g13985.t1	vverm_g9485.t1
OG0006073	acastellanii_g13993.t1	vverm_g11826.t1
OG0006074	acastellanii_g14014.t1	vverm_g7454.t1, vverm_g5692.t1
OG0006075	acastellanii_g14031.t1	vverm_g14329.t1
OG0006076	acastellanii_g14058.t1	vverm_g14180.t1
OG0006077	acastellanii_g14070.t1	vverm_g4064.t1
OG0006079	acastellanii_g5616.t1, acastellanii_g13542.t1, acastellanii_g11402.t1	vverm_g12418.t1
OG0006080	acastellanii_g13545.t1, acastellanii_g11736.t1	vverm_g1526.t1
OG0006083	acastellanii_g137.t1, acastellanii_g13468.t1, acastellanii_g13468.t2	vverm_g7648.t1
OG0006084	acastellanii_g13110.t1	vverm_g9005.t1, vverm_g9005.t2
OG0006089	acastellanii_g13186.t1	vverm_g16252.t1, vverm_g16252.t2
OG0006091	acastellanii_g13245.t1	vverm_g16185.t1
OG0006092	acastellanii_g13254.t1	vverm_g3374.t1
OG0006094	acastellanii_g13288.t1	vverm_g1961.t1
OG0006096	acastellanii_g13329.t1	vverm_g6366.t1
OG0006098	acastellanii_g13368.t1	vverm_g16676.t1
OG0006099	acastellanii_g13414.t1	vverm_g6991.t2, vverm_g6991.t1
OG0006102	acastellanii_g13438.t1	vverm_g11945.t1
OG0006103	acastellanii_g13047.t1	vverm_g7330.t1
OG0006105	acastellanii_g14263.t1, acastellanii_g14263.t2, acastellanii_g4536.t1	vverm_g10313.t1
OG0006109	acastellanii_g12929.t1	vverm_g9587.t1
OG0006110	acastellanii_g12920.t1	vverm_g11795.t1
OG0006112	acastellanii_g9194.t1, acastellanii_g12853.t1, acastellanii_g9195.t1	vverm_g6526.t1
OG0006114	acastellanii_g12805.t1	vverm_g12760.t1
OG0006119	acastellanii_g12729.t2, acastellanii_g12729.t1	vverm_g6004.t1
OG0006120	acastellanii_g12739.t1	vverm_g13621.t1
OG0006122	acastellanii_g12752.t1	vverm_g14229.t2
OG0006124	acastellanii_g12643.t1	vverm_g5766.t1
OG0006125	acastellanii_g1493.t1, acastellanii_g9716.t1, acastellanii_g12672.t1	vverm_g11951.t1
OG0006126	acastellanii_g12679.t1	vverm_g1174.t1
OG0006128	acastellanii_g12618.t1	vverm_g7618.t1
OG0006129	acastellanii_g12522.t1	vverm_g6814.t1
OG0006132	acastellanii_g12551.t1, acastellanii_g12551.t2	vverm_g13604.t2, vverm_g13604.t1
OG0006133	acastellanii_g12566.t1	vverm_g3691.t1, vverm_g10447.t1
OG0006135	acastellanii_g12570.t1	vverm_g4148.t1
OG0006136	acastellanii_g11732.t1, acastellanii_g12577.t1	vverm_g16841.t1
OG0006137	acastellanii_g12579.t1, acastellanii_g12578.t1, acastellanii_g12588.t1	vverm_g4717.t1
OG0006139	acastellanii_g12460.t1	vverm_g8755.t1
OG0006140	acastellanii_g12461.t1	vverm_g16843.t1
OG0006141	acastellanii_g12467.t1	vverm_g4208.t1
OG0006142	acastellanii_g12474.t1	vverm_g10462.t1
OG0006143	acastellanii_g12496.t2	vverm_g13935.t1
OG0006145	acastellanii_g712.t1, acastellanii_g12423.t2, acastellanii_g12423.t1	vverm_g16602.t1
OG0006150	acastellanii_g12349.t2, acastellanii_g12349.t1	vverm_g12793.t1, vverm_g12793.t2
OG0006153	acastellanii_g6828.t1, acastellanii_g12342.t2, acastellanii_g12342.t1	vverm_g6994.t1
OG0006155	acastellanii_g11826.t1	vverm_g11279.t1
OG0006158	acastellanii_g11886.t1	vverm_g6680.t1
OG0006160	acastellanii_g11891.t1	vverm_g5967.t1
OG0006164	acastellanii_g11925.t1	vverm_g2367.t1
OG0006165	acastellanii_g11945.t1	vverm_g6037.t1
OG0006167	acastellanii_g11988.t1	vverm_g3638.t1
OG0006168	acastellanii_g11994.t1	vverm_g11847.t1, vverm_g11848.t1, vverm_g11848.t2
OG0006169	acastellanii_g12002.t1	vverm_g12435.t1
OG0006171	acastellanii_g12042.t1, acastellanii_g1979.t1	vverm_g14905.t1
OG0006172	acastellanii_g12045.t1	vverm_g14776.t1
OG0006173	acastellanii_g12049.t1	vverm_g2298.t1
OG0006176	acastellanii_g12118.t1	vverm_g16069.t1
OG0006177	acastellanii_g12124.t1	vverm_g9299.t1, vverm_g773.t2, vverm_g773.t1
OG0006179	acastellanii_g12151.t1	vverm_g13984.t1, vverm_g13984.t2
OG0006180	acastellanii_g12157.t2, acastellanii_g12157.t1	vverm_g5308.t1
OG0006182	acastellanii_g12190.t1, acastellanii_g12190.t3, acastellanii_g12190.t2	vverm_g8917.t1
OG0006183	acastellanii_g12203.t1	vverm_g14807.t1
OG0006185	acastellanii_g12206.t1	vverm_g136.t1, vverm_g8051.t1, vverm_g8051.t2
OG0006186	acastellanii_g12225.t1, acastellanii_g1532.t1	vverm_g3826.t1, vverm_g3826.t2
OG0006187	acastellanii_g12279.t1, acastellanii_g12279.t2	vverm_g5820.t1
OG0006188	acastellanii_g10840.t1, acastellanii_g10842.t1, acastellanii_g12288.t1	vverm_g4732.t1
OG0006189	acastellanii_g11801.t1	vverm_g6038.t1
OG0006190	acastellanii_g11795.t1, acastellanii_g7166.t1	vverm_g1368.t1
OG0006192	acastellanii_g11759.t1	vverm_g221.t1
OG0006195	acastellanii_g11657.t1	vverm_g16274.t1
OG0006196	acastellanii_g11677.t1	vverm_g15483.t1
OG0006197	acastellanii_g11697.t1	vverm_g14291.t1
OG0006198	acastellanii_g11705.t1, acastellanii_g11705.t2	vverm_g11967.t1
OG0006201	acastellanii_g11599.t1	vverm_g7012.t1
OG0006202	acastellanii_g11612.t1	vverm_g12783.t1
OG0006205	acastellanii_g11520.t1	vverm_g2943.t1
OG0006207	acastellanii_g11539.t1	vverm_g5136.t1
OG0006212	acastellanii_g11564.t1	vverm_g7157.t1
OG0006213	acastellanii_g11434.t1	vverm_g15494.t1
OG0006215	acastellanii_g11464.t1, acastellanii_g11464.t2	vverm_g3357.t1
OG0006216	acastellanii_g11467.t1	vverm_g8783.t1
OG0006217	acastellanii_g11474.t1	vverm_g8701.t1
OG0006218	acastellanii_g11476.t1	vverm_g14010.t1
OG0006219	acastellanii_g11490.t1	vverm_g4132.t1
OG0006220	acastellanii_g11391.t1	vverm_g6832.t1
OG0006222	acastellanii_g11344.t1	vverm_g16849.t1
OG0006226	acastellanii_g11171.t1	vverm_g8827.t2, vverm_g8827.t1
OG0006227	acastellanii_g11174.t1	vverm_g12964.t1
OG0006228	acastellanii_g11202.t1	vverm_g1976.t1
OG0006230	acastellanii_g11158.t1	vverm_g911.t1
OG0006231	acastellanii_g11161.t1	vverm_g14527.t1
OG0006234	acastellanii_g10957.t1, acastellanii_g10957.t2	vverm_g9606.t1
OG0006236	acastellanii_g10999.t1, acastellanii_g3029.t1	vverm_g15612.t1, vverm_g16058.t1
OG0006237	acastellanii_g11014.t1	vverm_g5621.t1
OG0006239	acastellanii_g11081.t1, acastellanii_g11101.t1	vverm_g7290.t1, vverm_g16751.t1
OG0006240	acastellanii_g11118.t1	vverm_g13898.t1, vverm_g6749.t1, vverm_g13898.t2
OG0006241	acastellanii_g11125.t1	vverm_g9333.t1, vverm_g1844.t2, vverm_g1844.t1
OG0006243	acastellanii_g11142.t1, acastellanii_g11142.t2	vverm_g1879.t3, vverm_g1879.t1
OG0006244	acastellanii_g11143.t1	vverm_g10222.t1
OG0006245	acastellanii_g10902.t2, acastellanii_g10902.t1	vverm_g2784.t1
OG0006246	acastellanii_g1400.t1, acastellanii_g10926.t2, acastellanii_g10926.t1	vverm_g2812.t1
OG0006248	acastellanii_g10729.t1	vverm_g12765.t1, vverm_g12765.t2
OG0006250	acastellanii_g10735.t1	vverm_g9786.t1
OG0006251	acastellanii_g10736.t1	vverm_g13648.t1
OG0006252	acastellanii_g10738.t1	vverm_g16297.t1
OG0006253	acastellanii_g10748.t1	vverm_g9932.t1
OG0006255	acastellanii_g10780.t1	vverm_g9240.t1
OG0006260	acastellanii_g10636.t1, acastellanii_g10636.t2	vverm_g8121.t1, vverm_g8121.t2
OG0006261	acastellanii_g10638.t2, acastellanii_g10638.t1	vverm_g14098.t1, vverm_g14100.t1
OG0006265	acastellanii_g10503.t1	vverm_g16091.t1, vverm_g16091.t2
OG0006266	acastellanii_g10536.t1, acastellanii_g10537.t1, acastellanii_g10538.t1	vverm_g12895.t1
OG0006267	acastellanii_g10261.t1	vverm_g16374.t1
OG0006268	acastellanii_g3402.t1, acastellanii_g1134.t1, acastellanii_g10269.t1	vverm_g10426.t1
OG0006271	acastellanii_g10373.t1	vverm_g6891.t1, vverm_g6891.t2
OG0006272	acastellanii_g10400.t1	vverm_g3186.t1
OG0006275	acastellanii_g10053.t1	vverm_g2788.t1
OG0006276	acastellanii_g10067.t1	vverm_g15025.t1
OG0006277	acastellanii_g10090.t1	vverm_g1413.t3, vverm_g1413.t1, vverm_g1413.t2
OG0006278	acastellanii_g10096.t1	vverm_g6921.t1
OG0006279	acastellanii_g10117.t1, acastellanii_g722.t1	vverm_g12184.t1
OG0006280	acastellanii_g10173.t1	vverm_g14247.t3
OG0006281	acastellanii_g10183.t1	vverm_g4791.t1
OG0006283	acastellanii_g10197.t1	vverm_g16853.t1
OG0006284	acastellanii_g10211.t1	vverm_g5025.t2, vverm_g5025.t1
OG0006285	acastellanii_g10212.t1	vverm_g4995.t1
OG0006286	acastellanii_g10213.t1	vverm_g6678.t1
OG0006288	acastellanii_g9617.t1	vverm_g14623.t1
OG0006291	acastellanii_g9645.t1, acastellanii_g9645.t3, acastellanii_g9645.t2	vverm_g10345.t1
OG0006293	acastellanii_g3046.t1, acastellanii_g9691.t1	vverm_g13692.t1
OG0006294	acastellanii_g9693.t1	vverm_g14765.t1
OG0006295	acastellanii_g9710.t1	vverm_g9126.t1
OG0006298	acastellanii_g9742.t1	vverm_g14469.t1
OG0006299	acastellanii_g9790.t1	vverm_g8104.t1
OG0006302	acastellanii_g9853.t1	vverm_g9917.t1
OG0006304	acastellanii_g9867.t1	vverm_g15295.t1
OG0006308	acastellanii_g9936.t1	vverm_g9925.t3
OG0006309	acastellanii_g9949.t1	vverm_g15656.t1
OG0006310	acastellanii_g9957.t1	vverm_g372.t1
OG0006311	acastellanii_g5347.t1, acastellanii_g4283.t1, acastellanii_g9330.t1	vverm_g7935.t1
OG0006312	acastellanii_g9343.t1	vverm_g14656.t1
OG0006313	acastellanii_g9379.t1	vverm_g5134.t1
OG0006314	acastellanii_g9421.t1	vverm_g8910.t1
OG0006315	acastellanii_g9429.t1	vverm_g5129.t1
OG0006316	acastellanii_g9438.t1, acastellanii_g8943.t2	vverm_g3436.t1
OG0006317	acastellanii_g9441.t1	vverm_g10299.t1
OG0006319	acastellanii_g9469.t1	vverm_g6315.t1
OG0006321	acastellanii_g9498.t1, acastellanii_g9498.t2	vverm_g5144.t1
OG0006323	acastellanii_g9507.t1	vverm_g2172.t1
OG0006324	acastellanii_g9524.t1	vverm_g5301.t1
OG0006326	acastellanii_g9560.t1	vverm_g7278.t2, vverm_g7278.t1, vverm_g14921.t1
OG0006327	acastellanii_g9562.t2, acastellanii_g9562.t1	vverm_g14981.t1
OG0006328	acastellanii_g9569.t1	vverm_g4085.t1
OG0006330	acastellanii_g9309.t1	vverm_g14857.t1
OG0006332	acastellanii_g9225.t1	vverm_g11022.t1
OG0006333	acastellanii_g9237.t3	vverm_g11451.t1
OG0006335	acastellanii_g9153.t1, acastellanii_g9152.t1	vverm_g7382.t1, vverm_g15787.t1
OG0006337	acastellanii_g9077.t1	vverm_g8030.t1
OG0006338	acastellanii_g9078.t2, acastellanii_g3992.t1, acastellanii_g9078.t1	vverm_g11551.t1
OG0006339	acastellanii_g9081.t1	vverm_g12686.t1
OG0006340	acastellanii_g8724.t1	vverm_g5581.t2, vverm_g5581.t1
OG0006342	acastellanii_g8780.t1	vverm_g2486.t1
OG0006343	acastellanii_g8781.t1	vverm_g5307.t1
OG0006344	acastellanii_g8805.t1	vverm_g12405.t1, vverm_g12405.t2
OG0006346	acastellanii_g7723.t1, acastellanii_g8838.t2	vverm_g7542.t2
OG0006347	acastellanii_g8846.t1	vverm_g4413.t2
OG0006348	acastellanii_g8902.t1	vverm_g4889.t1
OG0006349	acastellanii_g8903.t1, acastellanii_g2105.t1, acastellanii_g5695.t1	vverm_g9144.t1
OG0006350	acastellanii_g8909.t1	vverm_g15791.t1, vverm_g7386.t1
OG0006351	acastellanii_g8934.t1	vverm_g4870.t1
OG0006354	acastellanii_g8973.t1	vverm_g10105.t1
OG0006355	acastellanii_g8977.t1	vverm_g14958.t1
OG0006357	acastellanii_g4506.t1	vverm_g10039.t1
OG0006357	acastellanii_g9006.t1	vverm_g12841.t1
OG0006358	acastellanii_g9022.t1	vverm_g10949.t1
OG0006359	acastellanii_g9027.t1	vverm_g13481.t1
OG0006360	acastellanii_g9062.t2, acastellanii_g9062.t1	vverm_g10214.t1
OG0006361	acastellanii_g9069.t1	vverm_g11781.t1, vverm_g2094.t1
OG0006363	acastellanii_g8651.t1	vverm_g3738.t1
OG0006365	acastellanii_g8632.t1	vverm_g14383.t1, vverm_g14381.t1, vverm_g14383.t2
OG0006366	acastellanii_g8453.t1	vverm_g276.t1
OG0006367	acastellanii_g8456.t1	vverm_g258.t1
OG0006368	acastellanii_g8462.t1	vverm_g4411.t1
OG0006369	acastellanii_g8474.t1	vverm_g12712.t1
OG0006370	acastellanii_g8476.t1	vverm_g6613.t1, vverm_g16.t1
OG0006371	acastellanii_g8525.t1	vverm_g974.t1
OG0006372	acastellanii_g8528.t1	vverm_g7802.t1
OG0006373	acastellanii_g8542.t1	vverm_g142.t1
OG0006374	acastellanii_g8561.t1	vverm_g9000.t1
OG0006375	acastellanii_g8609.t1	vverm_g7051.t1
OG0006376	acastellanii_g8024.t1	vverm_g2122.t1
OG0006377	acastellanii_g8033.t1	vverm_g14626.t1, vverm_g993.t2, vverm_g993.t1
OG0006378	acastellanii_g8045.t1	vverm_g1678.t1
OG0006382	acastellanii_g8120.t1	vverm_g8726.t1
OG0006383	acastellanii_g8134.t1	vverm_g6849.t1, vverm_g6849.t2
OG0006385	acastellanii_g8174.t1	vverm_g15779.t1
OG0006387	acastellanii_g8218.t1	vverm_g7549.t1
OG0006388	acastellanii_g4603.t1, acastellanii_g8238.t1, acastellanii_g2131.t1	vverm_g926.t1
OG0006389	acastellanii_g8286.t1	vverm_g1917.t1
OG0006390	acastellanii_g8293.t1	vverm_g11059.t1
OG0006391	acastellanii_g8295.t1	vverm_g6344.t1
OG0006392	acastellanii_g8322.t1	vverm_g2473.t1
OG0006393	acastellanii_g8327.t1	vverm_g16854.t1
OG0006394	acastellanii_g8347.t1	vverm_g394.t1
OG0006396	acastellanii_g8353.t1	vverm_g2851.t2, vverm_g2851.t1
OG0006397	acastellanii_g7965.t1	vverm_g15030.t1
OG0006398	acastellanii_g7966.t1	vverm_g5406.t1
OG0006399	acastellanii_g7937.t1	vverm_g9914.t1
OG0006400	acastellanii_g7763.t1	vverm_g16706.t1
OG0006401	acastellanii_g7771.t1	vverm_g11065.t1
OG0006402	acastellanii_g7772.t1, acastellanii_g7704.t2	vverm_g6769.t1
OG0006404	acastellanii_g7812.t1, acastellanii_g7810.t1	vverm_g4787.t1
OG0006405	acastellanii_g7827.t1	vverm_g15257.t1
OG0006406	acastellanii_g7860.t1, acastellanii_g7860.t2	vverm_g7485.t1, vverm_g7485.t2
OG0006407	acastellanii_g7873.t2, acastellanii_g7873.t1, acastellanii_g6561.t1	vverm_g9490.t1
OG0006409	acastellanii_g7892.t2	vverm_g3192.t1
OG0006410	acastellanii_g7898.t1	vverm_g7343.t1
OG0006411	acastellanii_g7931.t1	vverm_g7867.t1
OG0006412	acastellanii_g7743.t1	vverm_g12451.t1
OG0006415	acastellanii_g7607.t1	vverm_g1722.t1, vverm_g14737.t1
OG0006416	acastellanii_g7616.t2, acastellanii_g7616.t1	vverm_g4353.t1
OG0006418	acastellanii_g7530.t1	vverm_g8008.t1
OG0006419	acastellanii_g44.t1, acastellanii_g7542.t1	vverm_g11269.t1, vverm_g11269.t2
OG0006421	acastellanii_g7505.t1	vverm_g13227.t1
OG0006422	acastellanii_g7494.t1	vverm_g223.t1
OG0006423	acastellanii_g3540.t1, acastellanii_g7424.t1	vverm_g691.t1
OG0006424	acastellanii_g6778.t1, acastellanii_g7464.t1	vverm_g9432.t1, vverm_g7496.t1
OG0006425	acastellanii_g7470.t1	vverm_g7440.t1, vverm_g5677.t1, vverm_g3296.t1
OG0006426	acastellanii_g7485.t1	vverm_g14519.t1
OG0006427	acastellanii_g7332.t1	vverm_g16687.t1
OG0006428	acastellanii_g7346.t1	vverm_g10062.t1
OG0006429	acastellanii_g7348.t1	vverm_g15636.t1
OG0006434	acastellanii_g7238.t2, acastellanii_g7238.t1	vverm_g702.t1
OG0006436	acastellanii_g7229.t1, acastellanii_g2564.t1, acastellanii_g7229.t2	vverm_g4431.t1
OG0006437	acastellanii_g7230.t1, acastellanii_g7230.t2	vverm_g2809.t1
OG0006439	acastellanii_g7001.t1	vverm_g11530.t1
OG0006440	acastellanii_g7028.t1, acastellanii_g7028.t2	vverm_g3329.t1, vverm_g2195.t1
OG0006441	acastellanii_g7047.t1	vverm_g8548.t1
OG0006442	acastellanii_g7068.t1, acastellanii_g4613.t2, acastellanii_g4613.t1	vverm_g11542.t1
OG0006443	acastellanii_g7076.t1	vverm_g9153.t1
OG0006444	acastellanii_g7081.t1	vverm_g9920.t1
OG0006446	acastellanii_g7087.t1	vverm_g5986.t1
OG0006447	acastellanii_g7140.t1	vverm_g5995.t1
OG0006448	acastellanii_g7150.t1	vverm_g5957.t1
OG0006449	acastellanii_g7162.t1	vverm_g5145.t1
OG0006450	acastellanii_g7200.t1	vverm_g4369.t1
OG0006453	acastellanii_g6806.t1	vverm_g2256.t1
OG0006454	acastellanii_g6823.t1	vverm_g16844.t1
OG0006456	acastellanii_g6841.t1, acastellanii_g1505.t1	vverm_g12857.t2, vverm_g12857.t1
OG0006458	acastellanii_g5430.t1, acastellanii_g6857.t1	vverm_g2416.t1
OG0006459	acastellanii_g6905.t1	vverm_g3535.t1
OG0006460	acastellanii_g6738.t1, acastellanii_g6738.t2	vverm_g9632.t1
OG0006461	acastellanii_g6754.t1	vverm_g14859.t1
OG0006462	acastellanii_g6021.t1, acastellanii_g6021.t2	vverm_g1876.t1
OG0006466	acastellanii_g6068.t1	vverm_g4941.t1
OG0006470	acastellanii_g6090.t1	vverm_g9327.t1, vverm_g1839.t1
OG0006471	acastellanii_g6113.t1	vverm_g2509.t1
OG0006472	acastellanii_g6123.t1	vverm_g11298.t1
OG0006474	acastellanii_g6148.t2	vverm_g6681.t1
OG0006475	acastellanii_g6201.t1	vverm_g10311.t1
OG0006477	acastellanii_g6277.t1	vverm_g14433.t1
OG0006478	acastellanii_g6278.t1, acastellanii_g6278.t2	vverm_g6392.t1
OG0006479	acastellanii_g6289.t1	vverm_g12439.t1
OG0006480	acastellanii_g6314.t1	vverm_g12434.t1
