Orthogroup	acastellanii_braker	vvermcdc19_braker
OG0001136	acastellanii_g11823.t1	vverm_g10857.t3, vverm_g10857.t2, vverm_g10857.t1
OG0001137	acastellanii_g11843.t1	vverm_g14357.t1, vverm_g2551.t1
OG0001138	acastellanii_g10451.t1	vverm_g4472.t1
OG0001139	acastellanii_g11940.t1	vverm_g13876.t1, vverm_g6728.t1
OG0001140	acastellanii_g11970.t1	vverm_g14069.t1, vverm_g5870.t1, vverm_g10443.t2, vverm_g10443.t1
OG0001141	acastellanii_g11971.t1, acastellanii_g750.t1, acastellanii_g632.t1	vverm_g3582.t1, vverm_g3582.t2, vverm_g15435.t2, vverm_g15435.t1, vverm_g15436.t1
OG0001142	acastellanii_g4439.t1, acastellanii_g11995.t1	vverm_g4857.t1, vverm_g4858.t1
OG0001143	acastellanii_g10022.t1, acastellanii_g10022.t2, acastellanii_g5802.t1, acastellanii_g12064.t1, acastellanii_g8404.t1, acastellanii_g8404.t2	vverm_g6332.t1
OG0001144	acastellanii_g6317.t1, acastellanii_g6317.t2	vverm_g14684.t1
OG0001144	acastellanii_g12094.t1	vverm_g16197.t1
OG0001145	acastellanii_g12106.t1, acastellanii_g18.t2, acastellanii_g18.t1, acastellanii_g17.t1	vverm_g6671.t1
OG0001146	acastellanii_g12114.t1	vverm_g5586.t1, vverm_g11654.t1, vverm_g11653.t1
OG0001147	acastellanii_g12132.t1	vverm_g10378.t1
OG0001147	acastellanii_g8622.t1	vverm_g13793.t1
OG0001148	acastellanii_g11796.t1	vverm_g10707.t1, vverm_g14325.t1, vverm_g14326.t1, vverm_g3524.t1
OG0001149	acastellanii_g11751.t1, acastellanii_g3318.t1, acastellanii_g4009.t1, acastellanii_g11752.t1	vverm_g4342.t1
OG0001150	acastellanii_g11639.t1	vverm_g2526.t2, vverm_g2526.t1
OG0001151	acastellanii_g11626.t1	vverm_g6822.t1
OG0001152	acastellanii_g11530.t1	vverm_g15955.t1, vverm_g15955.t2, vverm_g10751.t2, vverm_g10571.t3, vverm_g10751.t1, vverm_g10571.t1, vverm_g10571.t2
OG0001153	acastellanii_g2778.t1, acastellanii_g11561.t1	vverm_g5219.t1, vverm_g16413.t1
OG0001154	acastellanii_g8430.t1, acastellanii_g8429.t1, acastellanii_g8432.t1, acastellanii_g11439.t1, acastellanii_g11439.t2	vverm_g9154.t1
OG0001155	acastellanii_g11466.t1	vverm_g3370.t1, vverm_g3384.t2, vverm_g3384.t1
OG0001156	acastellanii_g11186.t1	vverm_g12815.t2, vverm_g12815.t1
OG0001156	acastellanii_g6379.t1	vverm_g11797.t1
OG0001157	acastellanii_g11212.t1	vverm_g12452.t1
OG0001158	acastellanii_g2962.t1	vverm_g4843.t1
OG0001158	acastellanii_g11139.t1, acastellanii_g11139.t2, acastellanii_g2961.t1	vverm_g9957.t1
OG0001159	acastellanii_g10864.t1	vverm_g8458.t1, vverm_g5428.t2, vverm_g5428.t1, vverm_g5429.t1, vverm_g5430.t1, vverm_g8459.t1, vverm_g12135.t1, vverm_g1178.t1
OG0001160	acastellanii_g10155.t1, acastellanii_g10869.t1	vverm_g9350.t1, vverm_g5100.t1
OG0001161	acastellanii_g6805.t1, acastellanii_g10881.t1	vverm_g2578.t1, vverm_g2578.t2
OG0001162	acastellanii_g10757.t1	vverm_g9868.t1, vverm_g9868.t2, vverm_g16168.t1
OG0001163	acastellanii_g10679.t1	vverm_g5363.t1
OG0001163	acastellanii_g7270.t1	vverm_g139.t1
OG0001164	acastellanii_g5958.t1	vverm_g11146.t1
OG0001164	acastellanii_g10637.t1	vverm_g13603.t1, vverm_g1997.t1, vverm_g1997.t2, vverm_g14099.t1, vverm_g14101.t1
OG0001165	acastellanii_g10648.t1	vverm_g9052.t1, vverm_g1745.t2, vverm_g1745.t1
OG0001166	acastellanii_g7896.t1	vverm_g16865.t2
OG0001166	acastellanii_g10423.t1, acastellanii_g4960.t1	vverm_g16865.t1
OG0001167	acastellanii_g10424.t1	vverm_g14132.t1, vverm_g14265.t1
OG0001168	acastellanii_g2093.t1, acastellanii_g2094.t1, acastellanii_g10433.t1	vverm_g4185.t1
OG0001169	acastellanii_g10473.t1, acastellanii_g10339.t1	vverm_g11929.t1, vverm_g7774.t1, vverm_g768.t1, vverm_g13280.t1
OG0001170	acastellanii_g10277.t1	vverm_g7314.t1
OG0001171	acastellanii_g10358.t1, acastellanii_g10363.t1	vverm_g15181.t2, vverm_g14694.t2, vverm_g15181.t1, vverm_g14694.t1
OG0001172	acastellanii_g10396.t1	vverm_g12526.t1, vverm_g13161.t1, vverm_g13161.t2
OG0001173	acastellanii_g10020.t1, acastellanii_g284.t1	vverm_g10052.t1, vverm_g8991.t1
OG0001174	acastellanii_g10048.t1	vverm_g2736.t1
OG0001174	acastellanii_g4785.t1	vverm_g5168.t1
OG0001175	acastellanii_g10083.t2, acastellanii_g10083.t1	vverm_g6166.t1
OG0001176	acastellanii_g10140.t2, acastellanii_g10140.t1, acastellanii_g6952.t1	vverm_g957.t1, vverm_g3499.t1, vverm_g15055.t1
OG0001177	acastellanii_g10203.t1, acastellanii_g3109.t1, acastellanii_g7340.t1	vverm_g14263.t1, vverm_g6823.t1, vverm_g6823.t2
OG0001178	acastellanii_g7642.t1, acastellanii_g10001.t1	vverm_g12547.t1, vverm_g12547.t2
OG0001179	acastellanii_g4841.t1, acastellanii_g9979.t1	vverm_g326.t1
OG0001180	acastellanii_g9709.t1, acastellanii_g9709.t2	vverm_g6007.t1, vverm_g6007.t2, vverm_g10339.t1
OG0001181	acastellanii_g9723.t1, acastellanii_g9578.t1, acastellanii_g9578.t2	vverm_g12046.t1, vverm_g1564.t1
OG0001182	acastellanii_g9556.t1, acastellanii_g9760.t1, acastellanii_g9557.t1, acastellanii_g2880.t1, acastellanii_g9759.t2, acastellanii_g9759.t3, acastellanii_g9759.t1	vverm_g13041.t1
OG0001183	acastellanii_g8923.t1, acastellanii_g7901.t1	vverm_g8767.t1
OG0001184	acastellanii_g9779.t1	vverm_g16869.t1, vverm_g16869.t2
OG0001185	acastellanii_g9857.t1	vverm_g16157.t1, vverm_g13936.t1
OG0001186	acastellanii_g3785.t1	vverm_g5863.t1, vverm_g14076.t1
OG0001186	acastellanii_g9865.t1	vverm_g6419.t1
OG0001187	acastellanii_g9408.t1, acastellanii_g9408.t2	vverm_g12943.t2, vverm_g12943.t1
OG0001188	acastellanii_g9434.t1	vverm_g5183.t2, vverm_g5183.t1
OG0001189	acastellanii_g9523.t1	vverm_g13945.t1
OG0001189	acastellanii_g8818.t1	vverm_g12612.t1, vverm_g7652.t1
OG0001191	acastellanii_g9549.t1	vverm_g16113.t3, vverm_g12561.t1, vverm_g15564.t1, vverm_g4058.t1, vverm_g16114.t1
OG0001192	acastellanii_g9295.t2, acastellanii_g9295.t1	vverm_g15652.t2, vverm_g15652.t3, vverm_g15652.t1
OG0001193	acastellanii_g9303.t1	vverm_g14278.t1
OG0001193	acastellanii_g2973.t1	vverm_g14277.t1
OG0001194	acastellanii_g9122.t1, acastellanii_g3993.t1, acastellanii_g5215.t1	vverm_g1740.t1, vverm_g13234.t1
OG0001195	acastellanii_g5870.t1, acastellanii_g8412.t1, acastellanii_g6294.t1, acastellanii_g9123.t1, acastellanii_g3131.t1	vverm_g610.t1
OG0001196	acastellanii_g6957.t1, acastellanii_g6954.t1	vverm_g6208.t1
OG0001197	acastellanii_g9137.t1, acastellanii_g9137.t2	vverm_g13530.t1, vverm_g446.t1
OG0001198	acastellanii_g2409.t1, acastellanii_g9171.t1, acastellanii_g1062.t1	vverm_g11746.t1, vverm_g11746.t2, vverm_g15337.t1, vverm_g15337.t2, vverm_g9250.t1
OG0001199	acastellanii_g8770.t1, acastellanii_g8768.t1	vverm_g12393.t1, vverm_g5601.t1
OG0001200	acastellanii_g8799.t1, acastellanii_g7048.t1	vverm_g3124.t2, vverm_g3926.t2, vverm_g3124.t1, vverm_g3926.t1
OG0001201	acastellanii_g8884.t1	vverm_g8421.t1, vverm_g8421.t2, vverm_g8421.t3
OG0001202	acastellanii_g8389.t1, acastellanii_g9047.t2, acastellanii_g9047.t1	vverm_g4003.t1, vverm_g3262.t2, vverm_g3262.t1
OG0001203	acastellanii_g8701.t2, acastellanii_g8701.t1, acastellanii_g279.t1	vverm_g16411.t2, vverm_g16411.t1
OG0001205	acastellanii_g8029.t1	vverm_g13669.t1
OG0001206	acastellanii_g8040.t1, acastellanii_g2502.t1	vverm_g10744.t1, vverm_g10563.t1, vverm_g10563.t2, vverm_g16710.t1
OG0001207	acastellanii_g8089.t1, acastellanii_g5374.t1	vverm_g13084.t1, vverm_g13084.t2, vverm_g13069.t1, vverm_g13061.t1, vverm_g2026.t1
OG0001208	acastellanii_g8190.t1, acastellanii_g8188.t1	vverm_g13410.t1, vverm_g3295.t1
OG0001208	acastellanii_g5466.t1	vverm_g14021.t1
OG0001209	acastellanii_g8275.t1, acastellanii_g8275.t2	vverm_g551.t1
OG0001210	acastellanii_g8333.t1	vverm_g11546.t1
OG0001211	acastellanii_g8343.t1	vverm_g13485.t1, vverm_g8633.t1
OG0001212	acastellanii_g360.t1, acastellanii_g8345.t1	vverm_g15372.t2, vverm_g15372.t1, vverm_g588.t1, vverm_g581.t3
OG0001213	acastellanii_g7940.t1, acastellanii_g7940.t2	vverm_g7140.t1, vverm_g12427.t1
OG0001214	acastellanii_g7794.t1	vverm_g2570.t1, vverm_g2570.t2, vverm_g2570.t3
OG0001215	acastellanii_g7796.t1, acastellanii_g4004.t1	vverm_g5661.t1, vverm_g151.t3, vverm_g151.t1, vverm_g151.t2
OG0001216	acastellanii_g7817.t1	vverm_g12233.t1, vverm_g10881.t1
OG0001217	acastellanii_g6605.t1, acastellanii_g7521.t1	vverm_g2113.t1, vverm_g13155.t1, vverm_g12520.t1
OG0001218	acastellanii_g7538.t1, acastellanii_g7536.t1	vverm_g7836.t1, vverm_g12368.t2, vverm_g12368.t1
OG0001219	acastellanii_g3663.t1, acastellanii_g1757.t1, acastellanii_g1258.t1, acastellanii_g7562.t1	vverm_g10390.t2, vverm_g10390.t1
OG0001220	acastellanii_g6986.t1, acastellanii_g6986.t3, acastellanii_g6986.t5, acastellanii_g6986.t2	vverm_g2513.t1
OG0001221	acastellanii_g2013.t1	vverm_g10588.t1
OG0001221	acastellanii_g5001.t1	vverm_g16545.t1
OG0001222	acastellanii_g4174.t1, acastellanii_g7209.t3, acastellanii_g7209.t1, acastellanii_g7209.t2	vverm_g4242.t2, vverm_g4242.t1
OG0001223	acastellanii_g6721.t1	vverm_g5764.t1, vverm_g5670.t1, vverm_g11139.t1
OG0001224	acastellanii_g6139.t1	vverm_g10205.t3, vverm_g10205.t1, vverm_g10205.t2
OG0001225	acastellanii_g6235.t1, acastellanii_g6235.t2	vverm_g15032.t1, vverm_g15032.t2
OG0001226	acastellanii_g4407.t2, acastellanii_g4407.t1	vverm_g9584.t1
OG0001227	acastellanii_g6529.t1	vverm_g8145.t1
OG0001228	acastellanii_g5902.t1	vverm_g4459.t1
OG0001228	acastellanii_g6613.t1	vverm_g8325.t1
OG0001229	acastellanii_g5955.t1	vverm_g8492.t1
OG0001230	acastellanii_g5959.t1, acastellanii_g5619.t1	vverm_g2703.t1, vverm_g16303.t1, vverm_g11938.t1, vverm_g1142.t1, vverm_g12015.t1
OG0001232	acastellanii_g5655.t1	vverm_g9483.t1
OG0001232	acastellanii_g5905.t1	vverm_g3837.t1
OG0001233	acastellanii_g5812.t1, acastellanii_g1217.t2, acastellanii_g1217.t1	vverm_g15596.t1, vverm_g3172.t1
OG0001234	acastellanii_g3472.t2, acastellanii_g3472.t1, acastellanii_g5854.t2, acastellanii_g5854.t1	vverm_g1792.t1
OG0001235	acastellanii_g4875.t1, acastellanii_g5390.t1	vverm_g8358.t1, vverm_g1765.t1
OG0001236	acastellanii_g5360.t2, acastellanii_g5360.t1	vverm_g12211.t1
OG0001237	acastellanii_g5221.t1	vverm_g5157.t1, vverm_g5157.t2
OG0001238	acastellanii_g5227.t1	vverm_g13368.t2, vverm_g13368.t1
OG0001239	acastellanii_g4902.t2, acastellanii_g4902.t1	vverm_g16393.t1, vverm_g12675.t1
OG0001240	acastellanii_g4716.t1	vverm_g8561.t3, vverm_g8561.t1, vverm_g8561.t2
OG0001241	acastellanii_g4725.t1, acastellanii_g1799.t1	vverm_g8977.t1
OG0001242	acastellanii_g2642.t1, acastellanii_g4520.t1	vverm_g11695.t1, vverm_g11695.t2
OG0001243	acastellanii_g4492.t1	vverm_g10852.t1, vverm_g9976.t2
OG0001244	acastellanii_g4397.t2, acastellanii_g4397.t1, acastellanii_g4397.t3, acastellanii_g4395.t1	vverm_g15012.t1, vverm_g15012.t2
OG0001245	acastellanii_g4457.t1, acastellanii_g4457.t2	vverm_g663.t2, vverm_g663.t1
OG0001246	acastellanii_g4146.t1	vverm_g754.t1, vverm_g13267.t1, vverm_g754.t2, vverm_g8184.t1
OG0001247	acastellanii_g4161.t1, acastellanii_g4161.t2, acastellanii_g4161.t3	vverm_g7298.t3, vverm_g7298.t4, vverm_g7298.t2, vverm_g7298.t1
OG0001248	acastellanii_g4250.t2, acastellanii_g4250.t1	vverm_g3185.t1, vverm_g3184.t1
OG0001249	acastellanii_g298.t1, acastellanii_g4301.t1, acastellanii_g300.t1, acastellanii_g300.t2	vverm_g3151.t2, vverm_g3151.t1
OG0001250	acastellanii_g4304.t1, acastellanii_g4304.t2, acastellanii_g4304.t3, acastellanii_g4304.t4	vverm_g3293.t1
OG0001251	acastellanii_g4003.t1, acastellanii_g927.t1, acastellanii_g2773.t1, acastellanii_g2773.t2	vverm_g7975.t1
OG0001252	acastellanii_g3975.t1	vverm_g12414.t1, vverm_g14510.t1
OG0001253	acastellanii_g3419.t1	vverm_g8712.t1
OG0001254	acastellanii_g3272.t3, acastellanii_g3272.t1, acastellanii_g3272.t2	vverm_g10036.t2, vverm_g10036.t1
OG0001255	acastellanii_g3217.t1	vverm_g4922.t1, vverm_g4916.t1, vverm_g4920.t1, vverm_g4915.t1, vverm_g4914.t1, vverm_g5027.t1
OG0001256	acastellanii_g3042.t1	vverm_g8957.t1, vverm_g8957.t2
OG0001257	acastellanii_g3100.t1	vverm_g1978.t1, vverm_g6048.t1
OG0001258	acastellanii_g1858.t1, acastellanii_g2799.t1, acastellanii_g2799.t2	vverm_g10729.t2, vverm_g10729.t1
OG0001259	acastellanii_g2699.t1	vverm_g8931.t1
OG0001261	acastellanii_g2659.t2, acastellanii_g2659.t1, acastellanii_g2387.t1	vverm_g11853.t1, vverm_g12808.t1
OG0001262	acastellanii_g2607.t1, acastellanii_g2607.t2, acastellanii_g643.t1	vverm_g5454.t1
OG0001263	acastellanii_g1880.t1, acastellanii_g1880.t2	vverm_g13089.t1, vverm_g13064.t1, vverm_g35.t1, vverm_g10470.t1
OG0001264	acastellanii_g2133.t1	vverm_g644.t1
OG0001264	acastellanii_g831.t1	vverm_g15645.t1
OG0001265	acastellanii_g1761.t1, acastellanii_g1761.t2	vverm_g11865.t2, vverm_g11865.t1
OG0001266	acastellanii_g1740.t1, acastellanii_g1740.t2	vverm_g352.t1, vverm_g352.t2
OG0001268	acastellanii_g803.t2, acastellanii_g803.t1	vverm_g4101.t1
OG0001269	acastellanii_g884.t1, acastellanii_g884.t2, acastellanii_g309.t1	vverm_g14106.t1, vverm_g14106.t2
OG0001270	acastellanii_g676.t1	vverm_g11508.t1
OG0001271	acastellanii_g634.t1, acastellanii_g634.t2	vverm_g11829.t2, vverm_g11829.t1
OG0001272	acastellanii_g270.t1	vverm_g2166.t1, vverm_g2033.t1
OG0001273	acastellanii_g73.t2, acastellanii_g73.t1, acastellanii_g73.t3	vverm_g10820.t1
OG0001369	acastellanii_g7699.t2, acastellanii_g7699.t1, acastellanii_g14215.t1, acastellanii_g12262.t1, acastellanii_g1459.t1	vverm_g10691.t1, vverm_g15809.t1
OG0001370	acastellanii_g14203.t1, acastellanii_g10418.t1	vverm_g2766.t1
OG0001371	acastellanii_g14145.t1, acastellanii_g12977.t1	vverm_g9009.t1, vverm_g1689.t1
OG0001372	acastellanii_g14105.t2, acastellanii_g14105.t1	vverm_g8811.t1
OG0001374	acastellanii_g13560.t1	vverm_g1544.t2, vverm_g1544.t1, vverm_g1775.t1, vverm_g1775.t2
OG0001375	acastellanii_g3457.t1, acastellanii_g13566.t1	vverm_g1947.t1, vverm_g1947.t2
OG0001376	acastellanii_g13581.t1	vverm_g12276.t1
OG0001376	acastellanii_g9119.t1	vverm_g9318.t1
OG0001377	acastellanii_g13670.t1	vverm_g9843.t1, vverm_g9843.t2, vverm_g11591.t2, vverm_g11591.t1, vverm_g4372.t1
OG0001378	acastellanii_g13681.t1	vverm_g946.t2, vverm_g946.t1
OG0001379	acastellanii_g9968.t1, acastellanii_g13724.t1, acastellanii_g13725.t1	vverm_g12367.t2, vverm_g12367.t1
OG0001380	acastellanii_g13739.t1	vverm_g11984.t1
OG0001381	acastellanii_g13833.t1	vverm_g4816.t1
OG0001384	acastellanii_g13903.t1	vverm_g11077.t1
OG0001384	acastellanii_g12872.t1	vverm_g11083.t1
OG0001385	acastellanii_g13388.t1	vverm_g8429.t1, vverm_g8429.t2
OG0001385	acastellanii_g11660.t1, acastellanii_g13909.t1	vverm_g4376.t1
OG0001386	acastellanii_g13921.t1	vverm_g6764.t1
OG0001387	acastellanii_g13974.t1	vverm_g2904.t3, vverm_g2904.t1
OG0001388	acastellanii_g12272.t1, acastellanii_g12272.t2, acastellanii_g13977.t1	vverm_g4240.t1
OG0001389	acastellanii_g14010.t3, acastellanii_g14010.t2, acastellanii_g14010.t1	vverm_g4728.t2, vverm_g4728.t1
OG0001390	acastellanii_g6303.t1, acastellanii_g14019.t2, acastellanii_g14019.t1, acastellanii_g10754.t1	vverm_g12084.t1
OG0001390	acastellanii_g2378.t1	vverm_g12144.t1
OG0001391	acastellanii_g14024.t1, acastellanii_g3425.t1, acastellanii_g1370.t1, acastellanii_g4557.t1	vverm_g8154.t1
OG0001392	acastellanii_g14038.t1, acastellanii_g5825.t1	vverm_g4836.t1, vverm_g4836.t2
OG0001393	acastellanii_g14061.t1, acastellanii_g14061.t2	vverm_g11834.t1
OG0001394	acastellanii_g14079.t1	vverm_g12316.t1, vverm_g12317.t1
OG0001395	acastellanii_g13514.t1	vverm_g9595.t1
OG0001396	acastellanii_g6789.t1, acastellanii_g13525.t1	vverm_g4423.t1
OG0001397	acastellanii_g13494.t1	vverm_g8705.t1
OG0001398	acastellanii_g13067.t1, acastellanii_g13067.t2, acastellanii_g4245.t2, acastellanii_g4245.t1	vverm_g4866.t1
OG0001399	acastellanii_g13077.t1	vverm_g7475.t1
OG0001400	acastellanii_g1729.t1, acastellanii_g13090.t2, acastellanii_g13090.t1	vverm_g4898.t1, vverm_g8354.t1
OG0001401	acastellanii_g13103.t1	vverm_g16266.t1, vverm_g12138.t1
OG0001402	acastellanii_g13112.t1, acastellanii_g896.t1, acastellanii_g4281.t1	vverm_g8214.t1
OG0001403	acastellanii_g13116.t2, acastellanii_g13116.t1, acastellanii_g13116.t4, acastellanii_g13116.t3	vverm_g15552.t1
OG0001406	acastellanii_g13298.t1, acastellanii_g13298.t2	vverm_g13179.t2, vverm_g13179.t1, vverm_g10030.t1
OG0001407	acastellanii_g13320.t1, acastellanii_g13320.t3, acastellanii_g13320.t2	vverm_g5797.t1, vverm_g5797.t2
OG0001408	acastellanii_g12720.t1, acastellanii_g12727.t1, acastellanii_g13354.t1	vverm_g8019.t1
OG0001409	acastellanii_g5426.t1	vverm_g7893.t1, vverm_g10276.t1
OG0001409	acastellanii_g13375.t1, acastellanii_g9170.t1	vverm_g12196.t1
OG0001410	acastellanii_g13395.t1, acastellanii_g13395.t2	vverm_g11969.t1
OG0001411	acastellanii_g12636.t1, acastellanii_g13416.t1, acastellanii_g3326.t1	vverm_g6467.t1
OG0001413	acastellanii_g1800.t1, acastellanii_g13046.t1	vverm_g2197.t1
OG0001414	acastellanii_g13016.t1	vverm_g4577.t3, vverm_g4577.t2, vverm_g4577.t1
OG0001415	acastellanii_g9130.t1, acastellanii_g13022.t1, acastellanii_g13022.t2	vverm_g14262.t1
OG0001416	acastellanii_g11774.t1, acastellanii_g13027.t1	vverm_g6887.t2, vverm_g6887.t1, vverm_g6886.t1
OG0001418	acastellanii_g9914.t1, acastellanii_g12982.t1	vverm_g7714.t1, vverm_g7715.t1
OG0001419	acastellanii_g12997.t1, acastellanii_g6767.t1, acastellanii_g6766.t1, acastellanii_g5262.t1, acastellanii_g1805.t1	vverm_g159.t1
OG0001420	acastellanii_g12974.t1, acastellanii_g7293.t1	vverm_g4053.t1
OG0001421	acastellanii_g12858.t2, acastellanii_g12858.t1	vverm_g1208.t1
OG0001422	acastellanii_g12868.t1	vverm_g12104.t1
OG0001423	acastellanii_g12798.t1, acastellanii_g159.t1, acastellanii_g12797.t1	vverm_g734.t1
OG0001424	acastellanii_g12750.t1, acastellanii_g12750.t2	vverm_g4430.t1
OG0001424	acastellanii_g6702.t1	vverm_g12017.t1
OG0001425	acastellanii_g12625.t1	vverm_g5234.t1, vverm_g5234.t2, vverm_g8691.t2, vverm_g8691.t1
OG0001426	acastellanii_g12532.t1, acastellanii_g1702.t1, acastellanii_g1702.t2, acastellanii_g12532.t2	vverm_g9867.t1
OG0001427	acastellanii_g12540.t1, acastellanii_g11780.t1, acastellanii_g11780.t2, acastellanii_g12540.t2	vverm_g16930.t1, vverm_g16930.t2
OG0001428	acastellanii_g12567.t1	vverm_g5753.t1, vverm_g5574.t1
OG0001429	acastellanii_g12469.t1	vverm_g3815.t1
OG0001430	acastellanii_g12506.t2, acastellanii_g12506.t1	vverm_g16201.t1
OG0001430	acastellanii_g7454.t1	vverm_g1651.t1
OG0001431	acastellanii_g12400.t1	vverm_g6082.t2, vverm_g6082.t1
OG0001432	acastellanii_g12384.t1, acastellanii_g5294.t1	vverm_g1633.t1, vverm_g1633.t2, vverm_g1633.t3
OG0001435	acastellanii_g5109.t1, acastellanii_g12361.t1, acastellanii_g6355.t1	vverm_g2278.t1
OG0001436	acastellanii_g12346.t1, acastellanii_g11542.t1, acastellanii_g11543.t1	vverm_g3618.t1
OG0001437	acastellanii_g11067.t1, acastellanii_g12319.t1	vverm_g9283.t1, vverm_g9298.t1
OG0001438	acastellanii_g11810.t1, acastellanii_g3945.t1	vverm_g1281.t1
OG0001439	acastellanii_g11812.t1, acastellanii_g11827.t1	vverm_g15944.t1, vverm_g5682.t1, vverm_g7445.t1
OG0001440	acastellanii_g11867.t1	vverm_g1451.t1, vverm_g1455.t1, vverm_g7561.t1
OG0001442	acastellanii_g11892.t1	vverm_g1351.t1, vverm_g1351.t2
OG0001443	acastellanii_g11906.t1	vverm_g8315.t1
OG0001444	acastellanii_g8016.t1, acastellanii_g11967.t1	vverm_g5399.t1
OG0001446	acastellanii_g11980.t1	vverm_g15981.t1
OG0001447	acastellanii_g9950.t1, acastellanii_g11983.t1, acastellanii_g199.t1, acastellanii_g200.t1, acastellanii_g201.t1, acastellanii_g8371.t1, acastellanii_g4928.t1	vverm_g9622.t1
OG0001448	acastellanii_g11991.t1	vverm_g7523.t2, vverm_g7523.t1, vverm_g7523.t3
OG0001449	acastellanii_g1450.t1, acastellanii_g12003.t1, acastellanii_g12003.t2	vverm_g1273.t1, vverm_g1273.t2
OG0001450	acastellanii_g8556.t1, acastellanii_g12028.t1, acastellanii_g12028.t2	vverm_g819.t2, vverm_g819.t1
OG0001451	acastellanii_g11487.t1, acastellanii_g8841.t2, acastellanii_g8841.t1, acastellanii_g12032.t1	vverm_g692.t1
OG0001453	acastellanii_g12090.t1	vverm_g14853.t1
OG0001454	acastellanii_g3844.t1, acastellanii_g12128.t1	vverm_g14136.t1
OG0001455	acastellanii_g12217.t1, acastellanii_g12217.t2	vverm_g3073.t1, vverm_g2693.t1
OG0001456	acastellanii_g599.t1, acastellanii_g12259.t2, acastellanii_g12259.t1, acastellanii_g11363.t1	vverm_g693.t1
OG0001457	acastellanii_g3980.t1, acastellanii_g12274.t3, acastellanii_g12274.t2, acastellanii_g12274.t1	vverm_g8744.t1
OG0001458	acastellanii_g11211.t1, acastellanii_g12301.t1, acastellanii_g80.t1	vverm_g9140.t1
OG0001459	acastellanii_g4258.t1, acastellanii_g11794.t1	vverm_g1554.t2, vverm_g1554.t1
OG0001460	acastellanii_g11768.t1, acastellanii_g9671.t1, acastellanii_g9673.t1	vverm_g13577.t3, vverm_g13577.t1, vverm_g13577.t2
OG0001461	acastellanii_g11631.t1	vverm_g1161.t2, vverm_g1161.t1
OG0001462	acastellanii_g11682.t1	vverm_g14285.t1, vverm_g14285.t2
OG0001463	acastellanii_g11702.t1	vverm_g15248.t2, vverm_g15248.t1
OG0001464	acastellanii_g11703.t1, acastellanii_g11703.t2	vverm_g4116.t2, vverm_g4116.t1
OG0001465	acastellanii_g11723.t1	vverm_g4244.t1
OG0001465	acastellanii_g7191.t1	vverm_g4245.t1
OG0001466	acastellanii_g4585.t1	vverm_g7335.t1, vverm_g861.t1
OG0001466	acastellanii_g11725.t1	vverm_g13909.t1
OG0001467	acastellanii_g11546.t1, acastellanii_g11546.t2	vverm_g13970.t1, vverm_g11734.t1
OG0001467	acastellanii_g2798.t1	vverm_g15385.t1
OG0001468	acastellanii_g2776.t1, acastellanii_g11562.t1, acastellanii_g2777.t1	vverm_g14707.t1, vverm_g15165.t1
OG0001469	acastellanii_g11433.t1, acastellanii_g11433.t2	vverm_g7722.t1
OG0001470	acastellanii_g11449.t2, acastellanii_g11449.t1	vverm_g9922.t1
OG0001471	acastellanii_g11477.t1	vverm_g12324.t1, vverm_g15768.t1
OG0001472	acastellanii_g11384.t1, acastellanii_g11382.t1	vverm_g11675.t1
OG0001473	acastellanii_g11278.t1, acastellanii_g11278.t2	vverm_g13528.t1, vverm_g13528.t2, vverm_g445.t2
OG0001474	acastellanii_g11266.t1	vverm_g672.t1
OG0001475	acastellanii_g11177.t1	vverm_g7339.t1, vverm_g7347.t1
OG0001476	acastellanii_g11189.t1	vverm_g14027.t1, vverm_g5912.t1, vverm_g14028.t1, vverm_g5911.t1
OG0001477	acastellanii_g11230.t1	vverm_g4939.t2, vverm_g4939.t3, vverm_g4939.t1
OG0001478	acastellanii_g11237.t2, acastellanii_g11237.t1	vverm_g628.t1
OG0001479	acastellanii_g10969.t1, acastellanii_g920.t1, acastellanii_g920.t2	vverm_g11413.t1
OG0001480	acastellanii_g5385.t1, acastellanii_g10983.t1, acastellanii_g4644.t1, acastellanii_g5093.t1	vverm_g3841.t1
OG0001481	acastellanii_g10991.t1, acastellanii_g10987.t1	vverm_g14799.t2, vverm_g14799.t1
OG0001482	acastellanii_g10996.t1	vverm_g13982.t1
OG0001483	acastellanii_g11010.t1	vverm_g1165.t1
OG0001485	acastellanii_g11133.t1, acastellanii_g11132.t1	vverm_g11682.t1
OG0001486	acastellanii_g10896.t1	vverm_g8600.t1
OG0001487	acastellanii_g10907.t1	vverm_g2771.t2, vverm_g2771.t1
OG0001488	acastellanii_g10708.t1	vverm_g10572.t1, vverm_g10752.t1, vverm_g10752.t2, vverm_g6396.t1
OG0001489	acastellanii_g10717.t1	vverm_g12281.t2, vverm_g12281.t1
OG0001490	acastellanii_g10762.t1	vverm_g5176.t1
OG0001491	acastellanii_g10785.t1	vverm_g3805.t1, vverm_g8761.t1
OG0001493	acastellanii_g9990.t1, acastellanii_g10661.t1, acastellanii_g8675.t1, acastellanii_g378.t1	vverm_g14321.t1, vverm_g1794.t1
OG0001494	acastellanii_g10580.t1, acastellanii_g4103.t1	vverm_g13591.t1, vverm_g13591.t3
OG0001495	acastellanii_g10444.t1	vverm_g996.t2, vverm_g996.t1, vverm_g12113.t1, vverm_g12113.t2
