Orthogroup	Duplications (all)	Duplications (50% support)
OG0002784	1	1
OG0002785	1	1
OG0002786	5	5
OG0002787	1	1
OG0002788	1	1
OG0002789	1	1
OG0002790	2	2
OG0002791	1	1
OG0002792	1	1
OG0002793	1	1
OG0002794	2	2
OG0002795	1	1
OG0002796	1	1
OG0002797	5	5
OG0002798	3	3
OG0002799	1	1
OG0002800	2	2
OG0002801	1	1
OG0002802	4	4
OG0002803	1	1
OG0002804	5	5
OG0002805	1	1
OG0002806	5	5
OG0002807	1	1
OG0002808	1	1
OG0002809	1	1
OG0002810	3	3
OG0002811	5	5
OG0002812	3	3
OG0002813	2	2
OG0002814	1	1
OG0002815	1	1
OG0002816	1	1
OG0002817	2	2
OG0002818	1	1
OG0002819	5	5
OG0002820	3	3
OG0002821	1	1
OG0002822	1	1
OG0002823	1	1
OG0002824	1	1
OG0002825	1	1
OG0002826	1	1
OG0002827	1	1
OG0002828	1	1
OG0002829	1	1
OG0002830	2	2
OG0002831	5	5
OG0002832	5	5
OG0002833	3	3
OG0002834	5	5
OG0002835	1	1
OG0002836	5	5
OG0002837	1	1
OG0002838	1	1
OG0002839	5	5
OG0002840	1	1
OG0002841	1	1
OG0002842	2	2
OG0002843	1	1
OG0002844	1	1
OG0002845	2	2
OG0002846	1	1
OG0002847	1	1
OG0002848	1	1
OG0002849	1	1
OG0002850	1	1
OG0002851	1	1
OG0002852	1	1
OG0002853	2	2
OG0002854	2	2
OG0002855	1	1
OG0002856	2	2
OG0002857	3	3
OG0002858	1	1
OG0002859	3	3
OG0002860	1	1
OG0002861	1	1
OG0002862	1	1
OG0002863	1	1
OG0002864	1	1
OG0002865	5	5
OG0002866	5	5
OG0002867	1	1
OG0002868	1	1
OG0002869	2	2
OG0002870	1	1
OG0002871	1	1
OG0002872	5	5
OG0002873	5	5
OG0002874	1	1
OG0002875	1	1
OG0002876	1	1
OG0002877	1	1
OG0002878	1	1
OG0002879	1	1
OG0002880	1	1
OG0002881	2	2
OG0002882	1	1
OG0002883	1	1
OG0002884	1	1
OG0002885	1	1
OG0002886	1	1
OG0002887	1	1
OG0002888	1	1
OG0002889	1	1
OG0002890	1	1
OG0002891	1	1
OG0002892	5	5
OG0002893	1	1
OG0002894	5	5
OG0002895	5	5
OG0002896	5	5
OG0002897	1	1
OG0002898	2	2
OG0002899	3	3
OG0002900	2	2
OG0002901	5	5
OG0002902	5	5
OG0002903	5	5
OG0002904	1	1
OG0002905	1	1
OG0002906	1	1
OG0002907	1	1
OG0002908	1	1
OG0002909	1	1
OG0002910	1	1
OG0002911	1	1
OG0002912	1	1
OG0002913	2	2
OG0002914	1	1
OG0002915	1	1
OG0002916	2	2
OG0002917	5	5
OG0002918	1	1
OG0002919	1	1
OG0002920	2	2
OG0002921	1	1
OG0002922	1	1
OG0002923	1	1
OG0002924	1	1
OG0002925	2	2
OG0002926	1	1
OG0002927	1	1
OG0002928	1	1
OG0002929	1	1
OG0002930	2	2
OG0002931	1	1
OG0002932	1	1
OG0002933	1	1
OG0002934	1	1
OG0002935	1	1
OG0002936	3	3
OG0002937	1	1
OG0002938	1	1
OG0002939	5	5
OG0002940	1	1
OG0002941	1	1
OG0002942	1	1
OG0002943	1	1
OG0002944	1	1
OG0002945	2	2
OG0002946	1	1
OG0002947	1	1
OG0002948	1	1
OG0002949	2	2
OG0002950	1	1
OG0002951	2	2
OG0002952	4	4
OG0002953	1	1
OG0002954	2	2
OG0002955	1	1
OG0002956	4	4
OG0002957	1	1
OG0002958	5	5
OG0002959	1	1
OG0002960	1	1
OG0002961	3	3
OG0002962	1	1
OG0002963	2	2
OG0002964	2	2
OG0002965	1	1
OG0002966	1	1
OG0002967	2	2
OG0002968	3	3
OG0002969	2	2
OG0002970	1	1
OG0002971	1	1
OG0002972	1	1
OG0002973	1	1
OG0002974	1	1
OG0002975	3	3
OG0002976	1	1
OG0002977	1	1
OG0002978	1	1
OG0002979	1	1
OG0002980	1	1
OG0002981	4	4
OG0002982	1	1
OG0002983	4	4
OG0002984	1	1
OG0002985	1	1
OG0002986	1	1
OG0002987	5	5
OG0002988	2	2
OG0002989	1	1
OG0002990	4	4
OG0002991	1	1
OG0002992	1	1
OG0002993	1	1
OG0002994	1	1
OG0002995	1	1
OG0002996	1	1
OG0002997	3	3
OG0002998	1	1
OG0002999	3	3
OG0003000	2	2
OG0003001	1	1
OG0003002	1	1
OG0003003	1	1
OG0003004	1	1
OG0003005	1	1
OG0003006	1	1
OG0003007	2	2
OG0003008	1	1
OG0003009	1	1
OG0003010	1	1
OG0003011	1	1
OG0003012	1	1
OG0003013	1	1
OG0003014	1	1
OG0003015	1	1
OG0003016	1	1
OG0003017	1	1
OG0003018	1	1
OG0003019	1	1
OG0003020	1	1
OG0003021	1	1
OG0003022	1	1
OG0003023	1	1
OG0003024	1	1
OG0003025	1	1
OG0003026	1	1
OG0003027	2	2
OG0003028	1	1
OG0003029	1	1
OG0003030	4	4
OG0003031	1	1
OG0003032	1	1
OG0003033	1	1
OG0003034	1	1
OG0003035	1	1
OG0003036	1	1
OG0003037	2	2
OG0003038	1	1
OG0003039	1	1
OG0003040	2	2
OG0003041	1	1
OG0003042	1	1
OG0003043	1	1
OG0003044	1	1
OG0003045	1	1
OG0003046	1	1
OG0003047	1	1
OG0003048	2	2
OG0003049	3	3
OG0003050	1	1
OG0003051	2	2
OG0003052	2	2
OG0003053	1	1
OG0003054	1	1
OG0003055	5	5
OG0003056	1	1
OG0003057	1	1
OG0003058	2	2
OG0003059	5	5
OG0003060	2	2
OG0003061	2	2
OG0003062	1	1
OG0003063	3	3
OG0003064	1	1
OG0003065	3	3
OG0003066	1	1
OG0003067	1	1
OG0003068	1	1
OG0003069	1	1
OG0003070	1	1
OG0003071	1	1
OG0003072	5	5
OG0003073	1	1
OG0003074	1	1
OG0003075	1	1
OG0003076	1	1
OG0003077	2	2
OG0003078	1	1
OG0003079	1	1
OG0003080	1	1
OG0003081	5	5
OG0003082	1	1
OG0003083	2	2
OG0003084	1	1
OG0003085	1	1
OG0003086	1	1
OG0003087	1	1
OG0003088	1	1
OG0003089	2	2
OG0003090	1	1
OG0003091	1	1
OG0003092	1	1
OG0003093	1	1
OG0003094	1	1
OG0003095	1	1
OG0003096	2	2
OG0003097	1	1
OG0003098	2	2
OG0003099	1	1
OG0003100	1	1
OG0003101	1	1
OG0003102	1	1
OG0003103	1	1
OG0003104	1	1
OG0003105	1	1
OG0003106	5	5
OG0003107	1	1
OG0003108	1	1
OG0003109	3	3
OG0003110	2	2
OG0003111	1	1
OG0003112	1	1
OG0003113	1	1
OG0003114	1	1
OG0003115	1	1
OG0003116	1	1
OG0003117	1	1
OG0003118	2	2
OG0003119	1	1
OG0003120	1	1
OG0003121	1	1
OG0003122	1	1
OG0003123	1	1
OG0003124	2	2
OG0003125	1	1
OG0003126	1	1
OG0003127	1	1
OG0003128	2	2
OG0003129	2	2
OG0003130	1	1
OG0003131	5	5
OG0003132	1	1
OG0003133	1	1
OG0003134	1	1
OG0003135	1	1
OG0003136	1	1
OG0003137	1	1
OG0003138	2	2
OG0003139	1	1
OG0003140	2	2
OG0003141	2	2
OG0003142	1	1
OG0003143	1	1
OG0003144	1	1
OG0003145	1	1
OG0003146	1	1
OG0003147	1	1
OG0003148	1	1
OG0003149	1	1
OG0003150	1	1
OG0003151	1	1
OG0003152	1	1
OG0003153	1	1
OG0003154	1	1
OG0003155	1	1
OG0003156	1	1
OG0003157	4	4
OG0003158	1	1
OG0003159	1	1
OG0003160	1	1
OG0003161	1	1
OG0003162	1	1
OG0003163	3	3
OG0003164	1	1
OG0003165	1	1
OG0003166	1	1
OG0003167	1	1
OG0003168	1	1
OG0003169	2	2
OG0003170	1	1
OG0003171	1	1
OG0003172	2	2
OG0003173	1	1
OG0003174	1	1
OG0003175	1	1
OG0003176	5	5
OG0003177	1	1
OG0003178	1	1
OG0003179	2	2
OG0003180	1	1
OG0003181	1	1
OG0003182	1	1
OG0003183	1	1
OG0003184	1	1
OG0003185	2	2
OG0003186	1	1
OG0003187	2	2
OG0003188	1	0
OG0003189	1	1
OG0003190	1	1
OG0003191	2	2
OG0003192	4	4
OG0003193	1	1
OG0003194	2	2
OG0003195	1	1
OG0003196	1	1
OG0003197	1	1
OG0003198	1	1
OG0003199	1	1
OG0003200	2	2
OG0003201	1	1
OG0003202	2	2
OG0003203	1	1
OG0003204	1	1
OG0003205	1	1
OG0003206	1	1
OG0003207	1	1
OG0003208	1	1
OG0003209	2	2
OG0003210	5	5
OG0003211	1	1
OG0003212	1	1
OG0003213	1	1
OG0003214	1	1
OG0003215	1	1
OG0003216	1	1
OG0003217	2	2
OG0003218	1	1
OG0003219	1	1
OG0003220	1	1
OG0003221	1	1
OG0003222	2	2
OG0003223	1	1
OG0003224	1	1
OG0003225	1	1
OG0003226	1	1
OG0003227	1	1
OG0003228	1	1
OG0003229	1	1
OG0003230	1	1
OG0003231	2	2
OG0003232	1	1
OG0003233	1	1
OG0003234	1	1
OG0003235	1	1
OG0003236	1	1
OG0003237	3	3
OG0003238	5	5
OG0003239	1	1
OG0003240	1	1
OG0003241	1	1
OG0003242	1	1
OG0003243	2	2
OG0003244	1	1
OG0003245	1	1
OG0003246	1	1
OG0003247	2	2
OG0003248	1	1
OG0003249	1	1
OG0003250	1	1
OG0003251	1	1
OG0003252	1	1
OG0003253	1	1
OG0003254	1	1
OG0003255	1	1
OG0003256	2	2
OG0003257	5	5
OG0003258	2	2
OG0003259	2	2
OG0003260	1	1
OG0003261	1	1
OG0003262	1	1
OG0003263	1	1
OG0003264	2	2
OG0003265	1	1
OG0003266	1	1
OG0003267	1	1
OG0003268	1	1
OG0003269	4	4
OG0003270	1	1
OG0003271	1	1
OG0003272	4	4
OG0003273	1	1
OG0003274	2	2
OG0003275	1	1
OG0003276	1	1
OG0003277	2	2
OG0003278	1	1
OG0003279	1	1
OG0003280	1	1
OG0003281	1	1
OG0003282	1	1
OG0003283	2	2
OG0003284	1	1
OG0003285	1	1
OG0003286	1	1
OG0003287	1	1
OG0003288	1	1
OG0003289	1	1
OG0003290	1	1
OG0003291	1	1
OG0003292	3	3
OG0003293	1	1
OG0003294	1	1
OG0003295	1	1
OG0003296	1	1
OG0003297	1	1
OG0003298	2	2
OG0003299	1	1
OG0003300	2	2
OG0003301	1	1
OG0003302	1	1
OG0003303	1	1
OG0003304	1	1
OG0003305	1	1
OG0003306	1	1
OG0003307	1	1
OG0003308	1	1
OG0003309	1	1
OG0003310	4	4
OG0003311	1	1
OG0003312	1	1
OG0003313	4	4
OG0003314	2	2
OG0003315	2	2
OG0003316	1	1
OG0003317	1	1
OG0003318	2	2
OG0003319	1	1
OG0003320	1	1
OG0003321	1	1
OG0003322	1	1
OG0003323	1	1
OG0003324	1	1
OG0003325	2	2
OG0003326	2	2
OG0003327	1	1
OG0003328	5	5
OG0003329	1	1
OG0003330	1	1
OG0003331	1	1
OG0003332	1	1
OG0003333	1	1
OG0003334	2	2
OG0003335	2	2
OG0003336	1	1
OG0003337	1	1
OG0003338	1	1
OG0003339	1	1
OG0003340	1	1
OG0003341	1	1
OG0003342	1	1
OG0003343	1	1
OG0003344	2	2
OG0003345	2	2
OG0003346	3	2
OG0003347	1	1
OG0003348	1	1
OG0003349	1	1
OG0003350	2	2
OG0003351	1	1
OG0003352	1	1
OG0003353	1	1
OG0003354	1	1
OG0003355	1	1
OG0003356	1	1
OG0003357	1	1
OG0003358	1	1
OG0003359	1	1
OG0003360	2	2
OG0003361	1	1
OG0003362	1	1
OG0003363	1	1
OG0003364	2	2
OG0003365	1	1
OG0003366	1	1
OG0003367	1	1
OG0003368	2	2
OG0003369	1	1
OG0003370	2	2
OG0003371	1	1
OG0003372	5	5
OG0003373	1	1
OG0003374	1	1
OG0003375	1	1
OG0003376	1	1
OG0003377	1	1
OG0003378	4	4
OG0003379	1	1
OG0003380	1	1
OG0003381	1	1
OG0003382	1	1
OG0003383	1	1
OG0003384	1	1
OG0003385	2	2
OG0003386	1	1
OG0003387	1	1
OG0003388	1	1
OG0003389	1	1
OG0003390	1	1
OG0003391	1	1
OG0003392	1	1
OG0003393	1	1
OG0003394	1	1
OG0003395	1	1
OG0003396	1	1
OG0003397	1	1
OG0003398	1	1
OG0003399	1	1
OG0003400	3	3
OG0003401	1	1
OG0003402	1	1
OG0003403	2	2
OG0003404	1	1
OG0003405	1	1
OG0003406	1	1
OG0003407	1	1
OG0003408	1	1
OG0003409	1	1
OG0003410	1	1
OG0003411	1	1
OG0003412	1	1
OG0003413	1	1
OG0003414	1	1
OG0003415	1	1
OG0003416	5	5
OG0003417	1	1
OG0003418	5	5
OG0003419	1	1
OG0003420	1	1
OG0003421	1	1
OG0003422	1	1
OG0003423	1	1
OG0003424	1	1
OG0003425	1	1
OG0003426	2	2
OG0003427	1	1
OG0003428	1	1
OG0003429	1	1
OG0003430	1	1
OG0003431	2	2
OG0003432	1	1
OG0003433	1	1
OG0003434	1	1
OG0003435	1	1
OG0003436	1	1
OG0003437	1	1
OG0003438	1	1
OG0003439	1	1
OG0003440	1	1
OG0003441	1	1
OG0003442	1	1
OG0003443	1	1
OG0003444	1	1
OG0003445	1	1
OG0003446	1	1
OG0003447	1	1
OG0003448	1	1
OG0003449	1	1
OG0003450	2	2
OG0003451	1	1
OG0003452	1	1
OG0003453	1	1
OG0003454	1	1
OG0003455	1	1
OG0003456	1	1
OG0003457	1	1
OG0003458	1	1
OG0003459	2	2
OG0003460	1	1
OG0003461	1	1
OG0003462	1	1
OG0003463	1	1
OG0003464	1	1
OG0003465	1	1
OG0003466	4	4
OG0003467	1	1
OG0003468	2	2
OG0003469	1	1
OG0003470	1	1
OG0003471	1	1
OG0003472	1	1
OG0003473	2	2
OG0003474	1	1
OG0003475	1	1
OG0003476	2	2
OG0003477	1	1
OG0003478	1	1
OG0003479	1	1
OG0003480	1	1
OG0003481	1	1
OG0003482	1	1
OG0003483	1	1
OG0003484	1	1
OG0003485	2	2
OG0003486	2	2
OG0003487	1	1
OG0003488	1	1
OG0003489	1	1
OG0003490	1	1
OG0003491	1	1
OG0003492	1	1
OG0003493	1	1
OG0003494	1	1
OG0003495	2	2
OG0003496	1	1
OG0003497	1	1
OG0003498	2	2
OG0003499	1	1
OG0003500	2	2
OG0003501	1	1
OG0003502	4	4
OG0003503	1	1
OG0003504	2	2
OG0003505	2	2
OG0003506	1	1
OG0003507	1	1
OG0003508	2	2
OG0003509	1	1
OG0003510	2	2
OG0003511	1	1
OG0003512	4	4
OG0003513	1	1
OG0003514	1	1
OG0003515	2	2
OG0003516	1	1
OG0003517	2	2
OG0003518	1	1
OG0003519	2	2
OG0003520	2	2
OG0003521	2	2
OG0003522	1	1
OG0003523	2	2
OG0003524	2	2
OG0003525	2	2
OG0003526	1	1
OG0003527	1	1
OG0003528	1	1
OG0003529	1	1
OG0003530	1	1
OG0003531	1	1
OG0003532	1	1
OG0003533	1	1
OG0003534	1	1
OG0003535	1	1
OG0003536	3	3
OG0003537	1	1
OG0003538	1	1
OG0003539	1	1
OG0003540	2	2
OG0003541	1	1
OG0003542	1	1
OG0003543	1	1
OG0003544	1	1
OG0003545	1	1
OG0003546	2	2
OG0003547	1	1
OG0003548	2	2
OG0003549	3	3
OG0003550	2	2
OG0003551	1	1
OG0003552	2	2
OG0003553	2	2
OG0003554	1	1
OG0003555	1	1
OG0003556	2	2
OG0003557	1	1
OG0003558	2	2
OG0003559	1	1
OG0003560	1	1
OG0003561	1	1
OG0003562	1	1
OG0003563	3	3
OG0003564	1	1
OG0003565	1	1
OG0003566	1	1
OG0003567	5	5
OG0003568	1	1
OG0003569	1	1
OG0003570	1	1
OG0003571	2	2
OG0003572	1	1
OG0003573	2	2
OG0003574	1	1
OG0003575	1	1
OG0003576	1	1
OG0003577	1	1
OG0003578	1	1
OG0003579	1	1
OG0003580	1	1
OG0003581	1	1
OG0003582	1	1
OG0003583	3	3
OG0003584	1	1
OG0003585	1	1
OG0003586	1	1
OG0003587	1	1
OG0003588	3	3
OG0003589	1	1
OG0003590	2	2
OG0003591	1	1
OG0003592	2	2
OG0003593	3	3
OG0003594	2	2
OG0003595	1	1
OG0003596	1	1
OG0003597	1	1
OG0003598	1	1
OG0003599	1	1
OG0003600	1	1
OG0003601	1	1
OG0003602	1	1
OG0003603	1	1
OG0003604	2	2
OG0003605	1	1
OG0003606	1	1
OG0003607	1	1
OG0003608	5	5
OG0003609	1	1
OG0003610	1	1
OG0003611	1	1
OG0003612	1	1
OG0003613	1	1
OG0003614	1	1
OG0003615	1	1
OG0003616	1	1
OG0003617	1	1
OG0003618	1	1
OG0003619	1	1
OG0003620	1	1
OG0003621	1	1
OG0003622	1	1
OG0003623	1	1
OG0003624	1	1
OG0003625	1	1
OG0003626	2	2
OG0003627	2	2
OG0003628	1	1
OG0003629	1	1
OG0003630	1	1
OG0003631	1	1
OG0003632	1	1
OG0003633	1	1
OG0003634	1	1
OG0003635	1	1
OG0003636	1	1
OG0003637	1	1
OG0003638	1	1
OG0003639	1	1
OG0003640	1	1
OG0003641	1	1
OG0003642	1	1
OG0003643	1	1
OG0003644	1	1
OG0003645	2	2
OG0003646	1	1
OG0003647	3	3
OG0003648	1	1
OG0003649	2	2
OG0003650	3	3
OG0003651	3	3
OG0003652	2	2
OG0003653	3	3
OG0003654	2	2
OG0003655	5	5
OG0003656	3	3
OG0003657	3	3
OG0003658	2	2
OG0003659	2	2
OG0003660	1	1
OG0003661	3	3
OG0003662	2	2
OG0003663	3	3
OG0003664	4	4
OG0003665	3	3
OG0003666	3	3
OG0003667	3	3
OG0003668	3	3
OG0003669	3	3
OG0003670	2	2
OG0003671	4	4
OG0003672	5	5
OG0003673	2	2
OG0003674	3	3
OG0003675	2	2
OG0003676	4	4
OG0003677	2	2
OG0003678	5	5
OG0003679	3	3
OG0003680	5	5
OG0003681	4	4
OG0003682	1	1
OG0003683	2	2
OG0003684	5	5
OG0003685	5	5
OG0003686	3	3
OG0003687	3	3
OG0003688	5	5
OG0003689	3	3
OG0003690	2	2
OG0003691	5	5
OG0003692	2	2
OG0003693	4	4
OG0003694	2	2
OG0003695	2	2
OG0003696	1	1
OG0003697	2	2
OG0003698	2	2
OG0003699	2	2
OG0003700	1	1
OG0003701	3	3
OG0003702	2	2
OG0003703	3	3
OG0003704	2	2
OG0003705	2	2
OG0003706	3	3
OG0003707	3	3
OG0003708	2	2
OG0003709	4	4
OG0003710	2	2
OG0003711	2	2
OG0003712	2	2
OG0003713	2	2
OG0003714	4	4
OG0003715	4	4
OG0003716	3	3
OG0003717	4	4
OG0003718	2	2
OG0003719	4	4
OG0003720	3	3
OG0003721	3	3
OG0003722	3	3
OG0003723	2	2
OG0003724	2	2
OG0003725	3	3
OG0003726	2	2
OG0003727	2	2
OG0003728	2	2
OG0003729	4	4
OG0003730	4	4
OG0003731	4	4
OG0003732	4	4
OG0003733	2	2
OG0003734	2	2
OG0003735	3	3
OG0003736	3	3
OG0003737	3	3
OG0003738	2	2
OG0003739	4	4
OG0003740	4	4
OG0003741	2	2
OG0003742	4	4
OG0003743	3	3
OG0003744	1	1
OG0003745	2	2
OG0003746	2	2
OG0003747	4	4
OG0003748	2	2
OG0003749	2	2
OG0003750	2	2
OG0003751	2	2
OG0003752	2	2
OG0003753	2	2
OG0003754	4	4
OG0003755	2	2
OG0003756	4	4
OG0003757	2	2
OG0003758	2	2
OG0003759	3	3
OG0003760	3	3
OG0003761	4	4
OG0003762	1	1
OG0003763	3	3
OG0003764	2	2
OG0003765	3	3
OG0003766	2	2
OG0003767	4	4
OG0003768	4	4
OG0003769	3	3
OG0003770	2	2
OG0003771	2	2
OG0003772	4	4
OG0003773	3	3
OG0003774	4	4
OG0003775	2	2
OG0003776	2	2
OG0003777	2	2
OG0003778	3	3
OG0003779	2	2
OG0003780	3	3
OG0003781	3	3
OG0003782	3	3
OG0003783	2	2
OG0003784	2	2
OG0003785	2	2
OG0003786	2	2
OG0003787	4	4
OG0003788	2	2
OG0003789	2	2
OG0003790	2	2
OG0003791	3	3
OG0003792	3	3
OG0003793	3	3
OG0003794	2	2
OG0003795	2	2
OG0003796	2	2
OG0003797	2	2
OG0003798	2	2
OG0003799	2	2
OG0003800	3	3
OG0003801	3	3
OG0003802	2	2
OG0003803	1	1
OG0003804	2	2
OG0003805	3	3
OG0003806	3	3
OG0003807	5	5
OG0003808	2	2
OG0003809	2	2
OG0003810	3	3
OG0003811	3	3
OG0003812	2	2
OG0003813	3	3
OG0003814	4	4
OG0003815	3	3
OG0003816	2	2
OG0003817	4	4
OG0003818	3	3
OG0003819	3	3
OG0003820	2	2
OG0003821	1	1
OG0003822	1	1
OG0003823	3	3
OG0003824	2	2
OG0003825	2	2
OG0003826	3	3
OG0003827	3	3
OG0003828	2	2
OG0003829	2	2
OG0003830	3	3
OG0003831	1	1
OG0003832	1	1
OG0003833	2	2
OG0003834	3	3
OG0003835	2	2
OG0003836	4	4
OG0003837	4	4
OG0003838	2	2
OG0003839	1	1
OG0003840	3	3
OG0003841	2	2
OG0003842	3	3
OG0003843	2	2
OG0003844	3	3
OG0003845	3	3
OG0003846	1	1
OG0003847	2	2
OG0003848	3	3
OG0003849	2	2
OG0003850	3	3
OG0003851	1	1
OG0003852	2	2
OG0003853	1	1
OG0003854	2	2
OG0003855	2	2
OG0003856	1	1
OG0003857	3	3
OG0003858	1	1
OG0003859	1	1
OG0003860	1	1
OG0003861	3	3
OG0003862	2	2
OG0003863	2	2
OG0003864	4	4
OG0003865	2	2
OG0003866	2	2
OG0003867	3	3
OG0003868	4	4
OG0003869	2	2
OG0003870	3	3
OG0003871	2	2
OG0003872	2	2
OG0003873	2	2
OG0003874	3	3
OG0003875	2	2
OG0003876	2	2
OG0003877	3	3
OG0003878	2	2
OG0003879	2	2
OG0003880	2	2
OG0003881	3	3
OG0003882	3	3
OG0003883	2	2
OG0003884	1	1
OG0003885	2	2
OG0003886	2	2
OG0003887	2	2
OG0003888	1	1
OG0003889	2	2
OG0003890	2	2
OG0003891	2	2
OG0003892	2	2
OG0003893	3	3
OG0003894	2	2
OG0003895	2	2
OG0003896	2	2
OG0003897	1	1
OG0003898	3	3
OG0003899	2	2
OG0003900	2	2
OG0003901	1	1
OG0003902	2	2
OG0003903	2	2
OG0003904	4	4
OG0003905	2	2
OG0003906	1	1
OG0003907	3	3
OG0003908	1	1
OG0003909	2	2
OG0003910	3	3
OG0003911	2	2
OG0003912	1	1
OG0003913	2	2
OG0003914	4	4
OG0003915	2	2
OG0003916	3	3
OG0003917	1	1
OG0003918	2	2
OG0003919	4	4
OG0003920	2	2
OG0003921	5	5
OG0003922	5	5
OG0003923	5	5
OG0003924	5	5
OG0003925	5	5
OG0003926	5	5
OG0003927	5	5
OG0003928	5	5
OG0003929	5	5
OG0003930	5	5
OG0003931	5	5
OG0003932	5	5
OG0003933	4	4
OG0003934	5	5
OG0003935	5	5
OG0003936	5	5
OG0003937	5	5
OG0003938	5	5
OG0003939	5	5
OG0003940	5	5
OG0003941	5	5
OG0003942	5	5
OG0003943	5	5
OG0003944	4	4
OG0003945	5	5
OG0003946	4	4
OG0003947	5	5
OG0003948	5	5
OG0003949	5	5
OG0003950	4	4
OG0003951	5	5
OG0003952	5	5
OG0003953	5	5
OG0003954	5	5
OG0003955	5	5
OG0003956	5	5
OG0003957	5	5
OG0003958	5	5
OG0003959	5	5
OG0003960	5	5
OG0003961	5	5
OG0003962	5	5
OG0003963	5	5
OG0003964	5	5
OG0003965	5	5
OG0003966	5	5
OG0003967	5	5
OG0003968	5	5
OG0003969	5	5
OG0003970	5	5
OG0003971	5	5
OG0003972	5	5
OG0003973	5	5
OG0003974	5	5
OG0003975	5	5
OG0003976	5	5
OG0003977	5	5
OG0003978	5	5
OG0003979	5	5
OG0003980	5	5
OG0003981	5	5
OG0003982	5	5
OG0003983	5	5
OG0003984	5	5
OG0003985	5	5
OG0003986	5	5
OG0003987	5	5
OG0003988	5	5
OG0003989	5	5
OG0003990	5	5
OG0003991	5	5
OG0003992	5	5
OG0003993	5	5
OG0003994	5	5
OG0003995	5	5
OG0003996	5	5
OG0003997	5	5
OG0003998	5	5
OG0003999	5	5
OG0004000	5	5
OG0004001	5	5
OG0004002	5	5
OG0004003	5	5
OG0004004	5	5
OG0004005	5	5
OG0004006	5	5
OG0004007	5	5
OG0004008	5	5
OG0004009	5	5
OG0004010	5	5
OG0004011	5	5
OG0004012	5	5
OG0004013	5	5
OG0004014	5	5
OG0004015	5	5
OG0004016	5	5
OG0004017	5	5
OG0004018	5	5
OG0004019	5	5
OG0004020	5	5
OG0004021	5	5
OG0004022	2	2
OG0004023	2	2
OG0004024	0	0
OG0004025	4	4
OG0004026	4	4
OG0004027	1	1
OG0004028	0	0
OG0004029	1	1
OG0004030	4	4
OG0004031	2	2
OG0004032	4	4
OG0004033	0	0
OG0004034	0	0
OG0004035	4	4
OG0004036	0	0
OG0004037	0	0
OG0004038	1	1
OG0004039	0	0
OG0004040	0	0
OG0004041	0	0
OG0004042	1	1
OG0004043	1	1
OG0004044	1	1
OG0004045	0	0
OG0004046	3	3
OG0004047	0	0
OG0004048	4	4
OG0004049	1	1
OG0004050	0	0
OG0004051	0	0
OG0004052	1	1
OG0004053	4	4
OG0004054	0	0
OG0004055	0	0
OG0004056	0	0
OG0004057	4	4
OG0004058	0	0
OG0004059	0	0
OG0004060	0	0
OG0004061	0	0
OG0004062	0	0
OG0004063	0	0
OG0004064	3	3
OG0004065	3	3
OG0004066	0	0
OG0004067	0	0
OG0004068	0	0
OG0004069	0	0
OG0004070	1	1
OG0004071	0	0
OG0004072	0	0
OG0004073	1	1
OG0004074	2	2
OG0004075	0	0
OG0004076	3	3
OG0004077	4	4
OG0004078	2	2
OG0004079	0	0
OG0004080	0	0
OG0004081	0	0
OG0004082	0	0
OG0004083	0	0
OG0004084	0	0
OG0004085	0	0
OG0004086	0	0
OG0004087	0	0
OG0004088	0	0
OG0004089	4	4
OG0004090	0	0
OG0004091	0	0
OG0004092	0	0
OG0004093	0	0
OG0004094	0	0
OG0004095	0	0
OG0004096	0	0
OG0004097	0	0
OG0004098	0	0
OG0004099	4	4
OG0004100	0	0
OG0004101	1	1
OG0004102	1	1
OG0004103	0	0
OG0004104	0	0
OG0004105	0	0
OG0004106	0	0
OG0004107	0	0
OG0004108	1	1
OG0004109	0	0
OG0004110	0	0
OG0004111	0	0
OG0004112	0	0
OG0004113	0	0
OG0004114	2	2
OG0004115	0	0
OG0004116	1	1
OG0004117	0	0
OG0004118	1	1
OG0004119	0	0
OG0004120	0	0
OG0004121	4	4
OG0004122	0	0
OG0004123	0	0
OG0004124	0	0
OG0004125	4	4
OG0004126	0	0
OG0004127	0	0
OG0004128	0	0
OG0004129	0	0
OG0004130	0	0
OG0004131	0	0
OG0004132	4	4
OG0004133	0	0
OG0004134	0	0
OG0004135	0	0
OG0004136	0	0
OG0004137	4	4
OG0004138	0	0
OG0004139	0	0
OG0004140	1	1
OG0004141	2	2
OG0004142	4	4
OG0004143	4	4
OG0004144	1	1
OG0004145	1	1
OG0004146	0	0
OG0004147	0	0
OG0004148	4	4
OG0004149	4	4
OG0004150	0	0
OG0004151	1	1
OG0004152	0	0
OG0004153	0	0
OG0004154	0	0
OG0004155	0	0
OG0004156	0	0
OG0004157	0	0
OG0004158	0	0
OG0004159	0	0
OG0004160	3	3
OG0004161	1	1
OG0004162	0	0
OG0004163	0	0
OG0004164	0	0
OG0004165	0	0
OG0004166	1	1
OG0004167	4	4
OG0004168	0	0
OG0004169	0	0
OG0004170	0	0
OG0004171	0	0
OG0004172	4	4
OG0004173	4	4
OG0004174	2	2
OG0004175	0	0
OG0004176	4	4
OG0004177	1	1
OG0004178	0	0
OG0004179	0	0
OG0004180	0	0
