Orthogroup	Duplications (all)	Duplications (50% support)
OG0001387	3	3
OG0001388	3	3
OG0001389	3	3
OG0001390	4	4
OG0001391	3	3
OG0001392	3	3
OG0001393	3	3
OG0001394	3	3
OG0001395	3	3
OG0001396	3	3
OG0001397	3	1
OG0001398	3	3
OG0001399	2	2
OG0001400	5	5
OG0001401	1	1
OG0001402	3	3
OG0001403	5	5
OG0001404	6	6
OG0001405	7	7
OG0001406	3	3
OG0001407	3	3
OG0001408	3	3
OG0001409	3	3
OG0001410	2	2
OG0001411	3	3
OG0001412	7	7
OG0001413	2	2
OG0001414	3	3
OG0001415	3	3
OG0001416	3	3
OG0001417	7	7
OG0001418	3	3
OG0001419	4	4
OG0001420	3	3
OG0001421	2	2
OG0001422	2	2
OG0001423	3	3
OG0001424	2	2
OG0001425	3	3
OG0001426	4	4
OG0001427	4	4
OG0001428	3	3
OG0001429	3	3
OG0001430	2	2
OG0001431	2	2
OG0001432	3	3
OG0001433	7	7
OG0001434	7	7
OG0001435	3	3
OG0001436	3	3
OG0001437	2	2
OG0001438	2	2
OG0001439	3	3
OG0001440	3	3
OG0001441	7	7
OG0001442	2	2
OG0001443	2	2
OG0001444	2	2
OG0001445	3	3
OG0001446	2	2
OG0001447	6	6
OG0001448	3	3
OG0001449	3	3
OG0001450	3	3
OG0001451	3	3
OG0001452	7	7
OG0001453	2	2
OG0001454	1	1
OG0001455	3	3
OG0001456	3	3
OG0001457	3	3
OG0001458	3	3
OG0001459	3	3
OG0001460	4	4
OG0001461	2	2
OG0001462	2	2
OG0001463	3	3
OG0001464	3	3
OG0001465	1	1
OG0001466	3	2
OG0001467	4	4
OG0001468	3	3
OG0001469	2	2
OG0001470	2	2
OG0001471	2	2
OG0001472	2	1
OG0001473	3	3
OG0001474	3	3
OG0001475	3	3
OG0001476	3	3
OG0001477	3	3
OG0001478	3	3
OG0001479	3	3
OG0001480	3	3
OG0001481	3	3
OG0001482	2	1
OG0001483	1	1
OG0001484	7	7
OG0001485	3	3
OG0001486	3	3
OG0001487	2	2
OG0001488	4	4
OG0001489	2	2
OG0001490	2	1
OG0001491	1	1
OG0001492	7	7
OG0001493	4	4
OG0001494	3	3
OG0001495	3	3
OG0001496	3	3
OG0001497	3	3
OG0001498	2	2
OG0001499	3	3
OG0001500	2	2
OG0001501	3	3
OG0001502	2	2
OG0001503	3	3
OG0001504	3	3
OG0001505	3	3
OG0001506	3	3
OG0001507	2	2
OG0001508	6	6
OG0001509	3	3
OG0001510	3	3
OG0001511	3	3
OG0001512	3	3
OG0001513	3	3
OG0001514	2	2
OG0001515	1	1
OG0001516	3	3
OG0001517	3	3
OG0001518	3	3
OG0001519	2	2
OG0001520	3	3
OG0001521	3	3
OG0001522	3	3
OG0001523	2	2
OG0001524	2	2
OG0001525	2	2
OG0001526	3	3
OG0001527	3	3
OG0001528	2	2
OG0001529	4	4
OG0001530	2	2
OG0001531	1	1
OG0001532	3	3
OG0001533	3	3
OG0001534	3	3
OG0001535	2	2
OG0001536	2	1
OG0001537	3	3
OG0001538	4	4
OG0001539	3	3
OG0001540	2	2
OG0001541	7	7
OG0001542	3	3
OG0001543	3	3
OG0001544	6	6
OG0001545	1	1
OG0001546	3	3
OG0001547	3	3
OG0001548	2	2
OG0001549	2	2
OG0001550	2	2
OG0001551	4	4
OG0001552	3	3
OG0001553	2	2
OG0001554	3	3
OG0001555	5	5
OG0001556	3	2
OG0001557	1	1
OG0001558	5	5
OG0001559	3	3
OG0001560	2	2
OG0001561	3	3
OG0001562	2	2
OG0001563	2	2
OG0001564	3	3
OG0001565	5	5
OG0001566	2	2
OG0001567	7	7
OG0001568	3	3
OG0001569	3	3
OG0001570	3	3
OG0001571	1	1
OG0001572	3	3
OG0001573	2	2
OG0001574	3	3
OG0001575	3	3
OG0001576	4	4
OG0001577	3	3
OG0001578	2	1
OG0001579	2	2
OG0001580	6	6
OG0001581	3	3
OG0001582	3	3
OG0001583	3	1
OG0001584	2	2
OG0001585	2	2
OG0001586	3	3
OG0001587	3	3
OG0001588	7	7
OG0001589	3	3
OG0001590	2	2
OG0001591	3	3
OG0001592	1	1
OG0001593	3	3
OG0001594	3	3
OG0001595	3	3
OG0001596	2	2
OG0001597	3	3
OG0001598	3	3
OG0001599	3	3
OG0001600	3	3
OG0001601	3	3
OG0001602	2	2
OG0001603	3	3
OG0001604	3	3
OG0001605	4	4
OG0001606	3	3
OG0001607	3	3
OG0001608	3	3
OG0001609	2	2
OG0001610	1	1
OG0001611	1	1
OG0001612	3	2
OG0001613	4	4
OG0001614	3	3
OG0001615	3	3
OG0001616	2	2
OG0001617	3	3
OG0001618	3	3
OG0001619	3	3
OG0001620	3	3
OG0001621	3	3
OG0001622	3	3
OG0001623	3	3
OG0001624	5	5
OG0001625	5	5
OG0001626	3	3
OG0001627	5	5
OG0001628	2	2
OG0001629	3	3
OG0001630	4	4
OG0001631	3	3
OG0001632	4	4
OG0001633	3	3
OG0001634	3	3
OG0001635	6	6
OG0001636	4	4
OG0001637	3	3
OG0001638	5	5
OG0001639	3	3
OG0001640	5	5
OG0001641	3	3
OG0001642	3	3
OG0001643	2	2
OG0001644	4	4
OG0001645	3	3
OG0001646	4	4
OG0001647	2	1
OG0001648	2	2
OG0001649	3	3
OG0001650	2	2
OG0001651	2	2
OG0001652	3	3
OG0001653	6	6
OG0001654	3	3
OG0001655	2	2
OG0001656	4	4
OG0001657	2	2
OG0001658	3	3
OG0001659	2	2
OG0001660	2	1
OG0001661	3	3
OG0001662	3	3
OG0001663	3	3
OG0001664	4	4
OG0001665	4	4
OG0001666	3	3
OG0001667	2	2
OG0001668	3	3
OG0001669	3	3
OG0001670	3	3
OG0001671	3	3
OG0001672	2	2
OG0001673	3	3
OG0001674	3	3
OG0001675	5	5
OG0001676	2	2
OG0001677	2	2
OG0001678	3	3
OG0001679	3	3
OG0001680	3	2
OG0001681	3	3
OG0001682	3	3
OG0001683	1	1
OG0001684	2	2
OG0001685	2	2
OG0001686	3	3
OG0001687	3	3
OG0001688	3	3
OG0001689	3	3
OG0001690	4	4
OG0001691	3	3
OG0001692	2	2
OG0001693	3	3
OG0001694	3	3
OG0001695	3	3
OG0001696	4	4
OG0001697	3	3
OG0001698	2	2
OG0001699	4	4
OG0001700	1	1
OG0001701	2	2
OG0001702	3	3
OG0001703	2	2
OG0001704	4	4
OG0001705	3	2
OG0001706	2	2
OG0001707	3	3
OG0001708	2	1
OG0001709	3	3
OG0001710	3	3
OG0001711	4	4
OG0001712	2	2
OG0001713	2	2
OG0001714	4	4
OG0001715	5	5
OG0001716	4	4
OG0001717	5	5
OG0001718	4	4
OG0001719	3	3
OG0001720	6	6
OG0001721	4	4
OG0001722	3	3
OG0001723	5	5
OG0001724	4	4
OG0001725	4	4
OG0001726	5	5
OG0001727	6	6
OG0001728	5	5
OG0001729	6	6
OG0001730	6	6
OG0001731	4	4
OG0001732	6	6
OG0001733	4	4
OG0001734	3	3
OG0001735	5	5
OG0001736	5	5
OG0001737	5	5
OG0001738	4	4
OG0001739	4	4
OG0001740	4	4
OG0001741	5	5
OG0001742	4	4
OG0001743	4	4
OG0001744	4	4
OG0001745	6	6
OG0001746	5	5
OG0001747	4	4
OG0001748	4	4
OG0001749	4	4
OG0001750	4	4
OG0001751	4	4
OG0001752	3	3
OG0001753	5	5
OG0001754	4	4
OG0001755	5	5
OG0001756	5	5
OG0001757	6	6
OG0001758	4	4
OG0001759	6	6
OG0001760	3	3
OG0001761	4	4
OG0001762	3	3
OG0001763	5	5
OG0001764	3	3
OG0001765	4	4
OG0001766	3	3
OG0001767	3	3
OG0001768	4	4
OG0001769	4	4
OG0001770	4	4
OG0001771	6	6
OG0001772	5	5
OG0001773	5	5
OG0001774	4	4
OG0001775	2	2
OG0001776	6	6
OG0001777	3	3
OG0001778	3	3
OG0001779	4	4
OG0001780	5	5
OG0001781	4	4
OG0001782	3	3
OG0001783	4	4
OG0001784	3	3
OG0001785	4	4
OG0001786	3	3
OG0001787	3	3
OG0001788	6	6
OG0001789	7	7
OG0001790	7	7
OG0001791	7	7
OG0001792	7	7
OG0001793	7	7
OG0001794	7	7
OG0001795	7	7
OG0001796	7	7
OG0001797	7	7
OG0001798	7	7
OG0001799	7	7
OG0001800	7	7
OG0001801	7	7
OG0001802	6	6
OG0001803	7	7
OG0001804	6	6
OG0001805	6	6
OG0001806	6	6
OG0001807	7	7
OG0001808	7	7
OG0001809	7	7
OG0001810	7	7
OG0001811	7	7
OG0001812	7	7
OG0001813	7	7
OG0001814	7	7
OG0001815	7	7
OG0001816	7	7
OG0001817	7	7
OG0001818	7	7
OG0001819	7	7
OG0001820	7	7
OG0001821	7	7
OG0001822	7	7
OG0001823	7	7
OG0001824	7	7
OG0001825	7	7
OG0001826	7	7
OG0001827	7	7
OG0001828	7	7
OG0001829	7	7
OG0001830	7	7
OG0001831	7	7
OG0001832	7	7
OG0001833	7	7
OG0001834	7	7
OG0001835	7	7
OG0001836	7	7
OG0001837	7	7
OG0001838	7	7
OG0001839	7	7
OG0001840	7	7
OG0001841	7	7
OG0001842	7	7
OG0001843	7	7
OG0001844	7	7
OG0001845	7	7
OG0001846	7	7
OG0001847	7	7
OG0001848	7	7
OG0001849	7	7
OG0001850	2	2
OG0001851	3	3
OG0001852	2	2
OG0001853	6	6
OG0001854	6	6
OG0001855	3	3
OG0001856	2	2
OG0001857	2	2
OG0001858	2	2
OG0001859	1	1
OG0001860	2	2
OG0001861	2	2
OG0001862	2	2
OG0001863	3	2
OG0001864	2	2
OG0001865	2	2
OG0001866	2	2
OG0001867	1	1
OG0001868	1	0
OG0001869	2	2
OG0001870	2	2
OG0001871	6	6
OG0001872	6	6
OG0001873	6	6
OG0001874	2	2
OG0001875	1	1
OG0001876	2	2
OG0001877	1	1
OG0001878	2	2
OG0001879	1	1
OG0001880	2	2
OG0001881	1	0
OG0001882	2	2
OG0001883	2	2
OG0001884	1	1
OG0001885	2	2
OG0001886	2	2
OG0001887	4	4
OG0001888	2	2
OG0001889	2	2
OG0001890	2	2
OG0001891	2	2
OG0001892	2	2
OG0001893	5	5
OG0001894	4	3
OG0001895	2	2
OG0001896	1	1
OG0001897	1	1
OG0001898	2	2
OG0001899	2	2
OG0001900	2	2
OG0001901	2	2
OG0001902	2	2
OG0001903	2	2
OG0001904	6	6
OG0001905	3	3
OG0001906	2	2
OG0001907	6	6
OG0001908	2	2
OG0001909	2	2
OG0001910	1	1
OG0001911	6	6
OG0001912	2	2
OG0001913	2	2
OG0001914	6	6
OG0001915	2	2
OG0001916	2	2
OG0001917	6	6
OG0001918	2	2
OG0001919	6	6
OG0001920	3	3
OG0001921	6	6
OG0001922	2	2
OG0001923	2	2
OG0001924	2	2
OG0001925	2	2
OG0001926	2	2
OG0001927	2	2
OG0001928	2	2
OG0001929	2	2
OG0001930	3	3
OG0001931	2	2
OG0001932	1	1
OG0001933	2	2
OG0001934	3	3
OG0001935	2	2
OG0001936	3	3
OG0001937	2	2
OG0001938	3	3
OG0001939	1	1
OG0001940	1	1
OG0001941	3	3
OG0001942	2	2
OG0001943	3	3
OG0001944	3	3
OG0001945	2	2
OG0001946	2	2
OG0001947	2	2
OG0001948	1	1
OG0001949	2	2
OG0001950	2	2
OG0001951	2	2
OG0001952	2	2
OG0001953	1	1
OG0001954	4	4
OG0001955	2	2
OG0001956	2	2
OG0001957	2	2
OG0001958	2	2
OG0001959	6	6
OG0001960	2	2
OG0001961	2	2
OG0001962	2	2
OG0001963	1	1
OG0001964	2	2
OG0001965	3	3
OG0001966	2	2
OG0001967	3	3
OG0001968	2	2
OG0001969	2	2
OG0001970	2	2
OG0001971	2	2
OG0001972	2	0
OG0001973	3	3
OG0001974	2	2
OG0001975	1	1
OG0001976	2	2
OG0001977	1	0
OG0001978	2	2
OG0001979	2	2
OG0001980	2	2
OG0001981	4	4
OG0001982	2	2
OG0001983	2	2
OG0001984	2	2
OG0001985	6	6
OG0001986	6	6
OG0001987	2	2
OG0001988	1	1
OG0001989	1	1
OG0001990	2	2
OG0001991	2	2
OG0001992	4	4
OG0001993	6	6
OG0001994	2	2
OG0001995	1	1
OG0001996	1	1
OG0001997	1	1
OG0001998	2	2
OG0001999	2	2
OG0002000	6	6
OG0002001	2	2
OG0002002	2	2
OG0002003	2	2
OG0002004	1	1
OG0002005	3	3
OG0002006	2	2
OG0002007	1	1
OG0002008	2	2
OG0002009	1	1
OG0002010	2	2
OG0002011	2	2
OG0002012	6	6
OG0002013	2	2
OG0002014	2	2
OG0002015	1	1
OG0002016	5	5
OG0002017	2	2
OG0002018	2	2
OG0002019	1	1
OG0002020	1	1
OG0002021	2	2
OG0002022	2	2
OG0002023	2	2
OG0002024	2	2
OG0002025	3	3
OG0002026	2	2
OG0002027	1	1
OG0002028	5	5
OG0002029	2	2
OG0002030	2	2
OG0002031	1	1
OG0002032	2	2
OG0002033	2	2
OG0002034	3	3
OG0002035	2	2
OG0002036	2	2
OG0002037	3	3
OG0002038	4	4
OG0002039	2	2
OG0002040	2	2
OG0002041	1	1
OG0002042	1	1
OG0002043	2	2
OG0002044	1	1
OG0002045	2	2
OG0002046	6	6
OG0002047	6	6
OG0002048	2	2
OG0002049	2	2
OG0002050	2	2
OG0002051	2	2
OG0002052	2	2
OG0002053	5	5
OG0002054	3	3
OG0002055	1	0
OG0002056	2	2
OG0002057	3	3
OG0002058	2	2
OG0002059	2	2
OG0002060	3	3
OG0002061	3	3
OG0002062	2	2
OG0002063	2	2
OG0002064	1	0
OG0002065	6	6
OG0002066	2	2
OG0002067	2	2
OG0002068	3	3
OG0002069	2	2
OG0002070	2	2
OG0002071	2	2
OG0002072	1	1
OG0002073	1	1
OG0002074	1	1
OG0002075	2	2
OG0002076	2	2
OG0002077	2	2
OG0002078	2	2
OG0002079	2	2
OG0002080	2	2
OG0002081	6	6
OG0002082	2	2
OG0002083	6	6
OG0002084	2	2
OG0002085	2	2
OG0002086	2	2
OG0002087	2	2
OG0002088	2	2
OG0002089	3	3
OG0002090	2	2
OG0002091	3	3
OG0002092	2	2
OG0002093	1	1
OG0002094	3	3
OG0002095	2	2
OG0002096	2	2
OG0002097	2	2
OG0002098	3	3
OG0002099	2	2
OG0002100	2	2
OG0002101	2	2
OG0002102	1	1
OG0002103	1	1
OG0002104	4	4
OG0002105	3	3
OG0002106	6	6
OG0002107	2	2
OG0002108	1	1
OG0002109	2	2
OG0002110	2	2
OG0002111	3	2
OG0002112	2	2
OG0002113	2	2
OG0002114	2	2
OG0002115	6	6
OG0002116	2	2
OG0002117	6	6
OG0002118	6	6
OG0002119	3	3
OG0002120	2	2
OG0002121	2	2
OG0002122	2	2
OG0002123	3	3
OG0002124	2	2
OG0002125	2	2
OG0002126	2	2
OG0002127	2	2
OG0002128	3	3
OG0002129	2	2
OG0002130	2	2
OG0002131	2	2
OG0002132	2	2
OG0002133	2	2
OG0002134	1	0
OG0002135	2	2
OG0002136	2	2
OG0002137	2	2
OG0002138	3	3
OG0002139	4	4
OG0002140	2	2
OG0002141	1	1
OG0002142	2	2
OG0002143	2	2
OG0002144	2	2
OG0002145	2	2
OG0002146	1	1
OG0002147	2	2
OG0002148	2	2
OG0002149	2	2
OG0002150	2	2
OG0002151	2	2
OG0002152	2	2
OG0002153	2	2
OG0002154	2	2
OG0002155	1	1
OG0002156	4	4
OG0002157	1	1
OG0002158	2	2
OG0002159	2	2
OG0002160	2	2
OG0002161	2	2
OG0002162	2	2
OG0002163	2	2
OG0002164	1	0
OG0002165	2	2
OG0002166	2	2
OG0002167	3	3
OG0002168	2	2
OG0002169	2	2
OG0002170	2	2
OG0002171	2	2
OG0002172	2	2
OG0002173	1	1
OG0002174	2	2
OG0002175	2	2
OG0002176	2	2
OG0002177	3	3
OG0002178	1	1
OG0002179	3	3
OG0002180	2	2
OG0002181	2	2
OG0002182	2	2
OG0002183	2	2
OG0002184	2	2
OG0002185	3	3
OG0002186	2	2
OG0002187	1	1
OG0002188	2	2
OG0002189	2	2
OG0002190	2	2
OG0002191	1	1
OG0002192	1	1
OG0002193	4	4
OG0002194	3	3
OG0002195	4	3
OG0002196	3	3
OG0002197	2	2
OG0002198	2	2
OG0002199	3	3
OG0002200	1	1
OG0002201	1	1
OG0002202	2	2
OG0002203	2	2
OG0002204	1	0
OG0002205	2	2
OG0002206	2	2
OG0002207	2	2
OG0002208	3	3
OG0002209	2	2
OG0002210	2	2
OG0002211	2	2
OG0002212	2	2
OG0002213	2	2
OG0002214	2	2
OG0002215	2	2
OG0002216	3	3
OG0002217	2	2
OG0002218	2	2
OG0002219	2	2
OG0002220	2	2
OG0002221	2	2
OG0002222	2	2
OG0002223	2	2
OG0002224	1	1
OG0002225	2	2
OG0002226	2	2
OG0002227	1	1
OG0002228	1	1
OG0002229	1	1
OG0002230	2	1
OG0002231	5	5
OG0002232	2	2
OG0002233	2	2
OG0002234	2	2
OG0002235	2	2
OG0002236	2	2
OG0002237	2	2
OG0002238	2	2
OG0002239	1	1
OG0002240	2	2
OG0002241	1	1
OG0002242	2	2
OG0002243	2	2
OG0002244	2	2
OG0002245	2	2
OG0002246	2	2
OG0002247	2	2
OG0002248	2	2
OG0002249	1	1
OG0002250	2	2
OG0002251	2	2
OG0002252	1	0
OG0002253	2	2
OG0002254	3	3
OG0002255	2	2
OG0002256	2	2
OG0002257	1	1
OG0002258	5	5
OG0002259	1	1
OG0002260	2	2
OG0002261	3	3
OG0002262	4	4
OG0002263	1	1
OG0002264	3	3
OG0002265	2	2
OG0002266	2	2
OG0002267	2	2
OG0002268	2	2
OG0002269	2	2
OG0002270	3	3
OG0002271	5	5
OG0002272	2	2
OG0002273	3	3
OG0002274	2	2
OG0002275	6	6
OG0002276	2	2
OG0002277	2	2
OG0002278	2	2
OG0002279	1	1
OG0002280	2	2
OG0002281	3	3
OG0002282	2	2
OG0002283	2	2
OG0002284	3	3
OG0002285	1	1
OG0002286	1	1
OG0002287	2	2
OG0002288	1	1
OG0002289	3	3
OG0002290	2	2
OG0002291	3	3
OG0002292	2	2
OG0002293	2	2
OG0002294	1	1
OG0002295	1	1
OG0002296	2	1
OG0002297	2	2
OG0002298	1	0
OG0002299	2	2
OG0002300	1	1
OG0002301	2	2
OG0002302	1	1
OG0002303	2	2
OG0002304	2	2
OG0002305	1	1
OG0002306	2	2
OG0002307	2	2
OG0002308	2	2
OG0002309	2	2
OG0002310	2	2
OG0002311	2	2
OG0002312	2	2
OG0002313	2	2
OG0002314	3	3
OG0002315	1	1
OG0002316	2	2
OG0002317	2	2
OG0002318	2	2
OG0002319	2	2
OG0002320	2	2
OG0002321	2	2
OG0002322	1	0
OG0002323	1	1
OG0002324	2	2
OG0002325	2	2
OG0002326	2	2
OG0002327	1	1
OG0002328	3	3
OG0002329	2	2
OG0002330	2	2
OG0002331	2	2
OG0002332	3	3
OG0002333	2	2
OG0002334	2	2
OG0002335	2	2
OG0002336	2	2
OG0002337	2	2
OG0002338	2	2
OG0002339	2	2
OG0002340	2	2
OG0002341	1	1
OG0002342	1	1
OG0002343	2	2
OG0002344	2	2
OG0002345	3	3
OG0002346	1	1
OG0002347	2	2
OG0002348	2	2
OG0002349	1	1
OG0002350	2	2
OG0002351	2	2
OG0002352	1	0
OG0002353	1	1
OG0002354	3	3
OG0002355	3	3
OG0002356	2	2
OG0002357	1	1
OG0002358	2	2
OG0002359	2	2
OG0002360	1	1
OG0002361	2	2
OG0002362	2	2
OG0002363	3	3
OG0002364	2	2
OG0002365	2	2
OG0002366	2	2
OG0002367	2	2
OG0002368	3	3
OG0002369	2	2
OG0002370	2	2
OG0002371	2	2
OG0002372	3	3
OG0002373	2	2
OG0002374	1	0
OG0002375	2	2
OG0002376	2	2
OG0002377	2	2
OG0002378	3	3
OG0002379	2	2
OG0002380	2	2
OG0002381	2	2
OG0002382	2	2
OG0002383	2	2
OG0002384	2	2
OG0002385	2	2
OG0002386	2	2
OG0002387	2	2
OG0002388	2	2
OG0002389	2	2
OG0002390	4	4
OG0002391	2	2
OG0002392	3	3
OG0002393	5	5
OG0002394	2	2
OG0002395	2	2
OG0002396	2	2
OG0002397	2	2
OG0002398	2	2
OG0002399	2	2
OG0002400	3	3
OG0002401	2	2
OG0002402	2	2
OG0002403	4	4
OG0002404	4	4
OG0002405	3	3
OG0002406	2	2
OG0002407	2	2
OG0002408	2	2
OG0002409	2	2
OG0002410	2	1
OG0002411	3	3
OG0002412	2	2
OG0002413	2	2
OG0002414	2	2
OG0002415	2	2
OG0002416	2	2
OG0002417	2	2
OG0002418	2	2
OG0002419	2	2
OG0002420	2	2
OG0002421	2	2
OG0002422	3	3
OG0002423	2	2
OG0002424	3	3
OG0002425	2	2
OG0002426	2	2
OG0002427	2	2
OG0002428	5	5
OG0002429	2	2
OG0002430	2	2
OG0002431	3	3
OG0002432	2	2
OG0002433	1	1
OG0002434	3	3
OG0002435	2	2
OG0002436	2	2
OG0002437	2	2
OG0002438	2	2
OG0002439	2	2
OG0002440	2	2
OG0002441	2	2
OG0002442	2	2
OG0002443	3	3
OG0002444	2	2
OG0002445	1	1
OG0002446	2	2
OG0002447	3	3
OG0002448	2	2
OG0002449	3	3
OG0002450	4	4
OG0002451	4	4
OG0002452	5	5
OG0002453	4	4
OG0002454	4	4
OG0002455	5	5
OG0002456	5	5
OG0002457	4	4
OG0002458	3	3
OG0002459	4	4
OG0002460	3	3
OG0002461	3	3
OG0002462	5	5
OG0002463	3	3
OG0002464	3	3
OG0002465	5	5
OG0002466	5	5
OG0002467	5	5
OG0002468	3	3
OG0002469	3	3
OG0002470	3	3
OG0002471	2	2
OG0002472	3	3
OG0002473	5	5
OG0002474	5	5
OG0002475	3	3
OG0002476	5	5
OG0002477	6	6
OG0002478	3	3
OG0002479	4	4
OG0002480	5	5
OG0002481	4	4
OG0002482	4	4
OG0002483	5	5
OG0002484	3	3
OG0002485	4	4
OG0002486	5	5
OG0002487	3	3
OG0002488	4	4
OG0002489	5	5
OG0002490	3	3
OG0002491	2	2
OG0002492	5	5
OG0002493	4	4
OG0002494	3	3
OG0002495	3	3
OG0002496	4	4
OG0002497	5	5
OG0002498	2	2
OG0002499	5	5
OG0002500	5	5
OG0002501	3	3
OG0002502	5	5
OG0002503	3	3
OG0002504	3	3
OG0002505	5	5
OG0002506	5	5
OG0002507	3	3
OG0002508	5	5
OG0002509	4	4
OG0002510	3	3
OG0002511	3	3
OG0002512	5	5
OG0002513	5	5
OG0002514	3	3
OG0002515	4	4
OG0002516	2	2
OG0002517	3	3
OG0002518	3	3
OG0002519	2	2
OG0002520	3	3
OG0002521	3	3
OG0002522	5	5
OG0002523	4	4
OG0002524	3	3
OG0002525	4	4
OG0002526	3	3
OG0002527	5	5
OG0002528	4	4
OG0002529	3	3
OG0002530	5	5
OG0002531	4	4
OG0002532	3	3
OG0002533	3	3
OG0002534	4	4
OG0002535	3	3
OG0002536	2	2
OG0002537	3	3
OG0002538	5	5
OG0002539	3	3
OG0002540	5	5
OG0002541	3	3
OG0002542	2	2
OG0002543	3	3
OG0002544	4	4
OG0002545	2	2
OG0002546	2	1
OG0002547	4	4
OG0002548	5	5
OG0002549	2	2
OG0002550	3	3
OG0002551	3	3
OG0002552	4	4
OG0002553	4	4
OG0002554	2	2
OG0002555	2	2
OG0002556	1	1
OG0002557	4	4
OG0002558	3	3
OG0002559	2	2
OG0002560	3	3
OG0002561	5	5
OG0002562	4	4
OG0002563	3	3
OG0002564	4	4
OG0002565	3	3
OG0002566	4	4
OG0002567	5	5
OG0002568	3	3
OG0002569	3	3
OG0002570	2	2
OG0002571	4	4
OG0002572	3	3
OG0002573	4	4
OG0002574	3	3
OG0002575	3	3
OG0002576	4	4
OG0002577	4	4
OG0002578	5	5
OG0002579	4	4
OG0002580	5	5
OG0002581	3	3
OG0002582	3	3
OG0002583	3	3
OG0002584	3	3
OG0002585	4	4
OG0002586	3	3
OG0002587	3	3
OG0002588	4	4
OG0002589	3	3
OG0002590	3	3
OG0002591	6	6
OG0002592	6	6
OG0002593	6	6
OG0002594	6	6
OG0002595	6	6
OG0002596	6	6
OG0002597	6	6
OG0002598	6	6
OG0002599	6	6
OG0002600	6	6
OG0002601	6	6
OG0002602	6	6
OG0002603	6	6
OG0002604	6	6
OG0002605	6	6
OG0002606	6	6
OG0002607	5	5
OG0002608	6	6
OG0002609	6	6
OG0002610	6	6
OG0002611	6	6
OG0002612	6	6
OG0002613	6	6
OG0002614	6	6
OG0002615	5	5
OG0002616	6	6
OG0002617	6	6
OG0002618	6	6
OG0002619	6	6
OG0002620	6	6
OG0002621	6	6
OG0002622	6	6
OG0002623	6	6
OG0002624	6	6
OG0002625	6	6
OG0002626	6	6
OG0002627	6	6
OG0002628	6	6
OG0002629	6	6
OG0002630	6	6
OG0002631	6	6
OG0002632	6	6
OG0002633	6	6
OG0002634	6	6
OG0002635	6	6
OG0002636	6	6
OG0002637	6	6
OG0002638	6	6
OG0002639	6	6
OG0002640	6	6
OG0002641	6	6
OG0002642	6	6
OG0002643	6	6
OG0002644	6	6
OG0002645	6	6
OG0002646	6	6
OG0002647	6	6
OG0002648	6	6
OG0002649	6	6
OG0002650	6	6
OG0002651	6	6
OG0002652	6	6
OG0002653	6	6
OG0002654	6	6
OG0002655	6	6
OG0002656	6	6
OG0002657	6	6
OG0002658	6	6
OG0002659	6	6
OG0002660	6	6
OG0002661	6	6
OG0002662	6	6
OG0002663	6	6
OG0002664	1	1
OG0002665	2	2
OG0002666	1	1
OG0002667	5	5
OG0002668	1	1
OG0002669	5	5
OG0002670	5	5
OG0002671	1	1
OG0002672	2	2
OG0002673	2	2
OG0002674	2	2
OG0002675	1	1
OG0002676	1	1
OG0002677	1	1
OG0002678	1	1
OG0002679	1	1
OG0002680	1	1
OG0002681	1	1
OG0002682	3	3
OG0002683	1	1
OG0002684	1	1
OG0002685	1	1
OG0002686	3	3
OG0002687	1	1
OG0002688	1	1
OG0002689	2	2
OG0002690	2	2
OG0002691	2	1
OG0002692	1	1
OG0002693	2	2
OG0002694	1	1
OG0002695	1	1
OG0002696	1	1
OG0002697	1	1
OG0002698	1	1
OG0002699	5	5
OG0002700	1	1
OG0002701	3	3
OG0002702	1	1
OG0002703	1	1
OG0002704	1	1
OG0002705	1	1
OG0002706	4	4
OG0002707	2	2
OG0002708	1	1
OG0002709	1	1
OG0002710	2	2
OG0002711	1	1
OG0002712	1	1
OG0002713	1	1
OG0002714	2	2
OG0002715	1	1
OG0002716	1	1
OG0002717	1	1
OG0002718	2	2
OG0002719	1	1
OG0002720	1	1
OG0002721	1	1
OG0002722	1	1
OG0002723	1	1
OG0002724	1	1
OG0002725	1	1
OG0002726	2	2
OG0002727	1	1
OG0002728	5	5
OG0002729	1	1
OG0002730	1	1
OG0002731	1	1
OG0002732	2	2
OG0002733	1	0
OG0002734	1	1
OG0002735	1	1
OG0002736	1	1
OG0002737	1	1
OG0002738	1	1
OG0002739	1	1
OG0002740	1	1
OG0002741	1	1
OG0002742	1	1
OG0002743	1	1
OG0002744	1	1
OG0002745	1	1
OG0002746	1	1
OG0002747	1	1
OG0002748	2	2
OG0002749	1	1
OG0002750	1	1
OG0002751	1	1
OG0002752	1	1
OG0002753	1	1
OG0002754	1	1
OG0002755	1	1
OG0002756	2	2
OG0002757	1	1
OG0002758	1	1
OG0002759	1	1
OG0002760	1	1
OG0002761	1	1
OG0002762	1	1
OG0002763	1	1
OG0002764	2	2
OG0002765	1	1
OG0002766	1	1
OG0002767	1	1
OG0002768	1	1
OG0002769	1	1
OG0002770	1	1
OG0002771	2	2
OG0002772	5	5
OG0002773	1	1
OG0002774	1	1
OG0002775	5	5
OG0002776	5	5
OG0002777	1	1
OG0002778	1	1
OG0002779	2	2
OG0002780	2	2
OG0002781	1	1
OG0002782	1	1
OG0002783	5	5
