Orthogroup	acastellanii_braker	bc2001_braker	bc2002_braker	dicty_braker	vvermcdc19_braker	Total
OG0004851	1	1	1	1	1	5
OG0004852	1	1	1	1	1	5
OG0004853	1	1	1	1	1	5
OG0004854	1	1	0	2	1	5
OG0004855	1	2	1	0	1	5
OG0004856	1	1	1	1	1	5
OG0004857	3	0	0	0	2	5
OG0004858	1	2	1	0	1	5
OG0004859	1	1	1	1	1	5
OG0004860	1	1	1	1	1	5
OG0004861	1	1	1	1	1	5
OG0004862	1	1	1	1	1	5
OG0004863	1	1	1	1	1	5
OG0004864	1	1	1	1	1	5
OG0004865	1	1	1	1	1	5
OG0004866	1	1	1	1	1	5
OG0004867	1	1	1	1	1	5
OG0004868	3	0	0	1	1	5
OG0004869	1	1	1	0	2	5
OG0004870	1	1	1	1	1	5
OG0004871	1	1	2	0	1	5
OG0004872	1	1	1	1	1	5
OG0004873	1	1	1	1	1	5
OG0004874	1	1	1	1	1	5
OG0004875	1	1	1	1	1	5
OG0004876	1	1	1	1	1	5
OG0004877	2	1	1	0	1	5
OG0004878	1	1	1	1	1	5
OG0004879	1	2	1	0	1	5
OG0004880	1	1	1	1	1	5
OG0004881	1	0	0	0	4	5
OG0004882	1	1	1	1	1	5
OG0004883	1	1	1	0	2	5
OG0004884	1	1	1	0	2	5
OG0004885	1	2	1	0	1	5
OG0004886	1	1	1	1	1	5
OG0004887	5	0	0	0	0	5
OG0004888	2	0	1	0	2	5
OG0004889	1	1	1	1	1	5
OG0004890	1	1	1	1	1	5
OG0004891	1	1	1	1	1	5
OG0004892	1	1	1	1	1	5
OG0004893	1	1	1	1	1	5
OG0004894	1	1	1	1	1	5
OG0004895	1	1	1	1	1	5
OG0004896	1	1	1	1	1	5
OG0004897	1	1	1	1	1	5
OG0004898	1	1	0	1	2	5
OG0004899	1	1	1	1	1	5
OG0004900	1	1	1	1	1	5
OG0004901	1	1	1	1	1	5
OG0004902	1	1	1	1	1	5
OG0004903	1	1	1	1	1	5
OG0004904	1	1	1	1	1	5
OG0004905	1	1	1	1	1	5
OG0004906	1	1	1	1	1	5
OG0004907	1	1	1	1	1	5
OG0004908	1	1	1	1	1	5
OG0004909	1	1	1	1	1	5
OG0004910	1	1	1	1	1	5
OG0004911	1	2	1	0	1	5
OG0004912	1	1	1	1	1	5
OG0004913	1	0	2	1	1	5
OG0004914	1	1	2	0	1	5
OG0004915	1	0	0	1	3	5
OG0004916	1	1	1	1	1	5
OG0004917	1	1	1	1	1	5
OG0004918	1	1	1	1	1	5
OG0004919	1	1	1	1	1	5
OG0004920	1	1	1	1	1	5
OG0004921	1	1	1	1	1	5
OG0004922	2	1	1	0	1	5
OG0004923	1	2	1	0	1	5
OG0004924	1	1	1	0	2	5
OG0004925	1	1	1	1	1	5
OG0004926	1	1	1	0	2	5
OG0004927	1	1	1	1	1	5
OG0004928	1	1	1	1	1	5
OG0004929	1	1	1	1	1	5
OG0004930	1	1	1	0	2	5
OG0004931	1	1	1	1	1	5
OG0004932	2	1	1	0	1	5
OG0004933	1	1	1	1	1	5
OG0004934	1	1	1	2	0	5
OG0004935	3	0	0	0	2	5
OG0004936	1	0	1	1	2	5
OG0004937	1	1	1	1	1	5
OG0004938	1	1	1	1	1	5
OG0004939	1	1	1	1	1	5
OG0004940	1	1	1	1	1	5
OG0004941	1	1	1	0	2	5
OG0004942	1	1	1	1	1	5
OG0004943	1	2	1	0	1	5
OG0004944	1	1	1	1	1	5
OG0004945	1	1	1	1	1	5
OG0004946	1	0	0	0	4	5
OG0004947	1	1	1	1	1	5
OG0004948	3	0	0	1	1	5
OG0004949	1	1	1	1	1	5
OG0004950	1	1	1	1	1	5
OG0004951	1	0	0	2	2	5
OG0004952	1	1	1	1	1	5
OG0004953	1	1	1	1	1	5
OG0004954	1	1	1	1	1	5
OG0004955	1	1	1	1	1	5
OG0004956	1	2	0	1	1	5
OG0004957	1	1	1	0	2	5
OG0004958	1	1	1	1	1	5
OG0004959	1	1	1	1	1	5
OG0004960	1	1	2	0	1	5
OG0004961	1	1	1	1	1	5
OG0004962	1	2	1	0	1	5
OG0004963	1	1	2	1	0	5
OG0004964	1	1	1	0	2	5
OG0004965	3	0	0	2	0	5
OG0004966	5	0	0	0	0	5
OG0004967	1	1	1	1	1	5
OG0004968	2	1	0	1	1	5
OG0004969	1	1	1	1	1	5
OG0004970	1	1	1	1	1	5
OG0004971	3	1	0	1	0	5
OG0004972	1	1	1	1	1	5
OG0004973	1	1	1	1	1	5
OG0004974	2	0	0	1	2	5
OG0004975	1	1	1	1	1	5
OG0004976	1	1	1	1	1	5
OG0004977	1	1	1	1	1	5
OG0004978	1	1	1	1	1	5
OG0004979	1	1	2	0	1	5
OG0004980	1	1	1	1	1	5
OG0004981	1	1	1	1	1	5
OG0004982	1	1	1	1	1	5
OG0004983	1	1	1	1	1	5
OG0004984	1	1	1	1	1	5
OG0004985	1	1	1	1	1	5
OG0004986	1	1	1	1	1	5
OG0004987	1	2	1	0	1	5
OG0004988	1	1	1	1	1	5
OG0004989	1	1	1	1	1	5
OG0004990	1	1	1	1	1	5
OG0004991	1	1	1	1	1	5
OG0004992	1	1	1	1	1	5
OG0004993	1	2	1	0	1	5
OG0004994	1	1	1	1	1	5
OG0004995	1	1	1	1	1	5
OG0004996	1	1	1	1	1	5
OG0004997	1	1	1	1	1	5
OG0004998	1	1	1	1	1	5
OG0004999	1	1	1	1	1	5
OG0005000	2	1	1	0	1	5
OG0005001	1	1	1	1	1	5
OG0005002	2	0	0	0	3	5
OG0005003	1	1	2	0	1	5
OG0005004	1	1	1	1	1	5
OG0005005	2	1	0	1	1	5
OG0005006	1	2	1	0	1	5
OG0005007	1	1	1	1	1	5
OG0005008	1	1	1	1	1	5
OG0005009	1	1	1	1	1	5
OG0005010	1	1	2	0	1	5
OG0005011	1	1	1	1	1	5
OG0005012	1	1	1	1	1	5
OG0005013	1	1	1	1	1	5
OG0005014	1	1	1	1	1	5
OG0005015	1	1	1	1	1	5
OG0005016	1	1	1	1	1	5
OG0005017	1	1	1	1	1	5
OG0005018	5	0	0	0	0	5
OG0005019	1	1	1	1	1	5
OG0005020	1	1	1	1	1	5
OG0005021	1	1	1	1	1	5
OG0005022	1	1	1	1	1	5
OG0005023	1	1	1	1	1	5
OG0005024	1	1	1	1	1	5
OG0005025	1	1	1	1	1	5
OG0005026	1	2	0	0	2	5
OG0005027	1	1	1	1	1	5
OG0005028	2	1	1	0	1	5
OG0005029	3	0	0	2	0	5
OG0005030	4	0	0	0	1	5
OG0005031	1	2	1	0	1	5
OG0005032	1	1	1	1	1	5
OG0005033	1	1	1	1	1	5
OG0005034	1	1	1	1	1	5
OG0005035	1	1	1	1	1	5
OG0005036	1	1	1	1	1	5
OG0005037	1	0	0	2	2	5
OG0005038	1	1	1	1	1	5
OG0005039	1	1	1	1	1	5
OG0005040	1	1	1	1	1	5
OG0005041	1	1	1	1	1	5
OG0005042	1	1	1	1	1	5
OG0005043	1	1	1	0	2	5
OG0005044	2	1	1	0	1	5
OG0005045	1	1	0	2	1	5
OG0005046	4	0	0	1	0	5
OG0005047	1	1	1	1	1	5
OG0005048	1	1	1	0	2	5
OG0005049	2	1	0	1	1	5
OG0005050	1	1	1	1	1	5
OG0005051	1	1	1	1	1	5
OG0005052	1	1	1	1	1	5
OG0005053	1	1	1	1	1	5
OG0005054	1	1	1	1	1	5
OG0005055	1	1	1	1	1	5
OG0005056	1	1	1	1	1	5
OG0005057	1	1	1	1	1	5
OG0005058	1	0	0	3	1	5
OG0005059	1	1	1	1	1	5
OG0005060	1	1	1	1	1	5
OG0005061	1	1	1	1	1	5
OG0005062	1	2	1	0	1	5
OG0005063	1	1	1	1	1	5
OG0005064	1	1	1	1	1	5
OG0005065	1	1	1	1	1	5
OG0005066	1	1	1	1	1	5
OG0005067	1	1	1	1	1	5
OG0005068	1	1	1	1	1	5
OG0005069	1	1	1	1	1	5
OG0005070	1	1	1	1	1	5
OG0005071	2	1	1	0	1	5
OG0005072	1	1	1	1	1	5
OG0005073	1	1	1	1	1	5
OG0005074	5	0	0	0	0	5
OG0005075	1	1	1	1	1	5
OG0005076	2	0	1	1	1	5
OG0005077	1	1	1	0	2	5
OG0005078	1	1	1	1	1	5
OG0005079	1	1	1	0	2	5
OG0005080	1	1	1	1	1	5
OG0005081	1	1	1	1	1	5
OG0005082	1	1	1	1	1	5
OG0005083	1	1	1	1	1	5
OG0005084	2	1	0	1	1	5
OG0005085	1	1	1	0	2	5
OG0005086	1	1	1	0	2	5
OG0005087	1	0	1	1	2	5
OG0005088	1	1	1	1	1	5
OG0005089	1	1	1	1	1	5
OG0005090	1	1	1	1	1	5
OG0005091	1	1	1	1	1	5
OG0005092	1	1	2	0	1	5
OG0005093	1	2	1	0	1	5
OG0005094	1	1	1	1	1	5
OG0005095	1	1	1	1	1	5
OG0005096	1	1	1	0	2	5
OG0005097	1	1	1	1	1	5
OG0005098	1	2	1	0	1	5
OG0005099	1	1	1	1	1	5
OG0005100	2	0	0	0	3	5
OG0005101	1	1	1	1	1	5
OG0005102	1	1	1	1	1	5
OG0005103	1	1	1	0	2	5
OG0005104	1	2	1	0	1	5
OG0005105	1	1	1	1	1	5
OG0005106	2	1	1	0	1	5
OG0005107	1	1	1	1	1	5
OG0005108	1	1	1	1	1	5
OG0005109	1	1	1	1	1	5
OG0005110	2	1	1	0	1	5
OG0005111	1	1	1	1	1	5
OG0005112	1	1	1	1	1	5
OG0005113	1	1	1	1	1	5
OG0005114	5	0	0	0	0	5
OG0005115	1	1	1	1	1	5
OG0005116	1	1	1	1	1	5
OG0005117	1	1	1	1	1	5
OG0005118	1	1	1	1	1	5
OG0005119	1	1	1	1	1	5
OG0005120	1	1	1	1	1	5
OG0005121	1	1	1	1	1	5
OG0005122	1	1	1	1	1	5
OG0005123	1	1	1	1	1	5
OG0005124	1	1	1	1	1	5
OG0005125	2	1	1	0	1	5
OG0005126	2	0	1	1	1	5
OG0005127	1	1	1	1	1	5
OG0005128	1	1	1	1	1	5
OG0005129	1	1	1	1	1	5
OG0005130	1	1	1	1	1	5
OG0005131	1	1	1	0	2	5
OG0005132	1	2	1	0	1	5
OG0005133	1	1	1	1	1	5
OG0005134	1	1	1	1	1	5
OG0005135	1	1	1	1	1	5
OG0005136	1	2	1	0	1	5
OG0005137	3	0	0	1	1	5
OG0005138	1	1	1	1	1	5
OG0005139	1	1	0	1	2	5
OG0005140	1	1	1	1	1	5
OG0005141	1	1	1	1	1	5
OG0005142	1	1	1	1	1	5
OG0005143	1	1	1	1	1	5
OG0005144	1	1	1	1	1	5
OG0005145	1	1	1	1	1	5
OG0005146	1	1	1	1	1	5
OG0005147	1	1	0	1	2	5
OG0005148	1	1	1	1	1	5
OG0005149	1	1	1	1	1	5
OG0005150	1	1	1	1	1	5
OG0005151	1	1	1	1	1	5
OG0005152	1	2	0	1	1	5
OG0005153	1	2	1	1	0	5
OG0005154	1	1	1	2	0	5
OG0005155	1	1	1	1	1	5
OG0005156	1	1	1	1	1	5
OG0005157	1	2	1	0	1	5
OG0005158	2	1	1	1	0	5
OG0005159	1	1	1	1	1	5
OG0005160	1	1	1	1	1	5
OG0005161	1	2	1	0	1	5
OG0005162	2	1	1	0	1	5
OG0005163	1	1	1	1	1	5
OG0005164	1	1	1	1	1	5
OG0005165	1	1	1	1	1	5
OG0005166	1	1	1	1	1	5
OG0005167	1	2	1	1	0	5
OG0005168	1	1	1	1	1	5
OG0005169	1	1	1	1	1	5
OG0005170	2	1	1	0	1	5
OG0005171	1	1	1	1	1	5
OG0005172	1	1	1	1	1	5
OG0005173	1	1	1	1	1	5
OG0005174	1	1	1	1	1	5
OG0005175	1	1	1	1	1	5
OG0005176	1	1	1	1	1	5
OG0005177	1	1	1	1	1	5
OG0005178	1	1	1	1	1	5
OG0005179	1	1	1	1	1	5
OG0005180	1	1	1	1	1	5
OG0005181	1	1	1	1	1	5
OG0005182	1	1	1	1	1	5
OG0005183	1	1	2	0	1	5
OG0005184	2	0	0	0	3	5
OG0005185	1	1	1	1	1	5
OG0005186	1	1	1	1	1	5
OG0005187	2	1	1	0	1	5
OG0005188	1	1	1	1	1	5
OG0005189	1	1	1	1	1	5
OG0005190	1	2	1	1	0	5
OG0005191	1	2	1	0	1	5
OG0005192	1	0	1	2	1	5
OG0005193	1	1	1	1	1	5
OG0005194	1	0	1	1	2	5
OG0005195	1	1	1	1	1	5
OG0005196	1	1	1	1	1	5
OG0005197	1	1	1	1	1	5
OG0005198	2	1	1	0	1	5
OG0005199	1	1	1	1	1	5
OG0005200	1	0	0	1	3	5
OG0005201	1	1	1	1	1	5
OG0005202	1	1	1	1	1	5
OG0005203	1	1	1	1	1	5
OG0005204	1	1	1	1	1	5
OG0005205	1	1	1	1	1	5
OG0005206	1	1	1	0	2	5
OG0005207	1	1	1	1	1	5
OG0005208	1	2	1	1	0	5
OG0005209	1	1	1	1	1	5
OG0005210	2	1	1	0	1	5
OG0005211	1	1	1	1	1	5
OG0005212	1	1	1	1	1	5
OG0005213	1	1	1	1	1	5
OG0005214	1	1	1	1	1	5
OG0005215	1	1	1	1	1	5
OG0005216	2	1	0	1	1	5
OG0005217	1	1	1	1	1	5
OG0005218	1	1	1	1	1	5
OG0005219	1	1	1	1	1	5
OG0005220	2	1	1	0	1	5
OG0005221	1	1	1	0	2	5
OG0005222	1	1	1	1	1	5
OG0005223	2	1	1	1	0	5
OG0005224	2	2	0	1	0	5
OG0005225	1	1	1	1	1	5
OG0005226	1	1	1	1	1	5
OG0005227	1	1	1	1	1	5
OG0005228	1	1	1	1	1	5
OG0005229	1	1	1	1	1	5
OG0005230	1	1	1	1	1	5
OG0005231	1	1	1	1	1	5
OG0005232	1	1	1	1	1	5
OG0005233	1	1	1	1	1	5
OG0005234	1	1	1	1	1	5
OG0005235	1	1	1	0	2	5
OG0005236	1	1	1	1	1	5
OG0005237	1	1	1	1	1	5
OG0005238	1	1	1	1	1	5
OG0005239	1	1	3	0	0	5
OG0005240	1	1	1	1	1	5
OG0005241	1	0	0	4	0	5
OG0005242	1	1	1	1	1	5
OG0005243	1	1	1	1	1	5
OG0005244	1	1	1	0	2	5
OG0005245	1	2	1	0	1	5
OG0005246	1	1	1	1	1	5
OG0005247	1	1	1	1	1	5
OG0005248	1	1	1	1	1	5
OG0005249	1	1	1	1	1	5
OG0005250	1	1	1	1	1	5
OG0005251	1	1	1	1	1	5
OG0005252	1	1	1	1	1	5
OG0005253	2	1	0	1	1	5
OG0005254	1	1	1	1	1	5
OG0005255	1	1	1	1	1	5
OG0005256	1	1	1	0	2	5
OG0005257	1	2	1	0	1	5
OG0005258	1	2	0	1	1	5
OG0005259	1	1	1	1	1	5
OG0005260	1	1	1	1	1	5
OG0005261	2	1	1	0	1	5
OG0005262	1	1	1	1	1	5
OG0005263	1	1	2	0	1	5
OG0005264	1	1	1	1	1	5
OG0005265	1	1	1	1	1	5
OG0005266	1	1	1	1	1	5
OG0005267	1	1	1	0	2	5
OG0005268	1	1	1	1	1	5
OG0005269	1	1	1	1	1	5
OG0005270	1	0	0	3	1	5
OG0005271	1	1	1	1	1	5
OG0005272	2	0	0	0	3	5
OG0005273	4	0	0	1	0	5
OG0005274	1	1	1	1	1	5
OG0005275	1	1	1	0	2	5
OG0005276	1	1	1	1	1	5
OG0005277	1	1	1	1	1	5
OG0005278	1	1	1	1	1	5
OG0005279	1	1	1	1	1	5
OG0005280	1	1	1	1	1	5
OG0005281	1	1	1	1	1	5
OG0005282	1	1	1	1	1	5
OG0005283	1	1	1	1	1	5
OG0005284	1	1	1	1	1	5
OG0005285	1	1	1	1	1	5
OG0005286	1	1	1	1	1	5
OG0005287	1	1	1	1	1	5
OG0005288	1	1	1	1	1	5
OG0005289	1	0	0	0	4	5
OG0005290	0	2	2	0	1	5
OG0005291	0	2	1	1	1	5
OG0005292	0	2	1	1	1	5
OG0005293	0	3	2	0	0	5
OG0005294	0	3	1	0	1	5
OG0005295	0	3	2	0	0	5
OG0005296	0	1	2	0	2	5
OG0005297	0	2	3	0	0	5
OG0005298	0	3	2	0	0	5
OG0005299	0	4	1	0	0	5
OG0005300	0	2	1	1	1	5
OG0005301	0	2	3	0	0	5
OG0005302	0	4	1	0	0	5
OG0005303	0	4	1	0	0	5
OG0005304	0	2	3	0	0	5
OG0005305	0	1	1	0	3	5
OG0005306	0	2	1	0	2	5
OG0005307	0	2	1	0	2	5
OG0005308	0	4	1	0	0	5
OG0005309	0	1	1	2	1	5
OG0005310	0	3	2	0	0	5
OG0005311	0	2	1	1	1	5
OG0005312	0	1	2	1	1	5
OG0005313	0	2	3	0	0	5
OG0005314	0	2	2	0	1	5
OG0005315	0	4	1	0	0	5
OG0005316	0	2	2	0	1	5
OG0005317	0	1	3	0	1	5
OG0005318	0	2	1	1	1	5
OG0005319	0	3	1	0	1	5
OG0005320	0	4	1	0	0	5
OG0005321	0	3	2	0	0	5
OG0005322	0	5	0	0	0	5
OG0005323	0	4	1	0	0	5
OG0005324	0	4	1	0	0	5
OG0005325	0	3	2	0	0	5
OG0005326	0	5	0	0	0	5
OG0005327	0	3	2	0	0	5
OG0005328	0	2	1	0	2	5
OG0005329	0	4	1	0	0	5
OG0005330	0	1	4	0	0	5
OG0005331	0	2	2	0	1	5
OG0005332	0	4	1	0	0	5
OG0005333	0	3	1	0	1	5
OG0005334	0	1	1	1	2	5
OG0005335	0	3	2	0	0	5
OG0005336	0	2	1	1	1	5
OG0005337	0	1	1	0	3	5
OG0005338	0	2	3	0	0	5
OG0005339	0	2	2	0	1	5
OG0005340	0	1	1	0	3	5
OG0005341	0	3	2	0	0	5
OG0005342	0	3	2	0	0	5
OG0005343	0	2	2	0	1	5
OG0005344	0	4	1	0	0	5
OG0005345	0	1	4	0	0	5
OG0005346	0	2	3	0	0	5
OG0005347	0	1	4	0	0	5
OG0005348	0	4	1	0	0	5
OG0005349	0	3	2	0	0	5
OG0005350	0	1	1	0	3	5
OG0005351	0	2	3	0	0	5
OG0005352	0	2	3	0	0	5
OG0005353	0	5	0	0	0	5
OG0005354	0	3	2	0	0	5
OG0005355	0	4	1	0	0	5
OG0005356	0	3	1	0	1	5
OG0005357	0	2	1	0	2	5
OG0005358	0	3	2	0	0	5
OG0005359	0	3	2	0	0	5
OG0005360	0	4	1	0	0	5
OG0005361	0	3	2	0	0	5
OG0005362	0	1	4	0	0	5
OG0005363	0	4	1	0	0	5
OG0005364	0	3	2	0	0	5
OG0005365	0	4	1	0	0	5
OG0005366	0	2	2	0	1	5
OG0005367	0	4	1	0	0	5
OG0005368	0	3	2	0	0	5
OG0005369	0	1	1	1	2	5
OG0005370	0	3	2	0	0	5
OG0005371	0	3	2	0	0	5
OG0005372	0	3	2	0	0	5
OG0005373	0	1	1	1	2	5
OG0005374	0	2	1	1	1	5
OG0005375	0	2	1	1	1	5
OG0005376	0	3	2	0	0	5
OG0005377	0	2	3	0	0	5
OG0005378	0	2	2	0	1	5
OG0005379	0	2	2	0	1	5
OG0005380	0	2	2	0	1	5
OG0005381	0	1	1	1	2	5
OG0005382	0	2	2	0	1	5
OG0005383	0	3	2	0	0	5
OG0005384	0	3	2	0	0	5
OG0005385	0	3	2	0	0	5
OG0005386	0	2	1	0	2	5
OG0005387	0	1	1	1	2	5
OG0005388	0	2	3	0	0	5
OG0005389	0	1	2	0	2	5
OG0005390	0	4	1	0	0	5
OG0005391	0	2	1	1	1	5
OG0005392	0	2	3	0	0	5
OG0005393	0	2	3	0	0	5
OG0005394	0	4	1	0	0	5
OG0005395	0	4	1	0	0	5
OG0005396	0	4	1	0	0	5
OG0005397	0	3	2	0	0	5
OG0005398	0	3	2	0	0	5
OG0005399	0	2	3	0	0	5
OG0005400	0	2	3	0	0	5
OG0005401	0	2	3	0	0	5
OG0005402	0	4	1	0	0	5
OG0005403	0	1	1	2	1	5
OG0005404	0	1	1	1	2	5
OG0005405	0	2	2	0	1	5
OG0005406	0	1	1	1	2	5
OG0005407	0	4	1	0	0	5
OG0005408	0	3	1	0	1	5
OG0005409	0	3	2	0	0	5
OG0005410	0	4	1	0	0	5
OG0005411	0	5	0	0	0	5
OG0005412	0	2	3	0	0	5
OG0005413	0	2	3	0	0	5
OG0005414	0	2	1	0	2	5
OG0005415	0	1	1	0	3	5
OG0005416	0	3	2	0	0	5
OG0005417	0	4	1	0	0	5
OG0005418	0	3	2	0	0	5
OG0005419	0	3	2	0	0	5
OG0005420	0	3	2	0	0	5
OG0005421	0	4	1	0	0	5
OG0005422	0	4	0	0	1	5
OG0005423	0	3	2	0	0	5
OG0005424	0	3	2	0	0	5
OG0005425	0	4	1	0	0	5
OG0005426	0	2	1	1	1	5
OG0005427	0	2	1	0	2	5
OG0005428	0	2	3	0	0	5
OG0005429	0	2	3	0	0	5
OG0005430	0	4	1	0	0	5
OG0005431	0	1	0	1	3	5
OG0005432	0	4	1	0	0	5
OG0005433	0	1	1	0	3	5
OG0005434	0	1	2	0	2	5
OG0005435	0	2	3	0	0	5
OG0005436	0	3	2	0	0	5
OG0005437	0	5	0	0	0	5
OG0005438	0	3	2	0	0	5
OG0005439	0	4	1	0	0	5
OG0005440	0	2	1	1	1	5
OG0005441	0	3	1	0	1	5
OG0005442	0	1	1	2	1	5
OG0005443	0	2	2	0	1	5
OG0005444	0	4	1	0	0	5
OG0005445	0	3	2	0	0	5
OG0005446	0	2	1	1	1	5
OG0005447	0	2	3	0	0	5
OG0005448	0	1	1	2	1	5
OG0005449	0	2	2	0	1	5
OG0005450	0	2	1	1	1	5
OG0005451	0	1	1	2	1	5
OG0005452	0	3	2	0	0	5
OG0005453	0	3	2	0	0	5
OG0005454	0	4	1	0	0	5
OG0005455	0	3	2	0	0	5
OG0005456	0	4	1	0	0	5
OG0005457	0	4	1	0	0	5
OG0005458	0	4	1	0	0	5
OG0005459	0	1	2	0	2	5
OG0005460	0	2	1	1	1	5
OG0005461	0	2	3	0	0	5
OG0005462	0	3	2	0	0	5
OG0005463	0	2	3	0	0	5
OG0005464	0	4	0	1	0	5
OG0005465	0	2	3	0	0	5
OG0005466	0	1	3	0	1	5
OG0005467	0	2	3	0	0	5
OG0005468	0	3	2	0	0	5
OG0005469	0	4	1	0	0	5
OG0005470	0	4	1	0	0	5
OG0005471	0	3	2	0	0	5
OG0005472	0	2	3	0	0	5
OG0005473	0	3	2	0	0	5
OG0005474	0	2	3	0	0	5
OG0005475	0	3	2	0	0	5
OG0005476	0	1	2	0	2	5
OG0005477	0	1	2	0	2	5
OG0005478	0	2	3	0	0	5
OG0005479	0	2	3	0	0	5
OG0005480	0	2	1	1	1	5
OG0005481	0	2	3	0	0	5
OG0005482	0	3	1	0	1	5
OG0005483	0	2	1	1	1	5
OG0005484	0	1	2	0	2	5
OG0005485	0	2	1	1	1	5
OG0005486	0	5	0	0	0	5
OG0005487	0	1	3	0	1	5
OG0005488	0	1	4	0	0	5
OG0005489	0	1	1	2	1	5
OG0005490	0	3	2	0	0	5
OG0005491	0	1	2	1	1	5
OG0005492	0	2	2	0	1	5
OG0005493	0	2	1	1	1	5
OG0005494	0	2	1	1	1	5
OG0005495	0	4	1	0	0	5
OG0005496	0	2	2	0	1	5
OG0005497	0	2	1	0	2	5
OG0005498	0	1	4	0	0	5
OG0005499	0	3	1	0	1	5
OG0005500	0	4	1	0	0	5
OG0005501	0	2	1	0	2	5
OG0005502	0	2	3	0	0	5
OG0005503	0	3	2	0	0	5
OG0005504	0	2	3	0	0	5
OG0005505	0	1	1	1	2	5
OG0005506	0	2	2	0	1	5
OG0005507	0	1	1	0	3	5
OG0005508	0	1	2	1	1	5
OG0005509	0	3	2	0	0	5
OG0005510	0	4	1	0	0	5
OG0005511	0	1	1	2	1	5
OG0005512	0	4	1	0	0	5
OG0005513	0	1	1	1	2	5
OG0005514	0	1	1	0	3	5
OG0005515	0	3	2	0	0	5
OG0005516	0	1	1	2	1	5
OG0005517	0	4	1	0	0	5
OG0005518	0	4	1	0	0	5
OG0005519	0	2	2	0	1	5
OG0005520	0	3	2	0	0	5
OG0005521	0	4	1	0	0	5
OG0005522	0	2	3	0	0	5
OG0005523	0	1	2	0	2	5
OG0005524	0	2	2	0	1	5
OG0005525	0	1	1	1	2	5
OG0005526	0	1	1	2	1	5
OG0005527	0	2	2	0	1	5
OG0005528	0	1	1	2	1	5
OG0005529	0	1	1	1	2	5
OG0005530	0	2	3	0	0	5
OG0005531	0	2	2	0	1	5
OG0005532	0	2	3	0	0	5
OG0005533	0	2	3	0	0	5
OG0005534	0	2	2	0	1	5
OG0005535	0	1	4	0	0	5
OG0005536	0	1	4	0	0	5
OG0005537	0	3	1	0	1	5
OG0005538	0	2	2	0	1	5
OG0005539	0	3	2	0	0	5
OG0005540	0	2	1	1	1	5
OG0005541	0	1	2	0	2	5
OG0005542	0	2	3	0	0	5
OG0005543	0	2	1	1	1	5
OG0005544	0	2	1	0	2	5
OG0005545	0	1	1	1	2	5
OG0005546	0	2	2	0	1	5
OG0005547	0	1	1	0	3	5
OG0005548	0	1	4	0	0	5
OG0005549	0	2	2	0	1	5
OG0005550	0	1	1	2	1	5
OG0005551	0	1	1	1	2	5
OG0005552	0	4	1	0	0	5
OG0005553	0	3	2	0	0	5
OG0005554	0	4	1	0	0	5
OG0005555	0	3	2	0	0	5
OG0005556	0	2	1	1	1	5
OG0005557	0	3	2	0	0	5
OG0005558	0	3	2	0	0	5
OG0005559	0	1	1	1	2	5
OG0005560	0	1	2	1	1	5
OG0005561	0	2	3	0	0	5
OG0005562	0	1	4	0	0	5
OG0005563	0	4	1	0	0	5
OG0005564	0	2	3	0	0	5
OG0005565	0	2	3	0	0	5
OG0005566	0	3	2	0	0	5
OG0005567	0	1	4	0	0	5
OG0005568	0	1	4	0	0	5
OG0005569	0	1	4	0	0	5
OG0005570	0	1	4	0	0	5
OG0005571	0	3	2	0	0	5
OG0005572	0	4	1	0	0	5
OG0005573	0	4	1	0	0	5
OG0005574	0	1	2	0	2	5
OG0005575	0	3	2	0	0	5
OG0005576	0	4	1	0	0	5
OG0005577	0	3	2	0	0	5
OG0005578	0	2	2	0	1	5
OG0005579	0	4	1	0	0	5
OG0005580	0	1	1	2	1	5
OG0005581	0	2	2	0	1	5
OG0005582	0	1	2	1	1	5
OG0005583	0	4	1	0	0	5
OG0005584	0	2	3	0	0	5
OG0005585	0	2	3	0	0	5
OG0005586	0	1	4	0	0	5
OG0005587	0	1	3	0	1	5
OG0005588	0	1	1	2	1	5
OG0005589	0	3	2	0	0	5
OG0005590	0	1	4	0	0	5
OG0005591	0	2	1	0	2	5
OG0005592	0	2	1	1	1	5
OG0005593	0	1	2	0	2	5
OG0005594	0	1	1	0	3	5
OG0005595	0	2	2	1	0	5
OG0005596	0	2	1	1	1	5
OG0005597	0	2	1	1	1	5
OG0005598	0	2	2	0	1	5
OG0005599	0	2	1	1	1	5
OG0005600	0	3	2	0	0	5
OG0005601	0	2	1	0	2	5
OG0005602	0	1	4	0	0	5
OG0005603	0	1	2	1	1	5
OG0005604	0	1	1	0	3	5
OG0005605	0	1	1	0	3	5
OG0005606	0	1	2	1	1	5
OG0005607	0	1	2	1	1	5
OG0005608	0	2	1	1	1	5
OG0005609	0	1	1	2	1	5
OG0005610	0	3	1	0	1	5
OG0005611	0	4	1	0	0	5
OG0005612	0	2	2	0	1	5
OG0005613	0	2	2	0	1	5
OG0005614	0	2	1	0	2	5
OG0005615	0	2	1	1	1	5
OG0005616	0	3	2	0	0	5
OG0005617	0	2	3	0	0	5
OG0005618	0	2	2	0	1	5
OG0005619	0	1	1	2	1	5
OG0005620	0	3	1	0	1	5
OG0005621	0	1	2	0	2	5
OG0005622	0	2	3	0	0	5
OG0005623	0	1	1	1	2	5
OG0005624	0	2	2	0	1	5
