Orthogroup	vvermcdc19_braker	acastellanii_braker
OG0000408	vverm_g7552.t1, vverm_g8997.t1, vverm_g8987.t1, vverm_g15619.t1	acastellanii_g5090.t1, acastellanii_g5388.t1
OG0000409	vverm_g15399.t1, vverm_g15399.t2	acastellanii_g407.t1
OG0000435	vverm_g11310.t1	acastellanii_g14239.t1, acastellanii_g1333.t1
OG0000435	vverm_g8366.t1	acastellanii_g409.t1, acastellanii_g224.t1
OG0000436	vverm_g14829.t1	acastellanii_g10159.t2, acastellanii_g10159.t1
OG0000436	vverm_g954.t2, vverm_g954.t1, vverm_g14604.t1	acastellanii_g13674.t1
OG0000438	vverm_g6804.t1, vverm_g6808.t1, vverm_g7747.t1	acastellanii_g13100.t1
OG0000439	vverm_g8610.t1	acastellanii_g4451.t2, acastellanii_g4451.t1
OG0000439	vverm_g16351.t1	acastellanii_g4501.t1
OG0000439	vverm_g4504.t1	acastellanii_g1485.t1
OG0000440	vverm_g7021.t1	acastellanii_g12824.t1
OG0000440	vverm_g13803.t2	acastellanii_g2420.t1
OG0000441	vverm_g14861.t1	acastellanii_g7073.t1
OG0000441	vverm_g15300.t1, vverm_g15300.t2	acastellanii_g8300.t1, acastellanii_g5290.t1, acastellanii_g12388.t1, acastellanii_g5289.t1
OG0000442	vverm_g7484.t1, vverm_g16333.t1, vverm_g4543.t1	acastellanii_g7037.t1, acastellanii_g11836.t1
OG0000443	vverm_g15869.t1	acastellanii_g11951.t1
OG0000444	vverm_g14786.t1	acastellanii_g12088.t1
OG0000444	vverm_g10340.t1	acastellanii_g6202.t3, acastellanii_g6202.t1, acastellanii_g6202.t2, acastellanii_g6202.t4, acastellanii_g6202.t5
OG0000445	vverm_g15057.t1, vverm_g15057.t2, vverm_g14965.t2, vverm_g14965.t1, vverm_g9898.t1	acastellanii_g12096.t1
OG0000446	vverm_g13606.t1, vverm_g16903.t1	acastellanii_g11168.t1, acastellanii_g11169.t1
OG0000446	vverm_g1484.t1, vverm_g15826.t1	acastellanii_g98.t1, acastellanii_g5072.t1
OG0000447	vverm_g14930.t1, vverm_g13427.t1, vverm_g5331.t1, vverm_g5331.t2, vverm_g15058.t1, vverm_g7291.t1, vverm_g5315.t1	acastellanii_g10587.t1, acastellanii_g1259.t1, acastellanii_g10586.t1
OG0000448	vverm_g141.t2, vverm_g141.t1	acastellanii_g10388.t1, acastellanii_g10383.t1
OG0000450	vverm_g4114.t1	acastellanii_g9540.t1
OG0000450	vverm_g4117.t2, vverm_g4117.t1, vverm_g4117.t3	acastellanii_g1357.t1
OG0000452	vverm_g9152.t1, vverm_g3291.t1, vverm_g3323.t1, vverm_g14572.t1	acastellanii_g8741.t1
OG0000453	vverm_g3634.t1, vverm_g3634.t2, vverm_g9993.t1	acastellanii_g6501.t1
OG0000453	vverm_g7752.t1	acastellanii_g2838.t1, acastellanii_g8112.t1, acastellanii_g8112.t2
OG0000454	vverm_g4063.t4	acastellanii_g7807.t1
OG0000454	vverm_g53.t1, vverm_g4007.t1, vverm_g4005.t1, vverm_g11922.t1, vverm_g4063.t3, vverm_g4063.t2, vverm_g4063.t1, vverm_g3607.t1, vverm_g10995.t1, vverm_g10919.t1, vverm_g10996.t1	acastellanii_g8169.t1
OG0000455	vverm_g3422.t1	acastellanii_g7916.t1, acastellanii_g4349.t1, acastellanii_g7848.t1
OG0000455	vverm_g7607.t1	acastellanii_g4121.t1
OG0000456	vverm_g14137.t1, vverm_g12092.t1, vverm_g14975.t1, vverm_g6786.t1, vverm_g4019.t1, vverm_g9906.t1, vverm_g5724.t1, vverm_g11127.t1, vverm_g5035.t1	acastellanii_g7859.t1
OG0000457	vverm_g1811.t1	acastellanii_g7243.t3, acastellanii_g7243.t1
OG0000457	vverm_g16800.t1	acastellanii_g7243.t2
OG0000458	vverm_g16167.t1	acastellanii_g5984.t1, acastellanii_g4306.t1, acastellanii_g6339.t1
OG0000459	vverm_g717.t1	acastellanii_g6351.t1, acastellanii_g6351.t2
OG0000460	vverm_g11063.t1, vverm_g11063.t2, vverm_g8996.t1	acastellanii_g6434.t1
OG0000461	vverm_g3561.t3, vverm_g3561.t1, vverm_g3561.t2, vverm_g8549.t2, vverm_g8549.t1, vverm_g13214.t1, vverm_g2316.t1, vverm_g14872.t1	acastellanii_g5767.t1
OG0000462	vverm_g11504.t1	acastellanii_g3757.t1, acastellanii_g2823.t1
OG0000463	vverm_g3451.t3, vverm_g3451.t2, vverm_g3451.t1	acastellanii_g833.t1
OG0000464	vverm_g2336.t1, vverm_g4006.t1, vverm_g14714.t1, vverm_g14714.t2, vverm_g15155.t1, vverm_g15152.t1, vverm_g6860.t1, vverm_g6858.t2, vverm_g15154.t1, vverm_g6858.t1, vverm_g6857.t2, vverm_g6857.t1, vverm_g6857.t3	acastellanii_g921.t1
OG0000465	vverm_g15166.t1, vverm_g14706.t2, vverm_g14706.t1, vverm_g4751.t1, vverm_g6425.t1, vverm_g16003.t1, vverm_g13572.t1, vverm_g8382.t2, vverm_g15301.t1, vverm_g8382.t3, vverm_g8382.t1	acastellanii_g174.t1
OG0000501	vverm_g15993.t1	acastellanii_g9388.t1, acastellanii_g9390.t1, acastellanii_g14111.t1
OG0000501	vverm_g16414.t1, vverm_g2452.t1	acastellanii_g10361.t1
OG0000502	vverm_g2997.t2, vverm_g2997.t1	acastellanii_g13758.t1
OG0000503	vverm_g1944.t1	acastellanii_g526.t1, acastellanii_g526.t2, acastellanii_g526.t3
OG0000503	vverm_g3989.t1	acastellanii_g13775.t1
OG0000504	vverm_g9064.t1, vverm_g9806.t2, vverm_g9806.t1, vverm_g180.t1, vverm_g14322.t2, vverm_g14322.t1, vverm_g1433.t1, vverm_g14858.t1	acastellanii_g10743.t1, acastellanii_g7395.t1, acastellanii_g13799.t1, acastellanii_g5911.t1, acastellanii_g11077.t1
OG0000505	vverm_g2631.t2, vverm_g2631.t1	acastellanii_g14021.t1, acastellanii_g14021.t2
OG0000505	vverm_g10163.t1	acastellanii_g2717.t1
OG0000506	vverm_g14838.t2, vverm_g14838.t1, vverm_g1974.t1	acastellanii_g14063.t1
OG0000507	vverm_g9649.t1, vverm_g6778.t1	acastellanii_g13479.t1
OG0000508	vverm_g290.t1	acastellanii_g7461.t1, acastellanii_g1055.t1, acastellanii_g5914.t1, acastellanii_g13042.t1, acastellanii_g9667.t1, acastellanii_g4994.t1, acastellanii_g5023.t1, acastellanii_g13472.t1
OG0000508	vverm_g5950.t1	acastellanii_g2857.t1, acastellanii_g2293.t1, acastellanii_g3043.t1
OG0000509	vverm_g7471.t1, vverm_g15725.t2, vverm_g15725.t1	acastellanii_g13236.t2, acastellanii_g13236.t1
OG0000509	vverm_g11214.t1	acastellanii_g9670.t1
OG0000510	vverm_g4849.t1	acastellanii_g11629.t1
OG0000510	vverm_g11868.t1, vverm_g16307.t1	acastellanii_g13276.t1
OG0000511	vverm_g14603.t1	acastellanii_g13303.t2, acastellanii_g13303.t1
OG0000511	vverm_g1427.t1	acastellanii_g6073.t1
OG0000512	vverm_g5765.t1	acastellanii_g12189.t1
OG0000512	vverm_g10801.t1	acastellanii_g3130.t1, acastellanii_g13444.t1
OG0000515	vverm_g7910.t1, vverm_g9297.t1, vverm_g9297.t2	acastellanii_g12780.t1
OG0000517	vverm_g7187.t1	acastellanii_g12598.t1
OG0000517	vverm_g1965.t1	acastellanii_g9544.t1
OG0000518	vverm_g2401.t1, vverm_g8918.t1	acastellanii_g11807.t1
OG0000518	vverm_g2851.t3	acastellanii_g1037.t1
OG0000518	vverm_g14360.t1	acastellanii_g28.t1
OG0000519	vverm_g9617.t1	acastellanii_g7728.t1
OG0000519	vverm_g6878.t1	acastellanii_g12070.t1
OG0000520	vverm_g1859.t1, vverm_g1859.t2, vverm_g11793.t1	acastellanii_g948.t1, acastellanii_g11719.t1, acastellanii_g3251.t1, acastellanii_g2385.t1, acastellanii_g12102.t1
OG0000521	vverm_g8063.t2, vverm_g8063.t1, vverm_g8062.t2, vverm_g8062.t1, vverm_g10718.t1, vverm_g10577.t2, vverm_g10761.t2, vverm_g10577.t1, vverm_g10761.t1, vverm_g4011.t1, vverm_g4011.t2, vverm_g16363.t1	acastellanii_g12108.t1
OG0000522	vverm_g7652.t2	acastellanii_g11760.t1, acastellanii_g4115.t1
OG0000523	vverm_g14551.t1, vverm_g10469.t2, vverm_g10469.t1, vverm_g13036.t2, vverm_g13036.t1, vverm_g6258.t1	acastellanii_g11288.t1, acastellanii_g11283.t1, acastellanii_g11284.t1, acastellanii_g8417.t1, acastellanii_g7353.t1, acastellanii_g10547.t1, acastellanii_g10545.t1
OG0000524	vverm_g12199.t1, vverm_g4526.t2, vverm_g4526.t1, vverm_g1300.t1	acastellanii_g2015.t1, acastellanii_g2015.t2
OG0000525	vverm_g8298.t1, vverm_g7888.t1, vverm_g13087.t1, vverm_g13066.t1, vverm_g8279.t1	acastellanii_g10790.t3, acastellanii_g10790.t2, acastellanii_g10790.t1
OG0000526	vverm_g6668.t1	acastellanii_g10811.t1, acastellanii_g6186.t1
OG0000526	vverm_g5434.t1	acastellanii_g8445.t1
OG0000527	vverm_g10857.t4, vverm_g15736.t1	acastellanii_g8922.t1, acastellanii_g4094.t1, acastellanii_g10609.t1
OG0000528	vverm_g5834.t1, vverm_g3780.t1	acastellanii_g10362.t1, acastellanii_g10362.t2, acastellanii_g10362.t3
OG0000529	vverm_g15020.t1	acastellanii_g9684.t1
OG0000530	vverm_g1293.t1, vverm_g1293.t2, vverm_g1295.t1, vverm_g1295.t2	acastellanii_g3514.t1, acastellanii_g9559.t2, acastellanii_g9559.t1
OG0000531	vverm_g10353.t1	acastellanii_g6135.t1
OG0000531	vverm_g8642.t2, vverm_g8642.t1	acastellanii_g9245.t1, acastellanii_g9242.t1, acastellanii_g8821.t1
OG0000532	vverm_g12518.t2, vverm_g12518.t1, vverm_g13153.t1	acastellanii_g9164.t1
OG0000532	vverm_g3003.t1, vverm_g3003.t2	acastellanii_g172.t1
OG0000533	vverm_g2620.t1, vverm_g7259.t2, vverm_g7259.t1	acastellanii_g8725.t1
OG0000534	vverm_g11507.t1	acastellanii_g8314.t1
OG0000535	vverm_g13833.t1, vverm_g16084.t1, vverm_g15109.t1, vverm_g13601.t1, vverm_g4919.t1	acastellanii_g7563.t1, acastellanii_g1756.t1
OG0000536	vverm_g8724.t4, vverm_g8724.t3, vverm_g8724.t2, vverm_g8724.t1, vverm_g13907.t2, vverm_g13907.t1	acastellanii_g7323.t1
OG0000537	vverm_g9802.t1	acastellanii_g258.t1
OG0000537	vverm_g775.t1	acastellanii_g7071.t1
OG0000538	vverm_g10437.t1	acastellanii_g6264.t2, acastellanii_g6264.t1, acastellanii_g6890.t1
OG0000539	vverm_g619.t1	acastellanii_g3038.t1, acastellanii_g3038.t2
OG0000539	vverm_g8737.t1	acastellanii_g6023.t2, acastellanii_g6023.t1, acastellanii_g4608.t1, acastellanii_g4608.t2
OG0000540	vverm_g10352.t2, vverm_g10352.t1	acastellanii_g6273.t1
OG0000540	vverm_g8314.t1	acastellanii_g3412.t1
OG0000541	vverm_g575.t1	acastellanii_g6359.t1
OG0000541	vverm_g14844.t1, vverm_g15353.t3, vverm_g15353.t1	acastellanii_g4383.t1
OG0000542	vverm_g1049.t1, vverm_g1049.t2, vverm_g447.t1, vverm_g13534.t1, vverm_g13531.t1, vverm_g13533.t1, vverm_g13532.t1, vverm_g13532.t2, vverm_g3943.t1, vverm_g3943.t2	acastellanii_g6483.t1
OG0000543	vverm_g301.t1	acastellanii_g2114.t1
OG0000543	vverm_g1562.t2, vverm_g1562.t1	acastellanii_g5166.t1, acastellanii_g6508.t3, acastellanii_g6508.t2, acastellanii_g6508.t1
OG0000544	vverm_g12920.t1, vverm_g8237.t1, vverm_g14011.t1, vverm_g14375.t1, vverm_g14375.t2, vverm_g2342.t1, vverm_g13044.t2, vverm_g13044.t1, vverm_g12918.t1, vverm_g6538.t2, vverm_g6538.t1	acastellanii_g5910.t1, acastellanii_g5912.t1
OG0000545	vverm_g8830.t1, vverm_g13712.t1	acastellanii_g5828.t1, acastellanii_g5824.t1
OG0000546	vverm_g7679.t1	acastellanii_g4808.t1
OG0000546	vverm_g1326.t1	acastellanii_g5853.t1, acastellanii_g5853.t3, acastellanii_g5853.t2, acastellanii_g5413.t1
OG0000547	vverm_g7162.t1	acastellanii_g5571.t1
OG0000547	vverm_g5218.t1	acastellanii_g1912.t1
OG0000548	vverm_g742.t3, vverm_g13256.t3, vverm_g742.t2, vverm_g13256.t2, vverm_g742.t1, vverm_g13256.t1	acastellanii_g5167.t1
OG0000549	vverm_g1539.t1, vverm_g6108.t1	acastellanii_g4583.t1
OG0000551	vverm_g3919.t1, vverm_g3118.t1, vverm_g2390.t2, vverm_g1255.t2, vverm_g1255.t1, vverm_g2390.t1, vverm_g5907.t1, vverm_g14032.t1	acastellanii_g1871.t1, acastellanii_g2945.t1
OG0000552	vverm_g8035.t1, vverm_g5578.t1, vverm_g5578.t2, vverm_g14077.t1, vverm_g5862.t1	acastellanii_g1783.t1
OG0000553	vverm_g2898.t1	acastellanii_g739.t2, acastellanii_g739.t1
OG0000554	vverm_g10190.t1, vverm_g15477.t2, vverm_g15558.t2, vverm_g15558.t1, vverm_g15477.t1, vverm_g15476.t1	acastellanii_g878.t1
OG0000592	vverm_g5064.t1, vverm_g2861.t2	acastellanii_g1716.t1, acastellanii_g7212.t1, acastellanii_g11326.t1, acastellanii_g14249.t1
OG0000593	vverm_g13046.t1, vverm_g13422.t1	acastellanii_g6011.t1
OG0000594	vverm_g14908.t1	acastellanii_g4431.t1
OG0000594	vverm_g12300.t1	acastellanii_g7462.t1, acastellanii_g6777.t1
OG0000595	vverm_g3843.t1	acastellanii_g9308.t1, acastellanii_g13605.t1, acastellanii_g13605.t2
OG0000596	vverm_g3804.t1	acastellanii_g13687.t1, acastellanii_g6072.t1, acastellanii_g6072.t2
OG0000597	vverm_g6492.t2, vverm_g6492.t1, vverm_g16950.t1	acastellanii_g13851.t1, acastellanii_g13851.t2
OG0000597	vverm_g16412.t1	acastellanii_g5649.t1
OG0000597	vverm_g4104.t2, vverm_g4104.t1	acastellanii_g11075.t1
OG0000598	vverm_g2528.t1	acastellanii_g1592.t2, acastellanii_g4256.t1, acastellanii_g4256.t2, acastellanii_g9464.t1
OG0000598	vverm_g3467.t1, vverm_g6177.t2, vverm_g6177.t1	acastellanii_g13083.t1
OG0000599	vverm_g13268.t2, vverm_g755.t3, vverm_g755.t2, vverm_g755.t1, vverm_g13268.t1	acastellanii_g13167.t1, acastellanii_g7510.t2, acastellanii_g7510.t3, acastellanii_g7510.t1
OG0000600	vverm_g3942.t1	acastellanii_g13249.t2, acastellanii_g13249.t1, acastellanii_g13249.t3
OG0000601	vverm_g10450.t1	acastellanii_g7304.t1, acastellanii_g3572.t1, acastellanii_g7305.t1, acastellanii_g3571.t1, acastellanii_g7306.t1, acastellanii_g3570.t1, acastellanii_g6390.t1, acastellanii_g13374.t1, acastellanii_g5553.t1
OG0000602	vverm_g10055.t1	acastellanii_g13425.t2, acastellanii_g13425.t1
OG0000602	vverm_g724.t1	acastellanii_g12471.t1
OG0000604	vverm_g7005.t1	acastellanii_g3007.t2, acastellanii_g3007.t1, acastellanii_g12958.t2, acastellanii_g12958.t1, acastellanii_g8175.t1, acastellanii_g8153.t1
OG0000605	vverm_g6637.t1, vverm_g2842.t1, vverm_g7232.t1, vverm_g15202.t1, vverm_g14760.t1, vverm_g13855.t1	acastellanii_g5897.t1
OG0000605	vverm_g8607.t2, vverm_g8607.t1	acastellanii_g12862.t1, acastellanii_g12861.t1
OG0000606	vverm_g8186.t1, vverm_g8187.t1, vverm_g8187.t2, vverm_g8201.t1	acastellanii_g12600.t1
OG0000607	vverm_g5817.t1	acastellanii_g1143.t1, acastellanii_g1143.t2
OG0000607	vverm_g11917.t1	acastellanii_g12483.t1
OG0000611	vverm_g8025.t1	acastellanii_g7948.t1
OG0000612	vverm_g8746.t1	acastellanii_g7615.t1
OG0000612	vverm_g375.t1, vverm_g8747.t1	acastellanii_g12180.t1
OG0000613	vverm_g359.t1, vverm_g358.t1	acastellanii_g11041.t1
OG0000613	vverm_g16162.t1	acastellanii_g12207.t1, acastellanii_g12207.t2
OG0000614	vverm_g12034.t1, vverm_g7751.t1	acastellanii_g9774.t1
OG0000615	vverm_g11887.t1	acastellanii_g11670.t1
OG0000615	vverm_g15502.t1	acastellanii_g478.t1
OG0000616	vverm_g12390.t1, vverm_g12390.t2	acastellanii_g5784.t2, acastellanii_g5784.t1, acastellanii_g11731.t1
OG0000617	vverm_g613.t1	acastellanii_g11226.t1
OG0000617	vverm_g8640.t1	acastellanii_g11604.t1
OG0000618	vverm_g2463.t1	acastellanii_g10134.t1, acastellanii_g11534.t1
OG0000619	vverm_g1150.t1, vverm_g12128.t1	acastellanii_g5710.t1, acastellanii_g11421.t1, acastellanii_g11421.t2, acastellanii_g11424.t1
OG0000620	vverm_g8753.t1, vverm_g8753.t2, vverm_g8752.t1	acastellanii_g6881.t1, acastellanii_g11221.t1
OG0000622	vverm_g6813.t1, vverm_g6817.t1, vverm_g14350.t1	acastellanii_g10677.t1
OG0000623	vverm_g7754.t2	acastellanii_g10602.t1, acastellanii_g3998.t1, acastellanii_g2060.t2, acastellanii_g2060.t1
OG0000625	vverm_g6241.t1, vverm_g16948.t1, vverm_g10154.t1, vverm_g1580.t1	acastellanii_g10432.t1, acastellanii_g10434.t1, acastellanii_g10436.t1, acastellanii_g10435.t1
OG0000626	vverm_g14783.t1, vverm_g14307.t2, vverm_g14307.t1	acastellanii_g2903.t1, acastellanii_g10460.t1, acastellanii_g10460.t2
OG0000627	vverm_g14175.t1, vverm_g11073.t1	acastellanii_g3649.t1, acastellanii_g9769.t1
OG0000629	vverm_g4219.t1, vverm_g4219.t2	acastellanii_g9251.t1, acastellanii_g9251.t2
OG0000631	vverm_g7992.t1	acastellanii_g8859.t1
OG0000631	vverm_g1381.t1	acastellanii_g5338.t1, acastellanii_g5338.t2
OG0000632	vverm_g11086.t1	acastellanii_g8889.t1
OG0000632	vverm_g5425.t1, vverm_g8998.t1	acastellanii_g3580.t1, acastellanii_g8656.t2, acastellanii_g8656.t1
OG0000633	vverm_g7523.t4, vverm_g7531.t1	acastellanii_g8998.t1
OG0000633	vverm_g11635.t1, vverm_g6422.t1	acastellanii_g3084.t1
OG0000634	vverm_g14602.t1	acastellanii_g7129.t1, acastellanii_g7130.t1, acastellanii_g7131.t2, acastellanii_g7131.t1, acastellanii_g9014.t1
OG0000635	vverm_g8071.t1	acastellanii_g8116.t1
OG0000635	vverm_g12961.t2, vverm_g12961.t1	acastellanii_g3526.t1
OG0000636	vverm_g11302.t1, vverm_g777.t1, vverm_g776.t2, vverm_g776.t1, vverm_g769.t1, vverm_g770.t1, vverm_g13281.t1, vverm_g11730.t1	acastellanii_g3235.t1
OG0000636	vverm_g15726.t1	acastellanii_g8122.t1
OG0000637	vverm_g11512.t1, vverm_g11512.t2, vverm_g15525.t1, vverm_g15525.t2	acastellanii_g8183.t1
OG0000638	vverm_g15316.t1, vverm_g15867.t1	acastellanii_g7769.t1, acastellanii_g7768.t1
OG0000639	vverm_g2814.t1	acastellanii_g2441.t2, acastellanii_g2441.t1
OG0000639	vverm_g10643.t1	acastellanii_g7874.t2, acastellanii_g7874.t1
OG0000640	vverm_g6679.t1	acastellanii_g7640.t1, acastellanii_g3963.t1
OG0000641	vverm_g10962.t1	acastellanii_g3471.t1, acastellanii_g333.t1, acastellanii_g5319.t1
OG0000642	vverm_g4282.t1, vverm_g11709.t1	acastellanii_g3127.t2, acastellanii_g3127.t1
OG0000643	vverm_g1674.t1	acastellanii_g6751.t1, acastellanii_g6752.t1
OG0000643	vverm_g1669.t1	acastellanii_g6112.t1
OG0000644	vverm_g16272.t1	acastellanii_g6425.t1
OG0000645	vverm_g16879.t1, vverm_g12662.t1	acastellanii_g6531.t1
OG0000646	vverm_g4716.t1	acastellanii_g1738.t1
OG0000646	vverm_g6975.t1	acastellanii_g6594.t1
OG0000647	vverm_g11947.t1, vverm_g11947.t2, vverm_g15969.t1	acastellanii_g6647.t1, acastellanii_g5253.t1
OG0000649	vverm_g15763.t2, vverm_g15763.t1, vverm_g15763.t3, vverm_g15762.t1	acastellanii_g5796.t1, acastellanii_g5798.t1, acastellanii_g5797.t1
OG0000650	vverm_g14374.t1, vverm_g14149.t1	acastellanii_g1289.t1
OG0000650	vverm_g2643.t1, vverm_g10128.t3	acastellanii_g5547.t1, acastellanii_g5547.t2
OG0000651	vverm_g16669.t1, vverm_g16673.t1	acastellanii_g5475.t1, acastellanii_g5474.t1, acastellanii_g5475.t2
OG0000651	vverm_g10279.t1	acastellanii_g4959.t1
OG0000653	vverm_g6928.t1, vverm_g6928.t2, vverm_g6054.t1	acastellanii_g5089.t1
OG0000654	vverm_g9139.t1, vverm_g7064.t2, vverm_g7064.t1	acastellanii_g5044.t1
OG0000655	vverm_g8086.t1	acastellanii_g4357.t2, acastellanii_g4357.t1, acastellanii_g5050.t1, acastellanii_g5050.t2
OG0000656	vverm_g7541.t1	acastellanii_g1473.t1, acastellanii_g1473.t2
OG0000657	vverm_g132.t1, vverm_g1671.t1	acastellanii_g4166.t1
OG0000657	vverm_g15450.t1	acastellanii_g202.t1
OG0000658	vverm_g7944.t1	acastellanii_g3532.t1, acastellanii_g1852.t1
OG0000658	vverm_g982.t1	acastellanii_g3127.t3
OG0000659	vverm_g4363.t1	acastellanii_g1195.t1
OG0000659	vverm_g4359.t1	acastellanii_g2498.t1, acastellanii_g1236.t1, acastellanii_g1237.t1
OG0000660	vverm_g360.t1	acastellanii_g1978.t2, acastellanii_g1978.t1
OG0000660	vverm_g9093.t1, vverm_g11852.t1	acastellanii_g1835.t1
OG0000661	vverm_g15022.t1, vverm_g15022.t2	acastellanii_g1752.t1, acastellanii_g860.t1
OG0000662	vverm_g9995.t1, vverm_g9996.t1, vverm_g10002.t1, vverm_g9684.t1, vverm_g3650.t1, vverm_g11905.t1, vverm_g10382.t1, vverm_g1901.t1, vverm_g9328.t1, vverm_g12025.t1	acastellanii_g1097.t1
OG0000714	vverm_g1411.t1	acastellanii_g835.t1
OG0000714	vverm_g2262.t1	acastellanii_g5771.t1
OG0000715	vverm_g4262.t1, vverm_g16828.t1, vverm_g14555.t1	acastellanii_g5722.t1, acastellanii_g13646.t1
OG0000716	vverm_g12622.t1	acastellanii_g13673.t2, acastellanii_g13673.t1
OG0000716	vverm_g11500.t2, vverm_g11500.t1	acastellanii_g8763.t1
OG0000717	vverm_g14341.t1	acastellanii_g2209.t1
OG0000717	vverm_g2146.t1	acastellanii_g13787.t1
OG0000718	vverm_g12041.t1	acastellanii_g12494.t1, acastellanii_g6882.t1, acastellanii_g13790.t1, acastellanii_g13790.t2
OG0000718	vverm_g12309.t1	acastellanii_g7466.t1, acastellanii_g7466.t2
OG0000721	vverm_g4695.t1	acastellanii_g13889.t1, acastellanii_g13887.t1
OG0000721	vverm_g13826.t2, vverm_g13826.t1	acastellanii_g3584.t1, acastellanii_g3952.t1
OG0000722	vverm_g8175.t1, vverm_g9885.t1	acastellanii_g14001.t1, acastellanii_g14001.t2
OG0000723	vverm_g5446.t2, vverm_g15856.t1, vverm_g15856.t2, vverm_g5446.t1	acastellanii_g14004.t1, acastellanii_g14004.t2
OG0000724	vverm_g3183.t1	acastellanii_g14050.t1
OG0000725	vverm_g10877.t1	acastellanii_g7789.t1, acastellanii_g10323.t1, acastellanii_g10324.t1
OG0000725	vverm_g1559.t1	acastellanii_g13210.t1
OG0000726	vverm_g8580.t1, vverm_g11225.t1	acastellanii_g13238.t1, acastellanii_g13238.t2
OG0000727	vverm_g15662.t1	acastellanii_g12385.t2, acastellanii_g12385.t1, acastellanii_g5292.t1, acastellanii_g8750.t1, acastellanii_g8480.t1
OG0000728	vverm_g8144.t1, vverm_g8313.t1	acastellanii_g13267.t1, acastellanii_g11155.t1
OG0000729	vverm_g10685.t1	acastellanii_g2682.t2, acastellanii_g2682.t1
OG0000729	vverm_g774.t1, vverm_g6939.t1	acastellanii_g13268.t1
OG0000730	vverm_g10082.t1	acastellanii_g12228.t1, acastellanii_g13399.t1
OG0000730	vverm_g10081.t1	acastellanii_g1304.t1
OG0000731	vverm_g7735.t1	acastellanii_g7697.t1
OG0000731	vverm_g9866.t1	acastellanii_g14259.t1
OG0000732	vverm_g5793.t1	acastellanii_g12925.t1, acastellanii_g7923.t1
OG0000732	vverm_g3578.t1	acastellanii_g10210.t1
OG0000734	vverm_g13808.t1, vverm_g9612.t1	acastellanii_g12908.t1
OG0000735	vverm_g8555.t1, vverm_g8555.t2	acastellanii_g5541.t1, acastellanii_g12821.t1, acastellanii_g6095.t1
OG0000736	vverm_g12618.t1, vverm_g10357.t1, vverm_g12981.t1	acastellanii_g12783.t1, acastellanii_g391.t1
OG0000738	vverm_g968.t1	acastellanii_g5212.t1
OG0000738	vverm_g3255.t1, vverm_g3255.t2	acastellanii_g12650.t1
OG0000739	vverm_g8333.t1	acastellanii_g12403.t1
OG0000739	vverm_g1946.t1	acastellanii_g10652.t1
OG0000740	vverm_g2734.t1, vverm_g262.t3, vverm_g262.t1, vverm_g14283.t1	acastellanii_g12350.t1
OG0000741	vverm_g4122.t1	acastellanii_g12344.t1
OG0000741	vverm_g13573.t1	acastellanii_g3218.t1, acastellanii_g12333.t2, acastellanii_g12333.t1
OG0000742	vverm_g8348.t1, vverm_g4291.t1, vverm_g11702.t1, vverm_g4291.t2, vverm_g11702.t2	acastellanii_g12018.t1
OG0000743	vverm_g5177.t1	acastellanii_g12039.t1, acastellanii_g2519.t1
OG0000744	vverm_g7212.t1	acastellanii_g12059.t2, acastellanii_g12059.t1
OG0000745	vverm_g4908.t1	acastellanii_g8135.t2, acastellanii_g8135.t1
OG0000745	vverm_g4907.t1, vverm_g4907.t2	acastellanii_g12168.t1
OG0000746	vverm_g5011.t1, vverm_g6704.t2, vverm_g1109.t1	acastellanii_g12232.t1, acastellanii_g12232.t2
OG0000747	vverm_g14647.t3	acastellanii_g10310.t1
OG0000747	vverm_g12158.t1	acastellanii_g7297.t2, acastellanii_g7297.t1, acastellanii_g3623.t1, acastellanii_g12245.t1
OG0000748	vverm_g14328.t1	acastellanii_g11658.t1
OG0000748	vverm_g4899.t1	acastellanii_g4284.t1
OG0000749	vverm_g827.t1, vverm_g5823.t1	acastellanii_g11589.t1
OG0000750	vverm_g5473.t2, vverm_g5473.t1	acastellanii_g4590.t1, acastellanii_g6873.t1, acastellanii_g6874.t1, acastellanii_g11374.t1, acastellanii_g6872.t1, acastellanii_g10174.t1, acastellanii_g5222.t1, acastellanii_g650.t1
OG0000751	vverm_g1624.t2, vverm_g1624.t1	acastellanii_g11325.t1, acastellanii_g8048.t1
OG0000752	vverm_g7288.t1	acastellanii_g982.t1, acastellanii_g981.t1, acastellanii_g2650.t1, acastellanii_g11314.t1, acastellanii_g10555.t1, acastellanii_g3203.t1, acastellanii_g9268.t1, acastellanii_g3263.t1, acastellanii_g2651.t1, acastellanii_g980.t1
OG0000753	vverm_g2036.t1, vverm_g12273.t1, vverm_g15579.t1, vverm_g3732.t1, vverm_g16203.t1	acastellanii_g11311.t1
OG0000754	vverm_g5368.t1, vverm_g1922.t1	acastellanii_g11258.t1
